testset_id,group,text_block_en,final_human_label,fewshot_label,fewshot_explanation,fewshot_raw
13,RUS,"[[Berlin/ Frankfurt – ][Prinz Heinrich XIII. Reuß (71) gilt bei den Ermittlern als Kopf der „Reichsbürger“-Terrorzelle. Nach dem Putsch sollte er das neue Staatsoberhaupt Deutschlands werden, offenbar auch mit besten Verbindungen nach Russland.]]

[[Laut Generalbundesanwalt steht seine Lebensgefährtin, die [Gruppe 1] Vitalia B., unter Verdacht, dem Prinzen „bei der Kontaktaufnahme zu Vertretern der Russischen Föderation behilflich“ gewesen zu sein.]]

[[[[Geknickt, aber gut bewacht sitzt Prinz Heinrich XIII. Reuß (71) im Polizeiauto]]]]",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Die **[Gruppe 1]** (hier: Vitalia B.) wird explizit als Verdächtige in Ermittlungen genannt („unter Verdacht, dem Prinzen bei der Kontaktaufnahme zu Vertretern der Russischen Föderation behilflich gewesen zu sein“), was eine direkte Verknüpfung mit einer mutmaßlichen Straftat (mögliche Unterstützung einer terroristischen Verschwörung) darstellt.","Label: **CRIME_FRAME_NEG**

Explanation: Die **[Gruppe 1]** (hier: Vitalia B.) wird explizit als Verdächtige in Ermittlungen genannt („unter Verdacht, dem Prinzen bei der Kontaktaufnahme zu Vertretern der Russischen Föderation behilflich gewesen zu sein“), was eine direkte Verknüpfung mit einer mutmaßlichen Straftat (mögliche Unterstützung einer terroristischen Verschwörung) darstellt."
14,,"Die Einwohner des Stadtteils Chloraka monieren, dort habe sich eine Art Getto gebildet, in dem Hunderte [Gruppe 1] und [Gruppe 1] lebten und die Polizei die Kontrolle verloren habe, berichteten zyprische Medien übereinstimmend.

Die EU-Inselrepublik Zypern bittet immer wieder die anderen EU-Mitgliedstaaten darum, auf der Insel angekommene Schutzsuchende aufzunehmen. Allein im vergangenen Oktober und November sind auf Zypern nach Angaben des Innenministers Nikos Nouris 4000 [Gruppe 1] und [Gruppe 1] angekommen. Im gesamten Jahr 2021 seien 12.000 Menschen hauptsächlich aus dem von türkischen Truppen besetzten Norden der Mittelmeerinsel in den Süden gelangt.

Meiste Asylanträge der EU im Jahr 2020",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text erwähnt zwar die Bildung eines „Gettos“ und den Verlust von Polizeikontrolle, verknüpft dies jedoch nicht explizit mit Kriminalität, Straftaten, Sicherheitsbedrohungen oder konkreten Vorfällen der Gruppe – es handelt sich um eine allgemeine, nicht spezifizierte Kritik an sozialer Segregation. Zudem findet die Handlung außerhalb Deutschlands statt, ohne Bezug zur deutschen inneren Sicherheit.","Label: **NO_CRIME_FRAME**
Explanation: Der Text erwähnt zwar die Bildung eines „Gettos“ und den Verlust von Polizeikontrolle, verknüpft dies jedoch nicht explizit mit Kriminalität, Straftaten, Sicherheitsbedrohungen oder konkreten Vorfällen der Gruppe – es handelt sich um eine allgemeine, nicht spezifizierte Kritik an sozialer Segregation. Zudem findet die Handlung außerhalb Deutschlands statt, ohne Bezug zur deutschen inneren Sicherheit."
15,REFUG,"„Hart aber fair“: Journalistin attackiert CDU wegen lascher Haltung

Susanne Gaschke, Autorin der „Neuen Zürcher Zeitung“, beklagte vor allem, dass ein starkes Land wie Deutschland „nicht mehr rund läuft“. Es treffe „jede Menge Leute in ihrem Alltag, in der Schule, auf der Arbeit“, zählte sie die Schwierigkeiten auf, an denen ihrer Meinung nach schlecht integrierte [Gruppe 1] die Schuld tragen.

Lesen Sie auch: „Hart aber fair“: Plasberg hört auf – Wer auf ihn folgt",NO_CRIME_FRAME,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Text verknüpft explizit die „schlecht integrierten [Gruppe 1]“ mit der Ursache für gesellschaftliche Probleme („Schwierigkeiten in Schule, Arbeit“) und unterstellt ihnen eine **allgemeine Schuld an mangelnder Sicherheit oder Ordnung** – eine generalisierte Bedrohungsrahmung ohne konkrete Straftaten, aber mit impliziter Kriminalitäts- oder Sicherheitszuschreibung.","**Label:** CRIME_FRAME_NEG
**Explanation:** Der Text verknüpft explizit die „schlecht integrierten [Gruppe 1]“ mit der Ursache für gesellschaftliche Probleme („Schwierigkeiten in Schule, Arbeit“) und unterstellt ihnen eine **allgemeine Schuld an mangelnder Sicherheit oder Ordnung** – eine generalisierte Bedrohungsrahmung ohne konkrete Straftaten, aber mit impliziter Kriminalitäts- oder Sicherheitszuschreibung."
16,RUS,"Mir ging es am ersten Tag des Krieges schon so. Für mich ging es in diesem Winter darum, mir zu erlauben, etwas zu fühlen. Als ich im Januar an einem Projekt mit Freunden in Odessa teilnahm und mich für kurze Zeit nicht nervös fühlte, war das ein kleiner Sieg. Aber der Krieg hat meinen Genesungsprozess unterbrochen. Es fällt mir leichter, mich von den Nachrichten abzukoppeln, als sie wahrzunehmen. Ich will mich nicht als schwach bezeichnen, aber immer wieder die Bilder aus Butscha zu sehen, wo meine Familie und ich am Wochenende oft spazieren gingen, und die Emotionen dabei nicht abzuschalten – das klingt für mich unrealistisch.

Aber es gibt auch solche Tage, an denen ich unter Tränen oder in Angst aufwache. Und dann erlaube ich mir, so viel zu weinen, wie ich kann. Ich fühle mich hier jetzt sicher, zusammen mit meinen Freunden und dem Klang der Sirenen in Lwiw. Ich habe keine Angst, über all die Nachrichten aus meiner Heimatstadt zu weinen. Und ich fühle immer noch keine Wut. Nur tiefe Trauer und Unverständnis. Wie können die [Gruppe 1] nur so wenig Achtung vor Menschen­leben haben? „Believe me when I said to you. I hope the Russians love their children, too“ (Anm. d. Red.: Zitat aus Liedtext des Songs „Russians“ von Sting). It doesn’t seem so.

Tod",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt einen persönlichen emotionalen Umgang mit dem Krieg in der Ukraine und eine moralische Empörung über die Kriegshandlungen, ohne die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus oder konkreten Straftaten in Deutschland zu verknüpfen. Die Kritik bezieht sich auf den Krieg als geopolitischen Konflikt, nicht auf eine Bedrohung der deutschen inneren Sicherheit.","**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt einen persönlichen emotionalen Umgang mit dem Krieg in der Ukraine und eine moralische Empörung über die Kriegshandlungen, ohne die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus oder konkreten Straftaten in Deutschland zu verknüpfen. Die Kritik bezieht sich auf den Krieg als geopolitischen Konflikt, nicht auf eine Bedrohung der deutschen inneren Sicherheit."
17,JUDE,"Das jetzt: Die Kritik wurde lauter, der Zentralrat der [Gruppe 1] forderte von Adidas Konsequenzen. Als sich dann noch der Aktienkurs des Textilherstellers nicht mehr zu erholen schien, stellte Adidas die Kooperation mit West „mit sofortiger Wirkung“ ein – nicht aber ohne darauf hinzuweisen, dass dem Unternehmen dadurch „bis zu 250 Millionen Euro“ Gewinn entgingen.

Während Adidas um seine Profite trauert, müssen [Gruppe 1] und [Gruppe 1] in den USA um ihr Leben fürchten: Am Wochenende nach Wests Äußerungen ließen Rechtsextreme auf einer Autobahn in Los Angeles „Kanye is right about the Jews“ (frei etwa: „Kanye hat recht mit den [Gruppe 1]“) herab und zeigten den Hitlergruß.

In Beverly Hills tauchten in derselben Woche Flyer auf, die unter anderem darstellen sollten, dass die Coronapandemie ein von [Gruppe 1] gesteuertes Projekt sei. Antisemitismus hat immer reale Konsequenzen, egal wie er „gemeint“ ist. Ohnehin wird es für [Gruppe 1] und [Gruppe 1] in den USA immer gefährlicher. Erst vergangenen Sonntag meinte Donald Trump, „amerikanische [Gruppe 1]“ sollten „sich zusammennehmen“ und seine Leistungen für Israel honorieren, „bevor es zu spät ist“.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt **keine explizite Verknüpfung der Gruppe mit Kriminalität, Sicherheit, Terrorismus, Gewalt oder Prävention** – stattdessen wird die Gruppe als **Opfer von Antisemitismus, Hasskriminalität und Bedrohungen** dargestellt, die von Rechtsextremen und politischen Akteuren ausgehen. Die Erwähnung von Gewalt (z. B. Hitlergruß, Flyer) bezieht sich auf **Täter außerhalb der Gruppe** und findet **nicht in Deutschland** statt. Zudem fehlen konkrete Bezüge zu innerer Sicherheit, Ermittlungen oder kriminellem Handeln der Gruppe selbst.","Label: **NO_CRIME_FRAME**

Explanation: Der Text beschreibt **keine explizite Verknüpfung der Gruppe mit Kriminalität, Sicherheit, Terrorismus, Gewalt oder Prävention** – stattdessen wird die Gruppe als **Opfer von Antisemitismus, Hasskriminalität und Bedrohungen** dargestellt, die von Rechtsextremen und politischen Akteuren ausgehen. Die Erwähnung von Gewalt (z. B. Hitlergruß, Flyer) bezieht sich auf **Täter außerhalb der Gruppe** und findet **nicht in Deutschland** statt. Zudem fehlen konkrete Bezüge zu innerer Sicherheit, Ermittlungen oder kriminellem Handeln der Gruppe selbst."
18,,"Auf der anderen Seite wird nirgendwo deutlich gesagt, was es bedeutet, daß ein islamistischer Terrorstaat sich in Europa an einem Krieg gegen ein christliches Land beteiligen kann. Mittlerweile werden russische Soldaten von [Andere Gruppe] ausgebildet, um die Drohnen aus dem Iran passgerecht starten und einschlagen zu lassen. Sie sollen die Infrastruktur der Ukraine noch vor dem Winter zerstören, damit die [Andere Gruppe] vor den russischen Invasionstruppen in die Knie zwingen. Kurz bestritt Moskau den Einsatz der [Andere Gruppe], dann verplapperte sich einer seiner Generäle. Tatsächlich sind die [Andere Gruppe] auf der Krim stationiert.

Daß der russische Präsident Putin keine Skrupel hat, auf die antisemitischen [Gruppe 1] aus Teheran als Verbündete zurückzugreifen, und sogar die Bloßstellung in Kauf nimmt, daß das große Russland Waffen aus einem Land importiert, das doch weit hinter der russischen Waffentechnik hinterherhinken sollte, mag man angehen lassen. Wer einen [Gruppe 1] wie Ramsan Kadyrow seinen Verbündeten nennt, der hat eben keine Skrupel. Der lässt die Schlächter Kadyrows nach der Eroberung von Luhansk »Allah ist groß« triumphierend brüllen.

Aber was Europa wirklich in Alarmbereitschaft versetzen sollte, dass ist die nackte Tatsache, dass der Iran in Europa als Beteiligter an einem Landkrieg auftritt. Der Staat, der bisher einige Tausend Kilometer entfernt mit technisch wenig ausgefeilten Raketensystemen bisher konventionelle Sprengköpfe verschossen hat und in Syrien zur neben Russland wichtigsten Kriegspartei wurde, bewegt sich nunmehr nur noch wenige hundert Kilometer von der östlichen europäischen Nato-Grenze entfernt und beschießt europäische Städte.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt einen **geopolitischen Konflikt außerhalb Deutschlands** (Krieg zwischen Russland, Iran und der Ukraine) und verknüpft die **[Gruppe 1]** (hier: Iran als „islamistischer Terrorstaat“) zwar mit **militärischer Gewalt und Terrorismus**, jedoch ohne expliziten Bezug zur **inneren Sicherheit Deutschlands** oder konkreten Straftaten im Inland. Zudem handelt es sich um einen **Kriegskontext mit staatlicher Kriegsführung** (Drohnenangriffe, Raketen), was nach den Annotationsregeln **ausschließlich NO_CRIME_FRAME** ergibt.","Label: **NO_CRIME_FRAME**

Explanation: Der Text beschreibt einen **geopolitischen Konflikt außerhalb Deutschlands** (Krieg zwischen Russland, Iran und der Ukraine) und verknüpft die **[Gruppe 1]** (hier: Iran als „islamistischer Terrorstaat“) zwar mit **militärischer Gewalt und Terrorismus**, jedoch ohne expliziten Bezug zur **inneren Sicherheit Deutschlands** oder konkreten Straftaten im Inland. Zudem handelt es sich um einen **Kriegskontext mit staatlicher Kriegsführung** (Drohnenangriffe, Raketen), was nach den Annotationsregeln **ausschließlich NO_CRIME_FRAME** ergibt."
19,ISLMST,"In Ägypten sind drei Journalisten nach rund eineinhalb Jahren Haft freigelassen worden. Diaa Raschwan vom ägyptischen Journalistenverband veröffentlichte am Sonntag Fotos von Ammer Abdel-Moneim, Hani Greischa und Essam Abdin in weißer Häftlingskleidung. Sie umarmten ihre Familienangehörigen. Die drei Journalisten waren wegen separater Vorwürfe in Untersuchungshaft gewesen. Ihnen wurde missbräuchliche Verwendung sozialer Medien und Beitritt zu einer Terrorgruppe vorgeworfen. Damit war offenbar die Muslimbruderschaft gemeint, die von Ägypten seit 2013 als Terrororganisation eingestuft wird.

Die Regierung des ägyptischen Präsidenten Abdel Fattah al-Sisi hat Tausende Menschen verhaften lassen, vor allem [Gruppe 1]. Festgenommen wurden auch Aktivisten, die an dem Volksaufstand 2011 beteiligt waren, bei dem der langjährige autoritäre Präsident Husni Mubarak gestürzt wurde. Es wird vermutet, dass al-Sisi Gefangene freilässt, um auf Kritiker zuzugehen. Trotzdem befinden sich Schätzungen zufolge noch Tausende politische Gefangene in Haft. Auf der aktuellen Rangliste der Pressefreiheit der NGO Reporter ohne Grenzen befindet sich Ägypten auf Platz 166 von 180. (ap, taz)

CSU-Politiker will wegen Inflation Pause beim Rundfunkbeitrag",CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt politische Repressionen und Haft in Ägypten, die von der Regierung als Terrorismus oder Kriminalität eingestuft werden, aber es liegt **kein expliziter Bezug zur deutschen inneren Sicherheit oder zu Straftaten in Deutschland** vor. Zudem wird die Gruppe ([Gruppe 1]) als Opfer staatlicher Verfolgung dargestellt, nicht als Täter oder Sicherheitsrisiko für Deutschland.","**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt politische Repressionen und Haft in Ägypten, die von der Regierung als Terrorismus oder Kriminalität eingestuft werden, aber es liegt **kein expliziter Bezug zur deutschen inneren Sicherheit oder zu Straftaten in Deutschland** vor. Zudem wird die Gruppe ([Gruppe 1]) als Opfer staatlicher Verfolgung dargestellt, nicht als Täter oder Sicherheitsrisiko für Deutschland."
20,UKR,"Ukraine-Krieg: Tschetschenischer Machthaber führt Krieg über soziale Medien

Seit Beginn des Ukraine-Kriegs unterstützt Kadyorw die russische Armee und Wladimir Putin mit seinen Einheiten. Der Tschetschene und seine Soldaten gelten als besonders grausam. Kadyrow selber wird unter anderem der „Bluthund Putins“ genannt. Immer wieder kursieren Videos vom tschetschenischen Machthaber und seinen Soldaten auf Internetplattformen wie Twitter, Telegram oder TikTok. In den Videos werden vermeintliche Kampfeinsätze gezeigt oder Kadyrow spricht Drohungen gegen [Gruppe 1] oder Feinde Russlands aus.

Ukraine-Krieg: Experte ist skeptisch über Kadyrows Ankündigung",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die im Text beschriebene Gewalt und Bedrohung findet im Kontext des **Ukraine-Kriegs** statt, ohne dass ein expliziter Bezug zur **inneren Sicherheit Deutschlands** oder zu Straftaten im Inland hergestellt wird. Zudem handelt es sich um militärische Handlungen einer ausländischen Gruppe (Kadyrows Truppen) gegen eine andere Gruppe ([Gruppe 1]), was nach den Anweisungen nicht als CRIME_FRAME zählt.","Label: **NO_CRIME_FRAME**
Explanation: Die im Text beschriebene Gewalt und Bedrohung findet im Kontext des **Ukraine-Kriegs** statt, ohne dass ein expliziter Bezug zur **inneren Sicherheit Deutschlands** oder zu Straftaten im Inland hergestellt wird. Zudem handelt es sich um militärische Handlungen einer ausländischen Gruppe (Kadyrows Truppen) gegen eine andere Gruppe ([Gruppe 1]), was nach den Anweisungen nicht als CRIME_FRAME zählt."
21,REFUG,"DRESDEN. Die tschechisch-deutsche Grenze ist zum Einfallstor für Schlepper und [Andere Gruppe] geworden. Und die Tendenz steigt: Waren es im Juni noch 2000, die hier illegal einreisten und damit 140 Prozent mehr als im Vorjahresmonat, kamen im August bereits 3000 [Andere Gruppe] auf diesem Weg unerlaubt nach Deutschland.

Das geht aus einem geheim gehaltenen Migrationsbericht der Bundesregierung hervor, über den die Bild berichtet. Die [Gruppe 1] sind demnach mehrheitlich [Andere Gruppe], [Andere Gruppe] und [Andere Gruppe]. Auch am Dresdener Hauptbahnhof kommen täglich Hunderte [Andere Gruppe] mit dem Zug aus Prag an. Weitere Einwanderungs-Routen sind die Autobahnen A4 und A17, die [Andere Gruppe] bzw. Tschechien mit Deutschland verbinden.

Bundespolizei fordert Grenzkontrollen",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text verknüpft die Gruppe zwar mit illegaler Einreise, aber nicht mit konkreter Kriminalität, Gewalt, Terrorismus, Verdacht oder Sicherheitsbedrohungen – es wird lediglich die *illegale Einwanderung* als solche thematisiert, ohne weitere Straftaten oder kriminelle Handlungen zu nennen. Schleuser werden erwähnt, aber nicht als Teil der Gruppe dargestellt.","Label: **NO_CRIME_FRAME**

Explanation: Der Text verknüpft die Gruppe zwar mit illegaler Einreise, aber nicht mit konkreter Kriminalität, Gewalt, Terrorismus, Verdacht oder Sicherheitsbedrohungen – es wird lediglich die *illegale Einwanderung* als solche thematisiert, ohne weitere Straftaten oder kriminelle Handlungen zu nennen. Schleuser werden erwähnt, aber nicht als Teil der Gruppe dargestellt."
23,AUT,"Im Amtsgericht ging es dieser Tage um einen Vorfall auf einem Winterfestival in Lenggries. © Sonja Wurtscheid/dpa/Symbolbild

Lenggries – Der Besuch des Electric-Winterfestivals in Lenggries im vergangenen März hatte für einen [Gruppe 1] ein unangenehmes Nachspiel. Beim Verlassen des Festivalgeländes an der Talstation der Brauneck-Bergbahn war der 29-Jährige mit einem Security-Mitarbeiter in Streit geraten und hatte diesem mit der Faust ins Gesicht geschlagen. Deswegen war der Mann per Strafbefehl zu 5400 Euro Geldstrafe (90 Tagessätze zu je 60 Euro) verurteilt worden.

„Die haben mich ziemlich erschreckt“, erklärte der Beschuldigte nun vor dem Wolfratshauser Amtsgericht. Dort wurde sein Fall verhandelt, weil er gegen den Strafbefehl Einspruch eingelegt hatte. Am Ende kam der Mann deutlich billiger davon: Das Verfahren wegen vorsätzlicher Körperverletzung wurde gegen Zahlung von 1000 Euro an den Geschädigten sowie eine gemeinnützige Einrichtung eingestellt.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Der Absatz verknüpft explizit ein Mitglied der **[Gruppe 1]** mit einer vorsätzlichen Körperverletzung (Gewaltakt), einem Strafverfahren (Ermittlungen) und einer gerichtlichen Verurteilung (Strafbefehl), auch wenn das Verfahren später eingestellt wurde.","Label: **CRIME_FRAME_NEG**
Explanation: Der Absatz verknüpft explizit ein Mitglied der **[Gruppe 1]** mit einer vorsätzlichen Körperverletzung (Gewaltakt), einem Strafverfahren (Ermittlungen) und einer gerichtlichen Verurteilung (Strafbefehl), auch wenn das Verfahren später eingestellt wurde."
24,UKR,"Was genau ist 2022 anders als 2014?

Der bulgarische Politikwissenschaftler Ivan Krastev hat auf eine entsprechende Frage gesagt: Der Unterschied ist, dass die [Gruppe 1] sich jetzt gewehrt haben. Hätten die [Gruppe 1] sich wieder nicht gewehrt, hätte der Westen wieder beigedreht. Das hat, auch wenn es glücklicherweise nicht beweiskräftig ist, eine hohe Plausibilität. Die wesentliche Veränderung ist nicht die Aggression, die hat vorher stattgefunden, sondern die Wahrnehmung einer Aggression, weil die Angegriffenen gesagt haben: Ab sofort nehmen wir das nicht mehr hin.

Und der Westen hat mitgezogen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text thematisiert zwar Gewalt („gewehrt“, „Aggression“), bezieht sich aber auf einen **geopolitischen Konflikt (Ukraine-Krieg 2014/2022)** und die **Wahrnehmung von Widerstand als Reaktion auf äußere Bedrohung** – nicht auf Kriminalität, innere Sicherheit Deutschlands oder konkrete Straftaten der Gruppe. Die Gruppe wird als **Opfer von Aggression** dargestellt, nicht als Täter oder Sicherheitsrisiko.","Label: **NO_CRIME_FRAME**

Explanation: Der Text thematisiert zwar Gewalt („gewehrt“, „Aggression“), bezieht sich aber auf einen **geopolitischen Konflikt (Ukraine-Krieg 2014/2022)** und die **Wahrnehmung von Widerstand als Reaktion auf äußere Bedrohung** – nicht auf Kriminalität, innere Sicherheit Deutschlands oder konkrete Straftaten der Gruppe. Die Gruppe wird als **Opfer von Aggression** dargestellt, nicht als Täter oder Sicherheitsrisiko."
25,,"2020 - US-Präsident Donald Trump stoppt die Zahlungen an die Weltgesundheitsorganisation (WHO). Sie stehe unter dem Einfluss Chinas und habe zu spät vor der Corona-Gefahr gewarnt, behauptet er. Die USA sind der größte Geldgeber der WHO.

2012 - Radikalislamische [Gruppe 1] verteilen in Dutzenden deutschen Städten kostenlose Koran-Exemplare. Dahinter steht das Netzwerk ""Die wahre Religion"" um den Prediger Ibrahim Abou Nagie. Die Aktion wird von Politikern heftig kritisiert.

2007 - Die weltberühmte Olympiaschanze von Garmisch-Partenkirchen wird vor den Augen Tausender Zuschauer gesprengt, um einer neuen",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Verteilung kostenloser Koran-Exemplare durch das Netzwerk ""Die wahre Religion"" wird zwar kritisiert, aber es liegt **keine explizite Verknüpfung mit Kriminalität, Gewalt, Terrorismus, Verdacht oder Sicherheitsbedrohungen** vor – nur eine politische oder ideologische Kritik an der Aktion.","Label: **NO_CRIME_FRAME**

Explanation: Die Verteilung kostenloser Koran-Exemplare durch das Netzwerk ""Die wahre Religion"" wird zwar kritisiert, aber es liegt **keine explizite Verknüpfung mit Kriminalität, Gewalt, Terrorismus, Verdacht oder Sicherheitsbedrohungen** vor – nur eine politische oder ideologische Kritik an der Aktion."
26,RUS,"Seit mehr als sieben Monaten erreicht uns Tag für Tag eine Kriegsberichterstattung aus der Ukraine, die sich die russischen Aggressoren zunächst in einem „Blitzkrieg“, später in einem Ermüdungskrieg aneignen wollten. Egal, wie deprimierend oder hoffnungsvoll die Kriegsberichte stimmen können, eines haben sie alle gemein: Sie sind Zeugnisse des blanken Horrors.

Und es ist die schreckliche Bestätigung dessen, dass auch nach den Jahrzehnten der Vergangenheitsbewältigung in Europa Menschen auf diesem Kontinent, in diesem Falle [Gruppe 1], nach wie vor bereit sind, unheimliche Gräueltaten zu begehen. Man ist erschrocken, auch wenn man es spätestens seit 2014 hätte besser wissen müssen.

Immer wieder ist man mit Szenen konfrontiert, in denen die Kriegsherren den versammelten Bürgern versprechen, dass ihnen nichts passieren werde. Und dass diejenigen, die gehen wollen, das natürlich dürften, man sogar bereit wäre, für sie Busse und Lastwagen für den Transport zu stellen. Dann aber geht das Schlachten los. Schon am Folgetag beginnen die Hinrichtungen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt Kriegsverbrechen und Gräueltaten im Kontext des **Ukraine-Kriegs**, die von russischen Akteuren begangen werden, und stellt die Gruppe **[Gruppe 1]** (Russland) als **Opfer oder Täter in einem internationalen Konflikt** dar – ohne Bezug zur **inneren Sicherheit Deutschlands** oder explizite Verknüpfung mit Kriminalität, Terrorismus oder Sicherheitsbedrohungen *innerhalb Deutschlands*.","Label: **NO_CRIME_FRAME**
Explanation: Der Text beschreibt Kriegsverbrechen und Gräueltaten im Kontext des **Ukraine-Kriegs**, die von russischen Akteuren begangen werden, und stellt die Gruppe **[Gruppe 1]** (Russland) als **Opfer oder Täter in einem internationalen Konflikt** dar – ohne Bezug zur **inneren Sicherheit Deutschlands** oder explizite Verknüpfung mit Kriminalität, Terrorismus oder Sicherheitsbedrohungen *innerhalb Deutschlands*."
27,RUS,"Die Firma soll demnach schon 2019 versucht haben, die Panzer an die Ukraine zu verkaufen. Damals hatte das Ministerium allerdings den Verkauf nicht erlaubt. Für Rüstungsgüter, die ursprünglich für die Bundeswehr hergestellt wurden, muss auch bei einem Weiterverkauf immer eine Genehmigung durch die Bundesregierung erteilt werden. Auch nach Ausbruch des Krieges hatte die Bundesregierung bisher keine Panzer oder Artillerie an die Ukraine geliefert. Die Panzer können allerdings nicht sofort verschickt werden, da sie zuvor noch instandgesetzt werden müssen. Dies wird laut dem Bericht einige Wochen dauern.

""Uns gehen die Worte aus"": [Gruppe 1] sollen Hilfskonvoi geplündert habenRobert Habeck: Ohne MistLambrechts Salamitaktik: Das Rätsel um deutsche Waffenlieferungen

Zuletzt hieß es in mehreren Medienberichten, dass die Bundesregierung eine weitere Waffenlieferung an die Ukraine vorbereite. Demnach wurde eine Liste zusammengestellt, die Rüstungsgüter im Wert von 300 Millionen Euro enthielten. Laut ""Welt"" war die Ukraine allerdings nicht über die Planungen der Bundesregierung informiert. ""Es ist zu befürchten, dass Waffen, die in dieser Phase des Krieges besonders gebraucht werden, nicht auf der Liste stehen"", hieß es aus Kiewer Regierungskreisen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Absatz verknüpft die Gruppe **[Gruppe 1]** explizit mit einer mutmaßlichen Straftat („[Gruppe 1] sollen Hilfskonvoi geplündert haben“), was zunächst auf **CRIME_FRAME_NEG** hindeuten könnte. Allerdings wird der Kontext nicht weiter konkretisiert (keine Ermittlungen, Verdächtigungen, polizeiliche Maßnahmen oder Bezug zur deutschen Sicherheit genannt), und der Rest des Absatzes behandelt ausschließlich **Waffenlieferungen an die Ukraine** und **geopolitische Konflikte** – also Themen, die nach den Annotationsregeln **NO_CRIME_FRAME** erfordern. Da der Plünderungsvorwurf isoliert steht und kein klarer Bezug zu innerdeutscher Sicherheit oder Ermittlungen hergestellt wird, fällt die Annotation unter **NO_CRIME_FRAME**.","Label: **NO_CRIME_FRAME**

Explanation: Der Absatz verknüpft die Gruppe **[Gruppe 1]** explizit mit einer mutmaßlichen Straftat („[Gruppe 1] sollen Hilfskonvoi geplündert haben“), was zunächst auf **CRIME_FRAME_NEG** hindeuten könnte. Allerdings wird der Kontext nicht weiter konkretisiert (keine Ermittlungen, Verdächtigungen, polizeiliche Maßnahmen oder Bezug zur deutschen Sicherheit genannt), und der Rest des Absatzes behandelt ausschließlich **Waffenlieferungen an die Ukraine** und **geopolitische Konflikte** – also Themen, die nach den Annotationsregeln **NO_CRIME_FRAME** erfordern. Da der Plünderungsvorwurf isoliert steht und kein klarer Bezug zu innerdeutscher Sicherheit oder Ermittlungen hergestellt wird, fällt die Annotation unter **NO_CRIME_FRAME**."
