testset_id,group,text_block_en,final_human_label,cot_label,cot_reasoning,cot_explanation
11,REFUG,"Ehrenamtliche Helfer:innen kritisieren, dass keine Vermittlung stattfindet und deren Expertise nicht berücksichtigt werde. Die Sozialverwaltung weist dies zurück und sagt, Repräsentanten der Ehrenamtlichen seien in regelmäßige, wöchentliche Gespräche einbezogen.

Karuna-Vorstand Jörg Richert erklärte dem Tagesspiegel, man habe am Hauptbahnhof wegen des großen Ansturms keine Vermittlung zwischen Privatleuten und [Gruppe 1] mehr durchführen können. Künftig werde es ein nachprüfbares Verfahren geben. Karuna werde die Vermittlung von Plätzen in Tegel wieder aufnehmen. Zunächst sollen vulnerable Gruppen wie behinderte oder pflegebedürftige Menschen sowie Personen, deren Weiterreise erst Tage später stattfinden kann und Familienmitglieder, die auf der Flucht getrennt wurden, vermittelt werden.

Um [Gruppe 1] vor Missbrauch bei privaten Unterbringungsangeboten zu schützen, setzt die Polizei am Hauptbahnhof, dem Zentralen Omnibusbahnhof und im Ankunftszentrum auch verdeckte Ermittler ein. Eine für Kinderschutz zuständige Ermittlungsgruppe des Landeskriminalamtes ist dort ebenfalls im Einsatz.",CRIME_FRAME_POS,CRIME_FRAME_POS,,"**Reasoning:**
1. **Taeter oder Opfer?** – Die Gruppe wird als **Opfer** von Missbrauch bei privaten Unterbringungsangeboten dargestellt, nicht als Täter.
2. **Bezug zu Deutschland?** – Ja, die Ereignisse finden explizit in Deutschland statt (Hauptbahnhof, Ankunftszentrum, Landeskriminalamt).
3. **Sicherheitsmassnahme als Erfolg?** – Die Polizei setzt **verdeckte Ermittler** und eine **Kinderschutz-Ermittlungsgruppe** ein, um die Gruppe vor Missbrauch zu schützen. Dies ist eine präventive Sicherheitsmaßnahme.
4. **Gruppe als Quelle von Bedrohung?** – Nein, die Gruppe wird **nicht als Bedrohung** dargestellt, sondern als **Schutzobjekt** gegen Missbrauch.

**Label:** **CRIME_FRAME_POS**
**Explanation:** Die Gruppe wird im Kontext präventiver Sicherheitsmaßnahmen (verdeckte Ermittlungen, Kinderschutz) als Schutzbedürftige dargestellt, nicht als Kriminelle oder Bedrohung."
12,REFUG,"Kein Gedanke an Aufnahmestopp

Zumindest vorübergehend soll außerdem der Familiennachzug ausgesetzt werden. Für [Gruppe 1] mit Aufenthaltsstatus sollen von den Kommunen im Herbst 20.000 Wohnungen bereitgestellt werden. Das alles ist nur ein Tropfen auf den heißen Stein; früher oder später werden – will man Zeltstädte wie in der dritten Welt noch etwas aufschieben – Zwangseinquartierungen in privaten Wohnraum erfolgen. In Deutschland rollt diese Entwicklung mancherorts schon ganz langsam an (siehe hier und hier).

Die EU-Kommission bekundete ihre Bereitschaft, die Niederlande zu unterstützen, da man sich der „herausfordernden Situation im Aufnahmezentrum der Niederlande“ bewusst sei. Zugleich – um die Prioritätensetzung zu unterstreichen – forderte sie jedoch sofortige Aufklärung über die Todesumstände eines drei Monate alten Babys, das in einer zur Notunterkunft umfunktionierten Sporthalle in Ter Apel gestorben war. Die Todesursache ist derzeit noch unklar. Während nun auch die Niederlande die Erfahrung machen zu müssen, dass eine kulturfremde Massenzuwanderung nichts als Gewalt, Chaos, monströse Kosten und die Spaltung der Bevölkerung mit sich bringt, wird an der Gutmenschendoktrin in Brüssel also nichts geändert.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,"**Reasoning:**
1. **Taeter oder Opfer?** – Die Gruppe wird nicht als Täter dargestellt, sondern als Teil einer „kulturfremden Massenzuwanderung“, die mit **allgemeinen negativen Folgen** (Gewalt, Chaos, Kosten, Spaltung) assoziiert wird. Es gibt keine konkrete Täterschaft oder Verdachtsmomente.
2. **Bezug zu Deutschland?** – Ja, explizit: Die Entwicklung (Zeltstädte, Zwangseinquartierungen) wird als **in Deutschland stattfindend** beschrieben. Auch die Kritik an der „Gutmenschendoktrin“ bezieht sich auf deutsche Politik.
3. **Erfolgreiche Sicherheitsmaßnahme?** – Nein, es geht um **Versagen** (keine Aufklärung des Todesfalls, keine Änderung der Politik) und **Bedrohungsszenarien** (Gewalt, Chaos).
4. **Explizite Darstellung als Bedrohung?** – **Ja**, durch generalisierte Zuschreibungen wie *„kulturfremde Massenzuwanderung bringt Gewalt, Chaos, Spaltung“* – eine **gesellschaftliche Bedrohungsrahmung** ohne konkrete Straftaten, aber mit klarer Verknüpfung von Migration und negativen Sicherheitsfolgen.

---
**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird als **Quelle generalisierter Bedrohung** für die deutsche Sicherheit dargestellt (Gewalt, Chaos, Spaltung), ohne dass konkrete Straftaten genannt werden – dies zählt als *CRIME_FRAME_NEG* nach der Regel zu „gesellschaftlicher Bedrohungsrahmung“."
13,RUS,"[[Berlin/ Frankfurt – ][Prinz Heinrich XIII. Reuß (71) gilt bei den Ermittlern als Kopf der „Reichsbürger“-Terrorzelle. Nach dem Putsch sollte er das neue Staatsoberhaupt Deutschlands werden, offenbar auch mit besten Verbindungen nach Russland.]]

[[Laut Generalbundesanwalt steht seine Lebensgefährtin, die [Gruppe 1] Vitalia B., unter Verdacht, dem Prinzen „bei der Kontaktaufnahme zu Vertretern der Russischen Föderation behilflich“ gewesen zu sein.]]

[[[[Geknickt, aber gut bewacht sitzt Prinz Heinrich XIII. Reuß (71) im Polizeiauto]]]]",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Die **[Gruppe 1] Vitalia B.** wird als Verdächtige dargestellt (Ermittlungen wegen mutmaßlicher Unterstützung einer terroristischen Verschwörung).

2. **Deutschland-Bezug?**
   Ja – der Putschversuch und die Ermittlungen finden in Deutschland statt (Berlin/Frankfurt), und die Gruppe ist explizit in die deutsche Sicherheitsbedrohung eingebunden (Verbindung zu Russland, Ziel: Machtübernahme in Deutschland).

3. **Erfolgreiche Sicherheitsmaßnahme?**
   Nein – es geht um Ermittlungen und Verdacht, nicht um Präventionserfolge.

4. **Gruppe als Quelle von Bedrohung/Kriminalität?**
   Ja – die **[Gruppe 1] Vitalia B.** wird als mutmaßliche Unterstützerin einer terroristischen Bedrohung für die deutsche Sicherheit dargestellt.

---
**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die **[Gruppe 1]** wird explizit als Verdächtige in einem terroristischen Ermittlungsverfahren mit Bezug zur deutschen Sicherheit verknüpft."
14,,"Die Einwohner des Stadtteils Chloraka monieren, dort habe sich eine Art Getto gebildet, in dem Hunderte [Gruppe 1] und [Gruppe 1] lebten und die Polizei die Kontrolle verloren habe, berichteten zyprische Medien übereinstimmend.

Die EU-Inselrepublik Zypern bittet immer wieder die anderen EU-Mitgliedstaaten darum, auf der Insel angekommene Schutzsuchende aufzunehmen. Allein im vergangenen Oktober und November sind auf Zypern nach Angaben des Innenministers Nikos Nouris 4000 [Gruppe 1] und [Gruppe 1] angekommen. Im gesamten Jahr 2021 seien 12.000 Menschen hauptsächlich aus dem von türkischen Truppen besetzten Norden der Mittelmeerinsel in den Süden gelangt.

Meiste Asylanträge der EU im Jahr 2020",CRIME_FRAME_NEG,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Die Gruppe wird nicht als Täter oder Opfer konkreter Straftaten dargestellt, sondern als Teil einer sozialen oder räumlichen Dynamik („Ghetto-Bildung“), die mit Kontrollverlust der Polizei assoziiert wird. Es gibt keine explizite Erwähnung von Kriminalität oder Gewalt durch die Gruppe selbst.

2. **Bezug zu Deutschland oder deutscher Sicherheit?**
   Das Ereignis spielt **nicht in Deutschland** statt (Zypern), und es wird **kein expliziter Bezug zur deutschen Sicherheit** hergestellt. Die Beschreibungen beziehen sich auf Zypern und EU-Asylpolitik, nicht auf Deutschland.

3. **Erfolgreiche Sicherheitsmaßnahme?**
   Nein, es wird keine Sicherheitsmaßnahme erwähnt, geschweige denn als Erfolg gerahmt.

4. **Gruppe als Quelle von Bedrohung/Kriminalität in Deutschland?**
   Nein, die Gruppe wird nicht als Quelle von Bedrohung oder Kriminalität in Deutschland dargestellt. Die Kritik an „Kontrollverlust“ bezieht sich auf Zypern und ist zudem eine **allgemeine Aussage ohne konkrete Straftaten** (vgl. Beispiel: *„Parallelgesellschaften“ ohne explizite Kriminalitätsverknüpfung → NO_CRIME_FRAME*).

---
**Label:** **NO_CRIME_FRAME**
**Explanation:**
Der Text beschreibt zwar soziale Spannungen und Kontrollverlust in einem zyprischen Stadtteil, aber **ohne expliziten Bezug zu Deutschland oder konkreten Straftaten durch die Gruppe**. Zudem fehlt eine Verknüpfung mit Kriminalität, Sicherheit oder Prävention im deutschen Kontext."
15,REFUG,"„Hart aber fair“: Journalistin attackiert CDU wegen lascher Haltung

Susanne Gaschke, Autorin der „Neuen Zürcher Zeitung“, beklagte vor allem, dass ein starkes Land wie Deutschland „nicht mehr rund läuft“. Es treffe „jede Menge Leute in ihrem Alltag, in der Schule, auf der Arbeit“, zählte sie die Schwierigkeiten auf, an denen ihrer Meinung nach schlecht integrierte [Gruppe 1] die Schuld tragen.

Lesen Sie auch: „Hart aber fair“: Plasberg hört auf – Wer auf ihn folgt",NO_CRIME_FRAME,CRIME_FRAME_NEG,,"**Reasoning:**
1. **Taeter oder Opfer?** – Die Gruppe wird als **„schlecht integriert“** dargestellt und als **indirekte Ursache für gesellschaftliche Probleme** (z. B. „Schwierigkeiten im Alltag, in der Schule, auf der Arbeit“) benannt, aber **keine konkrete Täterschaft oder Straftat** wird genannt.
2. **Bezug zu Deutschland?** – Ja, der Text bezieht sich explizit auf **Deutschland** („ein starkes Land wie Deutschland“, „in der Schule, auf der Arbeit“).
3. **Erfolgreiche Sicherheitsmaßnahme?** – Nein, es geht nicht um Prävention oder Sicherheitserfolge, sondern um **Kritik an „schlechter Integration“**.
4. **Explizite Bedrohungsdarstellung?** – **Ja, aber generalisiert**: Die Gruppe wird als **Quelle gesellschaftlicher Probleme** dargestellt, ohne konkrete Straftaten zu nennen. Dies entspricht einer **„gesellschaftlichen Bedrohungsrahmung“** (vgl. Beispiel: *„Parallelgesellschaften, in denen staatliche Kontrolle kaum noch greift“*).

---
**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird als **indirekte Ursache für gesellschaftliche Instabilität und Sicherheitsprobleme in Deutschland** dargestellt, ohne dass konkrete Straftaten genannt werden – dies zählt als **generalisierte Bedrohungsrahmung** (vgl. Definition: *„die Gruppe oder Migration verursacht oder mitbringt: Gewalt, Chaos, Instabilität oder gesellschaftlichen Zerfall“*)."
16,RUS,"Mir ging es am ersten Tag des Krieges schon so. Für mich ging es in diesem Winter darum, mir zu erlauben, etwas zu fühlen. Als ich im Januar an einem Projekt mit Freunden in Odessa teilnahm und mich für kurze Zeit nicht nervös fühlte, war das ein kleiner Sieg. Aber der Krieg hat meinen Genesungsprozess unterbrochen. Es fällt mir leichter, mich von den Nachrichten abzukoppeln, als sie wahrzunehmen. Ich will mich nicht als schwach bezeichnen, aber immer wieder die Bilder aus Butscha zu sehen, wo meine Familie und ich am Wochenende oft spazieren gingen, und die Emotionen dabei nicht abzuschalten – das klingt für mich unrealistisch.

Aber es gibt auch solche Tage, an denen ich unter Tränen oder in Angst aufwache. Und dann erlaube ich mir, so viel zu weinen, wie ich kann. Ich fühle mich hier jetzt sicher, zusammen mit meinen Freunden und dem Klang der Sirenen in Lwiw. Ich habe keine Angst, über all die Nachrichten aus meiner Heimatstadt zu weinen. Und ich fühle immer noch keine Wut. Nur tiefe Trauer und Unverständnis. Wie können die [Gruppe 1] nur so wenig Achtung vor Menschen­leben haben? „Believe me when I said to you. I hope the Russians love their children, too“ (Anm. d. Red.: Zitat aus Liedtext des Songs „Russians“ von Sting). It doesn’t seem so.

Tod",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?** – Die Gruppe ([Gruppe 1]) wird als **Täter** dargestellt, da ihr eine mangelnde Achtung vor Menschenleben und indirekt eine Verantwortung für Kriegsverbrechen (Butscha) unterstellt wird.
2. **Bezug zu Deutschland?** – **Nein**, der Text handelt von einem Krieg in der Ukraine (Odessa, Butscha, Lwiw) ohne expliziten Bezug zur deutschen Sicherheit oder deutschen Behörden.
3. **Erfolgreiche Sicherheitsmaßnahme?** – **Nein**, es geht um persönliche Emotionen und Kriegsberichterstattung, nicht um Prävention oder Sicherheitserfolge.
4. **Explizite Bedrohungsdarstellung?** – **Ja**, aber nur im Kontext des Krieges in der Ukraine, nicht in Deutschland.

**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text thematisiert einen **Kriegskontext außerhalb Deutschlands** (Ukraine) und verbindet die Gruppe zwar mit Gewalt, aber ohne Bezug zur deutschen inneren Sicherheit oder konkreten Kriminalitätszuschreibungen im Inland."
17,JUDE,"Das jetzt: Die Kritik wurde lauter, der Zentralrat der [Gruppe 1] forderte von Adidas Konsequenzen. Als sich dann noch der Aktienkurs des Textilherstellers nicht mehr zu erholen schien, stellte Adidas die Kooperation mit West „mit sofortiger Wirkung“ ein – nicht aber ohne darauf hinzuweisen, dass dem Unternehmen dadurch „bis zu 250 Millionen Euro“ Gewinn entgingen.

Während Adidas um seine Profite trauert, müssen [Gruppe 1] und [Gruppe 1] in den USA um ihr Leben fürchten: Am Wochenende nach Wests Äußerungen ließen Rechtsextreme auf einer Autobahn in Los Angeles „Kanye is right about the Jews“ (frei etwa: „Kanye hat recht mit den [Gruppe 1]“) herab und zeigten den Hitlergruß.

In Beverly Hills tauchten in derselben Woche Flyer auf, die unter anderem darstellen sollten, dass die Coronapandemie ein von [Gruppe 1] gesteuertes Projekt sei. Antisemitismus hat immer reale Konsequenzen, egal wie er „gemeint“ ist. Ohnehin wird es für [Gruppe 1] und [Gruppe 1] in den USA immer gefährlicher. Erst vergangenen Sonntag meinte Donald Trump, „amerikanische [Gruppe 1]“ sollten „sich zusammennehmen“ und seine Leistungen für Israel honorieren, „bevor es zu spät ist“.",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Die Gruppe wird **ausschließlich als Opfer** dargestellt (z. B. Bedrohung durch Rechtsextreme, antisemitische Hetze, Flyer mit Verschwörungserzählungen, Trumps Äußerungen). Es gibt keine Darstellung als Täter oder Sicherheitsrisiko.

2. **Bezug zu Deutschland oder deutscher Sicherheit?**
   **Nein.** Die Ereignisse spielen in den USA statt (Autobahn in Los Angeles, Beverly Hills, Trumps Aussagen). Es wird kein Bezug zu Deutschland oder der deutschen inneren Sicherheit hergestellt.

3. **Erfolgreiche Sicherheitsmaßnahme?**
   **Nein.** Es geht nicht um Prävention oder Sicherheitserfolge, sondern um Diskriminierung und Gewalt gegen die Gruppe.

4. **Explizite Darstellung als Quelle von Bedrohung/Kriminalität?**
   **Nein.** Die Gruppe wird als **Opfer von Gewalt und Hetze** dargestellt, nicht als Täter oder Sicherheitsrisiko.

---
**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text beschreibt die Gruppe **ausschließlich als Opfer von Antisemitismus und Gewalt** in den USA, ohne Bezug zu Deutschland oder Kriminalität/Sicherheit."
18,,"Auf der anderen Seite wird nirgendwo deutlich gesagt, was es bedeutet, daß ein islamistischer Terrorstaat sich in Europa an einem Krieg gegen ein christliches Land beteiligen kann. Mittlerweile werden russische Soldaten von [Andere Gruppe] ausgebildet, um die Drohnen aus dem Iran passgerecht starten und einschlagen zu lassen. Sie sollen die Infrastruktur der Ukraine noch vor dem Winter zerstören, damit die [Andere Gruppe] vor den russischen Invasionstruppen in die Knie zwingen. Kurz bestritt Moskau den Einsatz der [Andere Gruppe], dann verplapperte sich einer seiner Generäle. Tatsächlich sind die [Andere Gruppe] auf der Krim stationiert.

Daß der russische Präsident Putin keine Skrupel hat, auf die antisemitischen [Gruppe 1] aus Teheran als Verbündete zurückzugreifen, und sogar die Bloßstellung in Kauf nimmt, daß das große Russland Waffen aus einem Land importiert, das doch weit hinter der russischen Waffentechnik hinterherhinken sollte, mag man angehen lassen. Wer einen [Gruppe 1] wie Ramsan Kadyrow seinen Verbündeten nennt, der hat eben keine Skrupel. Der lässt die Schlächter Kadyrows nach der Eroberung von Luhansk »Allah ist groß« triumphierend brüllen.

Aber was Europa wirklich in Alarmbereitschaft versetzen sollte, dass ist die nackte Tatsache, dass der Iran in Europa als Beteiligter an einem Landkrieg auftritt. Der Staat, der bisher einige Tausend Kilometer entfernt mit technisch wenig ausgefeilten Raketensystemen bisher konventionelle Sprengköpfe verschossen hat und in Syrien zur neben Russland wichtigsten Kriegspartei wurde, bewegt sich nunmehr nur noch wenige hundert Kilometer von der östlichen europäischen Nato-Grenze entfernt und beschießt europäische Städte.",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Täter oder Opfer?**
   Die **[Gruppe 1]** (hier: antisemitische Kräfte aus Teheran) wird als **Verbündete Russlands** und als **ideologische Unterstützer** (z. B. durch Legitimation von Gewalt wie Kadyrows „Schlächter“-Rhetorik) dargestellt, aber nicht als direkte Täter der aktuellen Kriegshandlungen in Europa. Allerdings wird ihre **ideologische Nähe zu Terrorismus und Gewalt** (z. B. „islamistischer Terrorstaat“, „Schlächter Kadyrows“) explizit thematisiert – allerdings **nicht im Kontext Deutschlands oder innerer Sicherheit**.

2. **Bezug zu Deutschland?**
   Der Text beschreibt **ausschließlich den Krieg in der Ukraine und die Rolle des Iran als externer Akteur** (Drohnenangriffe auf ukrainische Infrastruktur, Stationierung auf der Krim). Es gibt **keinen expliziten Bezug zu Deutschland oder der deutschen inneren Sicherheit** (z. B. keine Erwähnung von Tätern mit Wohnsitz in Deutschland, deutschen Ermittlungen oder Bedrohungen für deutsche Städte).

3. **Erfolgreiche Sicherheitsmaßnahme?**
   Nein. Der Text thematisiert **keine Prävention, Deradikalisierung oder Sicherheitsgewinne**, sondern **Kriegsbeteiligung und Eskalation**.

4. **Gruppe als Quelle von Bedrohung/Kriminalität in Deutschland?**
   **Nein.** Die **[Gruppe 1]** wird zwar als **gewaltlegitimierend und terrorismusaffin** dargestellt, aber **nicht als direkte Bedrohung für Deutschland**. Der Fokus liegt auf **geopolitischen Konflikten außerhalb Deutschlands** (Ukraine, Krim, Iran-Russland-Kooperation).

---
**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text verknüpft die **[Gruppe 1]** zwar mit **Terrorismus und Gewaltlegitimation**, aber **ohne Bezug zur deutschen inneren Sicherheit** – es handelt sich um eine **Kriegsberichterstattung mit externen Akteuren**, die nach den Regeln **nicht als CRIME_FRAME** gilt."
19,ISLMST,"In Ägypten sind drei Journalisten nach rund eineinhalb Jahren Haft freigelassen worden. Diaa Raschwan vom ägyptischen Journalistenverband veröffentlichte am Sonntag Fotos von Ammer Abdel-Moneim, Hani Greischa und Essam Abdin in weißer Häftlingskleidung. Sie umarmten ihre Familienangehörigen. Die drei Journalisten waren wegen separater Vorwürfe in Untersuchungshaft gewesen. Ihnen wurde missbräuchliche Verwendung sozialer Medien und Beitritt zu einer Terrorgruppe vorgeworfen. Damit war offenbar die Muslimbruderschaft gemeint, die von Ägypten seit 2013 als Terrororganisation eingestuft wird.

Die Regierung des ägyptischen Präsidenten Abdel Fattah al-Sisi hat Tausende Menschen verhaften lassen, vor allem [Gruppe 1]. Festgenommen wurden auch Aktivisten, die an dem Volksaufstand 2011 beteiligt waren, bei dem der langjährige autoritäre Präsident Husni Mubarak gestürzt wurde. Es wird vermutet, dass al-Sisi Gefangene freilässt, um auf Kritiker zuzugehen. Trotzdem befinden sich Schätzungen zufolge noch Tausende politische Gefangene in Haft. Auf der aktuellen Rangliste der Pressefreiheit der NGO Reporter ohne Grenzen befindet sich Ägypten auf Platz 166 von 180. (ap, taz)

CSU-Politiker will wegen Inflation Pause beim Rundfunkbeitrag",CRIME_FRAME_NEG,NO_CRIME_FRAME,,"**Reasoning:**
1. Die Gruppe ([Gruppe 1]) wird als **Opfer** dargestellt (politische Gefangene, Journalisten mit Terrorvorwürfen).
2. Das Ereignis findet **nicht in Deutschland** statt, und es gibt **keinen expliziten Bezug zur deutschen Sicherheit** (keine Erwähnung deutscher Behörden, Täter mit Wohnsitz in Deutschland oder Auswirkungen auf Deutschland).
3. Es wird **keine Sicherheitsmaßnahme als Erfolg gerahmt** (der Fokus liegt auf Repression, Haft und Pressefreiheit).
4. Die Gruppe wird **nicht als Quelle von Bedrohung oder Kriminalität in Deutschland** dargestellt (die Vorwürfe beziehen sich auf Ägypten und die Muslimbruderschaft als Terrororganisation, nicht auf Deutschland).

---
**Label:** NO_CRIME_FRAME
**Explanation:** Die Gruppe ist Opfer politischer Verfolgung in Ägypten, und es liegt kein Bezug zur deutschen inneren Sicherheit oder Kriminalität vor."
20,UKR,"Ukraine-Krieg: Tschetschenischer Machthaber führt Krieg über soziale Medien

Seit Beginn des Ukraine-Kriegs unterstützt Kadyorw die russische Armee und Wladimir Putin mit seinen Einheiten. Der Tschetschene und seine Soldaten gelten als besonders grausam. Kadyrow selber wird unter anderem der „Bluthund Putins“ genannt. Immer wieder kursieren Videos vom tschetschenischen Machthaber und seinen Soldaten auf Internetplattformen wie Twitter, Telegram oder TikTok. In den Videos werden vermeintliche Kampfeinsätze gezeigt oder Kadyrow spricht Drohungen gegen [Gruppe 1] oder Feinde Russlands aus.

Ukraine-Krieg: Experte ist skeptisch über Kadyrows Ankündigung",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?** – Die Gruppe wird nicht als Täter oder Opfer im Text genannt; die Drohungen richten sich gegen sie, aber sie selbst sind nicht als Akteure der Gewalt oder Kriminalität dargestellt.
2. **Bezug zu Deutschland oder deutscher Sicherheit?** – Nein, der Text handelt ausschließlich vom Ukraine-Krieg und tschetschenischen Einheiten in Russland. Es gibt **keinen expliziten Bezug zu Deutschland oder der deutschen inneren Sicherheit**.
3. **Erfolgreiche Sicherheitsmaßnahme?** – Nein, es geht um Kriegspropaganda und Drohungen, nicht um Prävention oder Sicherheitserfolge.
4. **Gruppe als Quelle von Bedrohung/Kriminalität in Deutschland?** – Nein, die Gruppe wird nicht mit Kriminalität, Sicherheit oder Gewalt in Deutschland verknüpft.

**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text beschreibt einen **Kriegskontext außerhalb Deutschlands** ohne Bezug zur deutschen Sicherheit oder Kriminalität, selbst wenn Drohungen gegen die Gruppe geäußert werden."
