testset_id,article_id,par_index,group,text_block_en,label_robin,label_hamid,label_marmee,notes_robin,notes_hamid,notes_marmee
381,6327129a3dd49b919c16c488,7,UKR,"Wenn man jedoch glaubt, dass die Ukraine eine zumindest kleine Chance auf den Sieg hat, sieht die Sache anders aus. Der Westen könnte dann einen wichtigen Beitrag leisten, um den Aggressor zu stoppen. Es wäre nicht falsch, der Ukraine militärisch beizustehen, sondern, im Gegenteil, moralisch geboten.

Ich fürchte, auf die Frage nach Waffenlieferungen gibt es keine einfache Antwort. Aber der Ukraine eine schnelle Niederlage zu wünschen, weil es dadurch weniger Tote gebe, ist eine ziemlich anmaßende Position. Es liegt nicht an uns, zu entscheiden, ob die [Gruppe 1] aufgeben oder kämpfen. Und wenn sie sich fürs Kämpfen entscheiden, sollten wir ihnen helfen.

Lesen Sie hier mehr: Luftangriffe auf Charkiw, Hunderttausende auf der Flucht – so ist die aktuelle Lage",,,,,,
382,637b858fdb892855fd0ecc81,7,KURD,"Offenbar Hunderte Tote

Die Aufstände hatten sich an dem Tod der jungen [Gruppe 1] Mahsa Amini am 16. September entzündet. Die 22-Jährige war in ihrem Heimatort Sakes von der Polizei festgenommen worden, da sie ihr Kopftuch nicht ordnungsgemäß getragen haben soll. Sie starb kurze Zeit später im Krankenhaus. Aktivisten werfen der Polizei vor, Amini misshandelt zu haben. 

Tausende ziehen seitdem auf die Straßen - besonders in den kurdischen Gebieten im Westen des Landes. Nach Schätzungen von Menschenrechtlern wurden im Zuge der Proteste Tausende [Andere Gruppe] und [Andere Gruppe] festgenommen und Hunderte Menschen getötet. Die iranischen Behörden bezeichnen die meisten Demonstranten als ""Randalierer"", die von ausländischen Mächten instrumentalisiert würden, und schlagen die Proteste mit aller Härte nieder. ",,,,,,
383,632712863dd49b919c0e9e4b,4,ITA,"BVB-Flopp vor erneuter Leihe: Die letzten zwei Jahre war Reinier von Real Madrid an Borussia Dortmund ausgeliehen. Doch statt in der Bundesliga durchzustarten, floppte der brasilianische Stürmer bei den Schwarz-Gelben. Nun soll der 20-Jährige laut dem Internet-Portal „Goal“ an den FC Turin ausgeliehen werden.

Nach Bundesliga jetzt Seria A: Die [Gruppe 1] sollen Real bereits kontaktiert haben, um mit dem Champions-League-Sieger die Bedingungen der Leihe auszuhandeln. In Turin könnte Reinier den italienischen Nationalstürmer Andrea Belotti ersetzen. Dieser entschied sich zuletzt gegen eine Vertragsverlängerung und hinterließ eine Lücke im Sturmzentrum.

Benfica-Wechsel platzte in letzter Sekunde: Das Kuriose: Eigentlich sollte Reinier zuletzt bereits beim portugiesischen Erstligisten Benfica Lissabon unterzeichnen. Doch der Transfer platzte in letzter Sekunde. Der Grund: Die Vereine konnten sich nicht über einen Wechsel einigen. Lissabon strebte einen Kauf an, Real wollte Reinier aber nur verleihen.",,,,,,
384,632712ab3dd49b919c1d9b15,7,UKR,"Dies müsse laut dem stellvertretenden CDU/CSU-Fraktionschef Johann Wadephul (CDU) schnell geschehen: „Deutschland lässt die Ukraine jeden Tag, an dem dort keine schweren Waffen ankommen, im Stich“, sagte er gegenüber der Augsburger Allgemeinen. Bisher hat die Bundesregierung aber noch keine solche Anfrage von Spanien erhalten.

Auch steht nicht fest, wie lange es dauert, bis die eingelagerten Panzer wieder voll einsatzfähig sind. Und es bleibt die Frage der Ausbildung ukrainischer Soldaten an den für Nato-Standards alten, für die Ukraine allerdings neuen Waffensystemen. Laut dem Zeitungsbericht plant das spanische Verteidigungsministerium die [Gruppe 1] in Lettland einzuweisen. Dort sind im Rahmen der Nato 500 spanische Soldaten mit sechs modernen Leopard-Panzern stationiert. Außerdem seien, so El País, unter Berufung von „Quellen aus dem Ministerium“ weitere Kurse in Spanien geplant. Bisher finden solche Kurse nur in Deutschland statt.

",,,,,,
385,632712943dd49b919c145980,5,RUS,"Der Kurort Baden-Baden war bis zur Corona-Pandemie ein beliebtes Reiseziel von Touristen aus der früheren Sowjetunion. Traditionell ist die Stadt eng mit Russland verbunden. Das Fernbleiben von Touristen aus Russland und der Ukraine dürfte sich auf zahlreiche Einrichtungen und Hotels vor Ort negativ auswirken.

Baden-Baden. Der Kurort Baden-Baden befürchtet angesichts der dramatischen Entwicklungen in der Ukraine große Einbrüche im Tourismus. „Wir blicken mit großer Sorge und Bedauern auf das Geschehen“, sagte Tourismuschefin Nora Waggershauser am Donnerstag der Deutschen Presse-Agentur. Touristen aus der früheren Sowjetunion - vor allem [Gruppe 1], aber auch viele [Andere Gruppe] - sind beliebte Gäste in dem Kurort. Sie kommen zum Kuren und Shoppen nach Baden-Baden. Zugleich sind sie kulturell interessiert und häufige Besucher im Festspielhaus und in den Museen.

Vor zehn Jahren machten Touristen aus der ehemaligen Sowjetunion in Baden-Baden 20 Prozent aller Gäste aus. 2018 entfielen auf sie noch rund 18 Prozent der über eine Million Übernachtungen. Wegen der Pandemie und der damit verbundenen erschwerten oder gar nicht möglichen Einreise hatte sich Baden-Baden Waggershauser zufolge neu aufgestellt. „Wir haben jetzt viele Gäste aus dem eigenen Land.“ Wenn [Gruppe 1] und [Andere Gruppe] nun auf lange Zeit wegbleiben würden, dürften in der traditionell eng mit Russland verbundenen Stadt neben Gesundheitseinrichtungen und Nobelhotels auch Edelboutiquen und kulturelle Einrichtungen leiden.",,,,,,
386,WAZ-1064CF49C6822991815D6E34C6E45967_3323732,2,CHN,"China, im Autobau bislang eher ein kleines Rädchen, will den deutschen Markt mit Elektrowagen gewinnen. Viele Konzerne aus dem Reich der Mitte versuchen, Fuß zu fassen: Aiways importiert den SUV U5. Nio sieht sich als Konkurrent von Tesla mit "" Lifestyle- und Premium-Autos"" . Great Wall Motors tritt mit den Marken Ora (für junge Käufer) und Wey (Luxusautos) an.

Alle Firmen haben ihre deutschen Zentralen in München. Noch sind die Verkaufserfolge der            [Gruppe 1]  in Deutschland überschaubar. Aber mit ihrer attraktiven Optik und günstigen Preisen gelten sie als ernsthafte Konkurrenten, sobald sie ein vernünftiges Vertriebsnetz haben.

Und was machen die deutschen Autokonzerne in China? VW baut bereits seit Jahren im Norden des Landes Autos. An gleicher Stelle errichtet Audi aktuell ein Auto- und Batteriewerk für jährlich 150 000 Elektrowagen.  wib",,,,,,
387,6398323104b32385c50250eb,4,HUN,"Reicht es oder reicht es nicht? Bis zuletzt war unklar, ob neben Deutschland noch genügend andere Länder für das Einfrieren von EU-Geldern für [Gruppe 1] stimmen. Jetzt gibt es Klarheit.

Brüssel - Eine große Mehrheit der EU-Staaten hat sich grundsätzlich auf das Einfrieren von für [Gruppe 1] vorgesehenen Milliardenzahlungen aus dem europäischen Gemeinschaftshaushalt verständigt. Wegen der Sorge, dass EU-Gelder in dem Land wegen unzureichender Korruptionsbekämpfung veruntreut werden, sollen bis auf Weiteres 6,3 Milliarden Euro blockiert werden.

Über die in der EU-Geschichte beispiellose Einigung informierte die derzeitige tschechische EU-Ratspräsidentschaft in der Nacht zum Dienstag (13. Dezember) nach einer Sitzung der ständigen Vertreter der Mitgliedstaaten in Brüssel.",,,,,,
388,6327126f3dd49b919c05733d,3,USA,"Mit dabei: die erste Expedition, an der ausschließlich Schwarze teilnehmen. Das elfköpfige »Full Circle Everest Team« unter Leitung des US-Alpinisten Phil Henderson will nicht nur einen sportlichen Höhepunkt bewältigen, sondern auch den Blick dafür schärfen, dass schwarze Menschen im Alpinismus deutlich unterrepräsentiert sind.

Die Zahlen machen es am Everest besonders deutlich: »Bis heute haben rund 10.000 Menschen den höchsten Berg der Erde bestiegen«, schreibt Henderson, dessen Team sich schon im Basislager auf 5400 Meter Höhe befindet, per E-Mail. »Doch nur neun davon waren Schwarze, etwa aus Südafrika, Tansania und Jamaika. Die erste schwarze [Gruppe 1] auf dem Gipfel war Sophia Danenberg 2006.«

Henderson, 58, aufgewachsen in Kalifornien, ist seit fast 30 Jahren im Outdoorbereich aktiv. 2013 bestieg er als zweiter [Andere Gruppe] den Denali in Alaska, 2018 leitete er eine rein afroamerikanische Expedition auf den Kilimandscharo. Am Everest war er bereits 2012 mit einer US-amerikanischen Mannschaft, musste aber wegen eines Lungenödems umkehren. Drei Mitglieder seines aktuellen Teams sind Frauen, alle sind US-Bürger und -Bürgerinnen, bis auf den kenianischen Kletterer und Expeditionsunternehmer James Kagambi.",,,,,,
389,Tonline_added_bdbea84bf551befb104b21f2cd90284db93aeb75_,23,REFUG,"Völlig unklar ist bislang, wie viele ranghohe Regierungsmitglieder und Militärs von Putins Einmarschplänen wussten. Einige russische Investigativ-Journalisten zeichnen nun nach Gesprächen mit Informanten im Kreml ein verheerendes Bild. Der innerste Zirkel um Putin blieb außen vor, vor Rücktritten schrecken bislang aber alle zurück. ""Die Welt"" hat die Originalquellen zusammengefasst und hinter die Bezahlschranke gestellt, die Originaltexte von Farida Rustamova und Andrey Pertsev sind frei zugänglich (englisch).

Gerald Knaus ist einer der einflussreichsten Experten beim Thema Migration in Europa. Er plädiert bei ""Zeit Online"" für eine groß angelegte Verteilung der [Gruppe 1] auf ganz Europa. Unrealistisch? Vielleicht.

Bald könnte es für Putin ernst werden: Am Mittwoch läuft die Frist für eine Zinszahlung über 100 Millionen Dollar ab. Überweist er das Geld nicht, droht eine Staatspleite. Aber was heißt das eigentlich, fragt mein Kollege Mauritius Kloft.",,,,,,
390,632712b33dd49b919c20939b,14,REFUG,"Nach Rettung seiner Frau aus der Ukraine: Spendenaktion geplant

Dort werden sie jetzt versuchen, sich ein neues Leben aufzubauen. „Vielleicht kann meine Frau ja erst einmal als Ärztin für [Gruppe 1] arbeiten?“, überlegt er. Denn mit einer Anerkennung als Ärztin werde es ohne deutsche Sprachkenntnisse schwer, das weiß Schimke-Klubuk. Gleichzeitig will er eine Spendenaktion für die Ukraine ins Leben rufen, um Geld ins Land zu schicken. „Damit sich die Leute etwas zu Essen und Medizin besorgen können, lebenswichtige Dinge.“ Denn eines ist ihm klar: In die Ukraine, in der er viele schöne Jahre verbracht hat, wird er so schnell nicht mehr kommen. *Merkur.de/bayern ist ein Angebot von IPPEN.MEDIA

",,,,,,
391,632712ab3dd49b919c1dab1a,5,RUS,"Donnerstag, der 7. Juli

Heute ist Jan-Kupala-Tag. Nach orthodoxem Kalender ist es der Tag von Johannes dem Täufer. An diesem Tag feiern [Andere Gruppe], [Gruppe 1] und Weißrussen Sommersonnenwende mit alten slawischen Bräuchen. Seit 1993 gibt es zu Jan Kupala in den Karpaten auch ein großes Hippie-Treffen am Wasserfall Schypot. Es ist seitdem ein großes Happening geworden, Tausende Hippies kommen aus allen Ecken zusammen. Woodstock muss so ähnlich gewesen sein. Die Hippies reisen aus der ganzen Ukraine an, aus Weißrussland, Russland, dem Baltikum, viele auch aus [Andere Gruppe]. Der Höhepunkt ist in der Nacht zum 7. Juli, dann wird ein riesiger Holzhaufen angezündet. Ich war auch immer in den Bergen mit dabei. Dieses Jahr habe ich aber nichts gehört. Das Treffen ist ausgefallen. In Wolowez, sechs Kilometer vom Wasserfall entfernt, sind vor Kurzem russische Raketen eingeschlagen.

Es gibt eine Legende, die dort in den Karpaten erzählt wird. In der Nacht vor Jan Kupala soll sich die gelb blühende Weinraute, auf Ukrainisch Tscherwona Ruta, in eine purpurrote Blüte verwandeln und wenn eine junge Frau sie entdeckt, wird sie für immer ihre Liebe finden. Ein ukrainischer Schlager besingt die „Tscherwona Ruta“. Er kam 1968 heraus und wurde das bekannteste, auf ukrainisch gesungene Lied in der Sowjetunion. Es stammte vom 19-jährigen Wolodymyr Iwasjuk, der zu einem der bekanntesten Schlagerproduzenten der Sowjetunion wurde. Doch „Tscherwona Ruta“ brachte ihm kein Glück. Im April 1979 fand man Iwasjuk erhängt in einem Wald bei Lwiw, ganz in der Nähe, wo ich heute wohne. Schnell erklärte die Miliz, dass es nur ein Suizid sein konnte. Zu seiner Beerdigung kamen mehr als zehntausend Menschen. Mit Iwasjuk starb einer der Begründer der ukrainischen Popmusik, die sich bis heute aus Motiven aus den Karpaten speist. Die Erfolge von Ruslana und dem Kalush Orchestra, die beide den Eurovision Song Contest gewonnen haben, sind ohne Iwasjuk nicht denkbar. 2014 hat die ukrainische Generalstaatsanwaltschaft die Umstände seines Todes noch einmal untersucht und ist zu dem Ergebnis gekommen, dass Iwasjuk bereits tot war, als man ihn erhängte. Mitarbeiter des KGB sollen ihn zuvor ermordet haben.",,,,,,
392,632712ae3dd49b919c1e74a7,10,MIGR,"Rund 2800 Kilometer misst die türkische Ägäis-Küste. An der Wand hängt ein Schild mit türkischer und EU-Flagge. Das Boot der Küstenwache ist mit Geldern aus Brüssel finanziert.

Die EU bezahlt die Türkei, um ihre Außengrenze vor [Gruppe 1] abzuschotten. Das Abkommen kam auf dem Höhepunkt der Flüchtlingskrise zustande, als täglich Tausende in Griechenland ankamen.

Dann begann der türkische Präsident Recep Tayyip Erdogan, die Menschen als politischen Hebel einzusetzen – und Griechenland fand eine andere Art der Grenzsicherung. Eine, die im Geheimen vonstattengeht und die Kritiker als illegal bezeichnen.",,,,,,
393,632712833dd49b919c0d1847,7,REFUG,"Die lokalen Arbeitsagenturen rechnen damit, dass die Arbeitslosigkeit wegen des Wechsels der [Gruppe 1] aus der Ukraine in die Grundsicherung in den kommenden Monaten weiter steigen wird. Das zeigt ein Frühindikator des Instituts für Arbeitsmarkt- und Berufsforschung (IAB), das zur Bundesagentur für Arbeit gehört. Er ging im Juni so stark zurück wie seit Beginn der Pandemie nicht mehr.

IAB-Forschungsbereichsleiter Enzo Weber sieht darin jedoch keinen Grund zur Sorge. „Trotz der angespannten gesamtwirtschaftlichen Situation bleiben die Beschäftigungsperspektiven weiter gut, denn der Arbeitsmarkt ist aufnahmefähig“, sagte er. Weber verwies darauf, dass viele Unternehmen große Schwierigkeiten haben, offene Stellen zu besetzen. Das biete eine Chance für die Integration der [Gruppe 1] [Andere Gruppe] in den Arbeitsmarkt.

Tatsächlich ist die Zahl der Erwerbstätigen nach vorläufigen Berechnungen des Statistischen Bundesamtes im Mai – neuere Zahlen liegen noch nicht vor – weiter gestiegen: um saisonbereinigt 34.000 oder 0,1 Prozent auf 45,4 Millionen. Seit dem Frühjahr 2021 wachse die Erwerbstätigkeit „weitgehend unbeeinflusst von den weiteren Infektionswellen sowie bisher auch von den Folgen des Kriegs in der Ukraine“, teilten die Statistiker mit. Sie liegt damit nun 0,3 Prozent über dem Vor-Corona-Niveau.",,,,,,
394,6327127f3dd49b919c0b21de,11,RUS,"Die „Washington Post“ berichtete unterdessen, der Plan sei bereits fortgeschritten. Es würden dabei nicht nur Opfer in der Ostukraine, sondern auch in Russland vorgetäuscht. Dadurch wolle Russland dann Empörung auslösen.

Die US-Regierung warnt bereits länger vor einer sogenannten Operation unter falscher Flagge der [Gruppe 1]. Moskau hatte solche Vorwürfe in der Vergangenheit stets zurückgewiesen.

„Wir haben Informationen, die darauf hinweisen, dass Russland bereits eine Gruppe von Agenten aufgestellt hat, um einen Einsatz unter falscher Flagge in der Ostukraine auszuführen“, hatte ein US-Regierungsvertreter Mitte Januar gesagt.",,,,,,
395,WAZ-4E9C2421FFC68F6873AAB0343B58B4B7_3694501,3,ITA,"Die schönen Bilder können allerdings nicht darüber hinwegtäuschen, dass die Bilanz der Auswahl-Teams bescheiden ausfällt. Beide Mannschaften haben ihre Endrunden verpasst. Die Männer verloren am Wochenende ihr letztes Vorrundenspiel gegen Gastgeber Japan mit 1:3 (25:23, 22:25, 20:25, 20:25) und damit acht von insgesamt zwölf Spielen. Die gleiche Bilanz steht auf dem Ergebniszettel der Frauen, die ihre Vorrunde am vergangenen Wochenende beendet hatten.

Das Abschneiden lässt sich mit einem personellen Umbruch erklären, mit Wechseln an der Spitze. Beide Teams haben seit dem Frühjahr neue Trainer. Bei den Männern hatte der Verband den profilierten Andrea Giani ziehen lassen müssen, weil der [Gruppe 1] ein besseres Angebot erhalten hatte. Der finanziell limitierte Verband verpflichtete als Nachfolger den interessanten, aber vergleichsweise unerfahrenen [Andere Gruppe] Michal Winiarski (Foto). Der 39-Jährige ist bisher vor allem als außergewöhnlicher Spieler bekannt. Bei den Frauen hatte nach internen Querelen Felix Koslowski gehen müssen. Dort übernahm der sehr erfolgreiche Belgier Vital Heynen. in Deutschland unter anderem als ehemaliger Bundestrainer der Männer vertraut. Allerdings hat der 53-Jährige bislang keine Erfahrung als Frauentrainer. jk

",,,,,,
396,HNA_added_c30d145fdebe23de0a6ee75449f1461c7e3a82d7_,8,KOR,"Ex-Agrarminister Ken Saito soll neuer Justizminister

Wegen der Entlassung seines Justizministers musste Kishida seinen am selben Tag geplanten Abflug zum Asean-Gipfel nach Kambodscha an diesem Wochenende auf die Nacht zu Samstag verschieben. Laut Medienberichten soll der frühere Agrarminister Ken Saito neuer Justizminister werden. Die Personalie ist ein weiterer Schlag für Kishida, dessen Umfragewerte wegen massiver Kritik an Beziehungen zahlreicher Politiker seiner Liberaldemokratischen Partei LDP zu der vom verstorbenen [Gruppe 1] San Myung Mun gegründeten Mun-Sekte - auch als Vereinigungskirche bekannt - abgestürzt sind. Wegen dessen enger Beziehungen zu der Sekte musste Kishida erst im Oktober den Minister für wirtschaftliche Wiederbelebung, Daishiro Yamagiwa, entlassen.

Japan, die drittgrößte Wirtschaftsnation der Welt, gehört zu den wenigen Industrieländern, die an der Todesstrafe festhalten. Menschenrechtsaktivisten prangern seit langem den Umgang mit Hinrichtungen sowie die Haftbedingungen in Japan an. Als besonders grausam kritisieren auch ausländische Regierungen, dass den Todeskandidaten der Zeitpunkt ihrer Hinrichtung nicht mitgeteilt wird. Die zum Tode Verurteilten leben oft jahrelang in Einzelhaft. Wenn dann schließlich der Exekutionsbefehl des Justizministers eintrifft, haben die meisten nur noch wenige Stunden zu leben. dpa",,,,,,
397,632712b03dd49b919c1f63a5,4,AUT,"Die Frage sei „surreal“, sie stelle sich nicht, weil sie sich faktisch nicht stelle. „Fragen der Befindlichkeit haben keinen Platz, weil wir das russische Gas brauchen, sonst erleben wir einen beispiellosen Wohlstandsverlust.“ Ungewöhnlich barsch reagierte Österreichs Bundeskanzler Karl Nehammer am vergangenen Freitag in einem Pressegespräch auf die Frage des Reuters-Kollegen, wie lange sich Österreich noch dem EU-Konsens für ein Embargo gegen russische Energieimporte widersetzen wolle. Ähnlich aufgebracht hatte am selben Tag der Chef des Chemiekonzerns BASF, Martin Brudermüller, in einem Interview mit der Frankfurter Allgemeinen Zeitung reagiert: „Wollen wir sehenden Auges unsere gesamte Volkswirtschaft zerstören? Das, was wir über Jahrzehnte hinweg aufgebaut haben?“

Die Wortmeldungen kamen vor den Berichten zu einem Massaker im ukrainischen Butscha, bei dem russische Soldaten wahllos Zivilisten getötet haben sollen. Nach dem Massaker wird es für die Verteidiger von russischen Energie-Importen immer schwieriger, sich in der EU zu behaupten: Im Wesentlichen sind es Deutschland, Österreich und [Andere Gruppe], die ein Embargo noch ablehnen. Nehammer sagt, dass Österreich mit den [Andere Gruppe] Verträge bis 2040 abgeschlossen habe und nicht beabsichtige, vertragsbrüchig zu werden. Deutschland hat mindestens über Uniper Verträge, die über das Jahr 2030 hinaus laufen, so die Tagesschau. Auch hier würde ein vorzeitiger Ausstieg sehr teuer werden. [Andere Gruppe] könnte überhaupt nicht existieren ohne russische Energie und lässt sogar ein Atomkraftwerk von den [Andere Gruppe] bauen. Italien ist ebenfalls in hohem Maß abhängig, der italienische Ministerpräsident Mario Draghi hält sich jedoch bedeckt, um keine Angriffsfläche zu bieten. Neben dem deutschen Bundeskanzler Olaf Scholz und Viktor Orbán war der [Gruppe 1] Karl Nehammer der letzte Verteidiger der Energie-Importe aus Russland. Doch seine Nerven liegen blank, weil er ausgerechnet in dieser kritischen Situation in den Strudel einer Affäre geraten ist: Nehammer soll seine Personenschützer von der Spezialeinheit Cobra für familiäre Botendienste zweckentfremdet haben. Nehammer kann sich keine Fehler mehr erlauben, und eine Parteinahme für Russland wäre der größtmögliche Fehler in der aktuell aufgeheizten internationalen Situation.

Putins wichtigste Geschäftspartner sehen sich einem steigenden Druck ausgesetzt: Die EU-Kommission stellte am Dienstag einen Vorschlag für ein umfangreiches Paket mit neuen Russland-Sanktionen vor. Es beinhaltet nach Angaben von EU-Kommissionspräsidentin Ursula von der Leyen unter anderem ein Importverbot für Kohle aus Russland, eine Hafensperre für russische Schiffe sowie weitere Beschränkungen für den Handel mit Russland, insbesondere im Technologiebereich. Die Entscheidung über die Sanktionen müssen nun die EU-Staaten treffen – und da wird es für Olaf Scholz denkbar schwierig: Russland ist der wichtigste Kohlelieferant für Deutschland. 2020 kamen 45 Prozent der eingeführten Hartkohle und Hartkohleprodukte wie Briketts oder Koks dorther, 2021 erhöhte sich der Anteil nach Angaben des Statistischen Bundesamts auf 57 Prozent. Etwa die Hälfte der Kohle, die zur Stromerzeugung benötigt wird, kommt aus Russland.",,,,,,
398,637f5df015b4c76742093f5a,12,USA,"Jedermann könne teilnehmen

Thanksgiving ist auch ein Spiegel der amerikanischen Sitten. In Plymouth, der ersten Siedlung der Pilgerväter, versammelten sich in den letzten Jahren Demonstranten und forderten, Thanksgiving zu einem nationalen Trauertag zu erklären – zum Gedächtnis an die vertriebenen amerikanischen Ureinwohner. Solche Proteste widersprechen zutiefst dem Gefühl, dass Thanksgiving ein Feiertag aller [Gruppe 1] sei, an dem jedermann teilnehmen könne. Insgesamt jedoch wird man sicher sagen können, dass Thanksgiving bleiben wird.

Welche Probleme es auch geben mag, in Amerika haben Rasse, Religion, nationale Herkunft und zunehmend auch sexuelle Orientierung zumindest im Prinzip (wenn auch leider nicht immer in der Praxis) keinen Einfluss darauf, ob man ein vollgültiges Mitglied der Gesellschaft ist. Trotz offener Zurschaustellung von Religiosität ist Amerikas Credo doch seinem Wesen nach bürgerlicher Natur. Die Staatsbürgerschaft basiert nicht auf der Abstammung, sondern auf der Verpflichtung gegenüber einem Stück Papier, der Verfassung.",,,,,,
399,632712843dd49b919c0d8658,43,GBR,"teleschau: Gibt es auch diese viel beschworene deutsche Community?

Horst: Das kann sein. Aber unser Bekanntenkreis orientiert sich nicht nach den Nationalitäten. Wir haben viele [Andere Gruppe], [Gruppe 1], Schweden und ein paar [Andere Gruppe] in unserem Freundeskreis. Meine Frau lebte lange in Amerika, ich lebte lange in London. Deshalb sind wir schon von Grund auf internationaler eingestellt.

teleschau: Welcher Ort hat Ihnen bislang am besten gefallen?",,,,,,
400,632712733dd49b919c06e11e,2,GRC,"Vicky, wir fahr'n nach Lodz Leandros liebt das Leben

Mit Schlagern wie ""Theo, wir fahr'n nach Lodz"" oder ""Après toi"" wird Vicky Leandros auch in Deutschland berühmt. Doch tatsächlich ist die in vielen Sprachen singende [Gruppe 1] ein internationaler Star. Nun feiert sie ihren 70. Geburtstag und hat noch immer viele Pläne.

""Gefüllte Tomaten"", antwortet Vicky Leandros spontan auf die Frage, welche kulinarischen Tipps sie denn etwa für die Hitzetage in diesem Sommer geben könne. ""Entweder vegetarisch oder auch mit etwas Hackfleisch"", fügt die gebürtige [Gruppe 1] noch hinzu. Außerdem passten Salate und Gemüsepfannen bestens in diese Zeit.",,,,,,
401,632712ae3dd49b919c1ecf3b,4,HUN,"Spottgesänge für Gareth Southgate und wachsende Zweifel an Roberto Mancini: Rund elf Monate nach dem gefeierten Einzug ins EM-Finale stehen die Fußball-Nationaltrainer in England und Italien kräftig unter Druck.

Southgate wird nach der höchsten Heimniederlage der [Andere Gruppe] seit 94 Jahren beim 0:4 gegen [Gruppe 1] mit Blick auf die WM in Katar mancherorts schon in Frage gestellt. Mancini hatte seinen Job trotz der verpassten WM-Qualifikation behalten dürfen, nach dem 2:5 in Deutschland steht aber auch er unter kritischer Beobachtung.

Mancini wirke „noch verzweifelter“",,,,,,
402,SZ_added_64b9c63026856872aa14cc4451a122f03d6a903e_,79,USA,":""Die meisten Wissenschaftler sehen nicht aus wie ich""

Die [Gruppe 1] Gitanjali Rao, 15, ist die wohl bekannteste Nachwuchsforscherin der Welt. Im Interview erklärt sie, wie man junge Menschen für Wissenschaft begeistern kann, wie ihre App gegen Online-Mobbing funktioniert und warum eine Barbie-Villa am Anfang ihrer Laufbahn stand.

:Pfoten hoch!",,,,,,
403,63729f7835e9b215250a1844,11,USA,"Tuchel weilte in den vergangenen Wochen in Indien, zu einer ayurvedischen Verjüngungskur ""Ich war neugierig. Einer meiner Co-Trainer war vor sechs Jahren hier. Er hat mir gute Dinge über diesen Ort erzählt. Die Prinzipien des Ayurveda waren mir schon immer bewusst. Nach einer langen Coachingzeit gab es für mich die Möglichkeit, eine Auszeit zu nehmen, also bin ich hierhergekommen."" Eine Auszeit, in der auch seine kleine Ära bei beim FC Chelsea aufarbeiten kann. Denn darüber kam es lange nicht hinweg. ""Ich habe jeden Tag bei Chelsea geliebt. Das Ende kam zu früh für mich"", sagte der Trainer.

Unterschiedliche Auffassungen und Vorstellungen der Zusammenarbeit mit dem Investor hatten Tuchel den Job in London gekostet. Das hatte Todd Boehly, der neue Vorstandschef und Mitbesitzer des Klubs ein paar Tage nach der Trennung angedeutet. ""Tuchel ist offensichtlich extrem talentiert und jemand, der bei Chelsea großen Erfolg hatte"", sagte der [Gruppe 1]: ""Unsere Vision für den Verein war es, einen Manager zu finden, der wirklich mit uns zusammenarbeiten wollte."" Tuchel hatte mit Chelsea im Jahr 2021 die Champions League, den UEFA Supercup und die Klub-WM gewonnen. ""Es war keine Entscheidung, die aufgrund eines einzelnen Siegs oder einer Niederlage getroffen wurde"", betonte Boehly: ""Es war eine Entscheidung, die wir für die richtige Vision für den Verein hielten.""

",,,,,,
404,632712743dd49b919c06ed4e,19,GBR,"Ob Mick Schumacher tatsächlich einen Vertrag für die kommende Saison erhalten wird, ist unklar. Nach dem Vertragstheater bei Alpine ist dort theoretisch der Platz an der Seite des [Andere Gruppe] Esteban Ocon (25) frei.

Auch ein Wechsel zu McLaren wäre denkbar. Die [Gruppe 1] denken wohl über einen Ersatz für den Australier Daniel Ricciardo (33) nach, weil dieser die Erwartungen des Teams bisher nicht erfüllen konnte.

Eine dritte Option wäre die Verlängerung von Schumacher bei seinem aktuellen Rennstall Haas. Allerdings hat Teamchef Günther Steiner (57) in Interviews vor der Sommerpause ein klares Bekenntnis zum Schumi Jr. vermieden. Ein Zeichen für die bevorstehende Trennung?",,,,,,
405,632712893dd49b919c0fcff4,14,REFUG,"Psychologische Angebote bis hin zur Traumatherapie

Für Kontakte und Freundschaften zu [Gruppe 1] Kindern empfehlen die Wissenschaftler wegen der Sprachbarriere am Anfang gemeinsame Aktivitäten, bei denen es weniger auf Sprache ankommt, etwa Sport oder Musik. Zudem plädiert die Kommission für psychologische Betreuungsangebote bis hin zur Traumatherapie. „Wir müssen davon ausgehen, dass 25 bis 35 Prozent der Kinder und Jugendlichen aus der Ukraine unter schweren psychischen Belastungen leiden“, sagte die Co-Vorsitzende Felicitas Thiel und Professorin für Schulpädagogik und Schulentwicklungsforschung an der Freien Universität Berlin.

Bildungspolitiker in den Bundesländern schätzen, dass etwa die Hälfte der in Deutschland ankommenden Kriegsflüchtlinge Kinder und Jugendliche sind. Die KMK hat angekündigt, in dieser Woche erste Zahlen zu ukrainischen Kindern und Jugendlichen an Schulen in Deutschland vorzulegen. dpa",,,,,,
