testset_id,group,text_block_en,final_human_label,label_a,explanation_a,label_b,explanation_b,label_tiebreak,tiebreak_reasoning,final_label,decision_type
11,REFUG,"Ehrenamtliche Helfer:innen kritisieren, dass keine Vermittlung stattfindet und deren Expertise nicht berücksichtigt werde. Die Sozialverwaltung weist dies zurück und sagt, Repräsentanten der Ehrenamtlichen seien in regelmäßige, wöchentliche Gespräche einbezogen.

Karuna-Vorstand Jörg Richert erklärte dem Tagesspiegel, man habe am Hauptbahnhof wegen des großen Ansturms keine Vermittlung zwischen Privatleuten und [Gruppe 1] mehr durchführen können. Künftig werde es ein nachprüfbares Verfahren geben. Karuna werde die Vermittlung von Plätzen in Tegel wieder aufnehmen. Zunächst sollen vulnerable Gruppen wie behinderte oder pflegebedürftige Menschen sowie Personen, deren Weiterreise erst Tage später stattfinden kann und Familienmitglieder, die auf der Flucht getrennt wurden, vermittelt werden.

Um [Gruppe 1] vor Missbrauch bei privaten Unterbringungsangeboten zu schützen, setzt die Polizei am Hauptbahnhof, dem Zentralen Omnibusbahnhof und im Ankunftszentrum auch verdeckte Ermittler ein. Eine für Kinderschutz zuständige Ermittlungsgruppe des Landeskriminalamtes ist dort ebenfalls im Einsatz.",CRIME_FRAME_POS,CRIME_FRAME_POS,"**Label:** **CRIME_FRAME_POS**

**Explanation:** Der Absatz verknüpft die Gruppe explizit mit präventiven Sicherheitsmaßnahmen (verdeckte Ermittlungen der Polizei und Kinderschutz-Ermittlungen) sowie Schutz vor Missbrauch, was als Sicherheitsgewinn und Prävention im Rahmen der inneren Sicherheit Deutschlands gewertet wird.",CRIME_FRAME_POS,"Der Absatz beschreibt Maßnahmen zur Prävention von Missbrauch und zum Schutz von [Gruppe 1] durch die Polizei und andere Institutionen, wobei der Fokus auf Schutz und Sicherheitsgewinn liegt.",,,CRIME_FRAME_POS,agreement
12,REFUG,"Kein Gedanke an Aufnahmestopp

Zumindest vorübergehend soll außerdem der Familiennachzug ausgesetzt werden. Für [Gruppe 1] mit Aufenthaltsstatus sollen von den Kommunen im Herbst 20.000 Wohnungen bereitgestellt werden. Das alles ist nur ein Tropfen auf den heißen Stein; früher oder später werden – will man Zeltstädte wie in der dritten Welt noch etwas aufschieben – Zwangseinquartierungen in privaten Wohnraum erfolgen. In Deutschland rollt diese Entwicklung mancherorts schon ganz langsam an (siehe hier und hier).

Die EU-Kommission bekundete ihre Bereitschaft, die Niederlande zu unterstützen, da man sich der „herausfordernden Situation im Aufnahmezentrum der Niederlande“ bewusst sei. Zugleich – um die Prioritätensetzung zu unterstreichen – forderte sie jedoch sofortige Aufklärung über die Todesumstände eines drei Monate alten Babys, das in einer zur Notunterkunft umfunktionierten Sporthalle in Ter Apel gestorben war. Die Todesursache ist derzeit noch unklar. Während nun auch die Niederlande die Erfahrung machen zu müssen, dass eine kulturfremde Massenzuwanderung nichts als Gewalt, Chaos, monströse Kosten und die Spaltung der Bevölkerung mit sich bringt, wird an der Gutmenschendoktrin in Brüssel also nichts geändert.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Text verknüpft die Gruppe explizit mit generalisierter gesellschaftlicher Bedrohung („kulturfremde Massenzuwanderung“ als Ursache für „Gewalt, Chaos, monströse Kosten und Spaltung der Bevölkerung“), was als generalisierte Sicherheitsgefahr und Bedrohungsrahmung zählt.",CRIME_FRAME_NEG,"Die Gruppe wird implizit mit negativen Aspekten wie ""Gewalt, Chaos"" und ""Spaltung der Bevölkerung"" in Verbindung gebracht, was eine generalisierte gesellschaftliche Bedrohungsrahmung darstellt und somit als CRIME_FRAME_NEG eingestuft wird.",,,CRIME_FRAME_NEG,agreement
13,RUS,"[[Berlin/ Frankfurt – ][Prinz Heinrich XIII. Reuß (71) gilt bei den Ermittlern als Kopf der „Reichsbürger“-Terrorzelle. Nach dem Putsch sollte er das neue Staatsoberhaupt Deutschlands werden, offenbar auch mit besten Verbindungen nach Russland.]]

[[Laut Generalbundesanwalt steht seine Lebensgefährtin, die [Gruppe 1] Vitalia B., unter Verdacht, dem Prinzen „bei der Kontaktaufnahme zu Vertretern der Russischen Föderation behilflich“ gewesen zu sein.]]

[[[[Geknickt, aber gut bewacht sitzt Prinz Heinrich XIII. Reuß (71) im Polizeiauto]]]]",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die **[Gruppe 1]**-Mitglied **Vitalia B.** wird explizit als Verdächtige in Ermittlungen wegen mutmaßlicher Unterstützung eines Terroranschlags (Putschversuch) und Kontakten zu ausländischen Akteuren (Russland) genannt – dies zählt als direkte Verknüpfung mit Kriminalität, Ermittlungen und Sicherheitsbedrohung.",CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit dem Verdacht der Unterstützung eines Terroristen und der Kontaktaufnahme zu Vertretern der Russischen Föderation im Rahmen einer mutmaßlichen Terrorzelle verknüpft, was als CRIME_FRAME_NEG eingestuft wird.",,,CRIME_FRAME_NEG,agreement
14,,"Die Einwohner des Stadtteils Chloraka monieren, dort habe sich eine Art Getto gebildet, in dem Hunderte [Gruppe 1] und [Gruppe 1] lebten und die Polizei die Kontrolle verloren habe, berichteten zyprische Medien übereinstimmend.

Die EU-Inselrepublik Zypern bittet immer wieder die anderen EU-Mitgliedstaaten darum, auf der Insel angekommene Schutzsuchende aufzunehmen. Allein im vergangenen Oktober und November sind auf Zypern nach Angaben des Innenministers Nikos Nouris 4000 [Gruppe 1] und [Gruppe 1] angekommen. Im gesamten Jahr 2021 seien 12.000 Menschen hauptsächlich aus dem von türkischen Truppen besetzten Norden der Mittelmeerinsel in den Süden gelangt.

Meiste Asylanträge der EU im Jahr 2020",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Absatz beschreibt zwar eine **vermeintliche Kontrollverlust-Situation** im Stadtteil Chloraka, verknüpft dies jedoch nicht explizit mit Kriminalität, Straftaten, Sicherheitsbedrohungen oder konkreten Ermittlungen gegen die Gruppe – es handelt sich um eine **allgemeine, nicht belegbare Kritik an sozialer Segregation** ohne Bezug zu innerdeutscher Sicherheit oder Prävention. Zudem liegt der Fokus auf **Zypern als geopolitischem Konfliktgebiet** (türkische Truppen, Asylanträge), was nach den Regeln **NO_CRIME_FRAME** erfordert.",NO_CRIME_FRAME,"Der Absatz beschreibt die Situation von [Gruppe 1] auf Zypern und ihre Ankunft auf der Insel, ohne sie explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention zu verknüpfen.",,,NO_CRIME_FRAME,agreement
15,REFUG,"„Hart aber fair“: Journalistin attackiert CDU wegen lascher Haltung

Susanne Gaschke, Autorin der „Neuen Zürcher Zeitung“, beklagte vor allem, dass ein starkes Land wie Deutschland „nicht mehr rund läuft“. Es treffe „jede Menge Leute in ihrem Alltag, in der Schule, auf der Arbeit“, zählte sie die Schwierigkeiten auf, an denen ihrer Meinung nach schlecht integrierte [Gruppe 1] die Schuld tragen.

Lesen Sie auch: „Hart aber fair“: Plasberg hört auf – Wer auf ihn folgt",NO_CRIME_FRAME,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird explizit als Ursache für „schlecht integriert“ bezeichnete Probleme im Alltag, Schule und Arbeit dargestellt, ohne dass konkrete Straftaten genannt werden – dies zählt als **generalisierte gesellschaftliche Bedrohungsrahmung** (vgl. Definition).",CRIME_FRAME_NEG,"Die [Gruppe 1] wird implizit als Ursache für Schwierigkeiten und Probleme in Deutschland dargestellt, was als generalisierte gesellschaftliche Bedrohungsrahmung interpretiert werden kann, da die Gruppe mit negativen Auswirkungen auf die Gesellschaft verknüpft wird.",,,CRIME_FRAME_NEG,agreement
16,RUS,"Mir ging es am ersten Tag des Krieges schon so. Für mich ging es in diesem Winter darum, mir zu erlauben, etwas zu fühlen. Als ich im Januar an einem Projekt mit Freunden in Odessa teilnahm und mich für kurze Zeit nicht nervös fühlte, war das ein kleiner Sieg. Aber der Krieg hat meinen Genesungsprozess unterbrochen. Es fällt mir leichter, mich von den Nachrichten abzukoppeln, als sie wahrzunehmen. Ich will mich nicht als schwach bezeichnen, aber immer wieder die Bilder aus Butscha zu sehen, wo meine Familie und ich am Wochenende oft spazieren gingen, und die Emotionen dabei nicht abzuschalten – das klingt für mich unrealistisch.

Aber es gibt auch solche Tage, an denen ich unter Tränen oder in Angst aufwache. Und dann erlaube ich mir, so viel zu weinen, wie ich kann. Ich fühle mich hier jetzt sicher, zusammen mit meinen Freunden und dem Klang der Sirenen in Lwiw. Ich habe keine Angst, über all die Nachrichten aus meiner Heimatstadt zu weinen. Und ich fühle immer noch keine Wut. Nur tiefe Trauer und Unverständnis. Wie können die [Gruppe 1] nur so wenig Achtung vor Menschen­leben haben? „Believe me when I said to you. I hope the Russians love their children, too“ (Anm. d. Red.: Zitat aus Liedtext des Songs „Russians“ von Sting). It doesn’t seem so.

Tod",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt den Krieg in der Ukraine als humanitäre Krise und Traueräußerung einer Betroffenen, ohne die Gruppe explizit mit Kriminalität, Sicherheit oder Gewalt in Deutschland zu verknüpfen – selbst die Kritik an der Gruppe bezieht sich auf den Kriegskontext im Ausland.",CRIME_FRAME_NEG,"Die Gruppe wird implizit mit mangelnder Achtung vor Menschenleben und damit indirekt mit Gewalt oder Kriegsverbrechen in Verbindung gebracht, was als negativer Kriminalitäts- und Sicherheitsrahmen interpretiert werden kann.",NO_CRIME_FRAME,"Da die Gewalt und der Konflikt ausschließlich im Ausland (Ukraine) stattfinden und keine Sicherheitsbedrohung im deutschen Inland konstruiert wird, ist NO_CRIME_FRAME das korrekte Label.",NO_CRIME_FRAME,tiebreak
17,JUDE,"Das jetzt: Die Kritik wurde lauter, der Zentralrat der [Gruppe 1] forderte von Adidas Konsequenzen. Als sich dann noch der Aktienkurs des Textilherstellers nicht mehr zu erholen schien, stellte Adidas die Kooperation mit West „mit sofortiger Wirkung“ ein – nicht aber ohne darauf hinzuweisen, dass dem Unternehmen dadurch „bis zu 250 Millionen Euro“ Gewinn entgingen.

Während Adidas um seine Profite trauert, müssen [Gruppe 1] und [Gruppe 1] in den USA um ihr Leben fürchten: Am Wochenende nach Wests Äußerungen ließen Rechtsextreme auf einer Autobahn in Los Angeles „Kanye is right about the Jews“ (frei etwa: „Kanye hat recht mit den [Gruppe 1]“) herab und zeigten den Hitlergruß.

In Beverly Hills tauchten in derselben Woche Flyer auf, die unter anderem darstellen sollten, dass die Coronapandemie ein von [Gruppe 1] gesteuertes Projekt sei. Antisemitismus hat immer reale Konsequenzen, egal wie er „gemeint“ ist. Ohnehin wird es für [Gruppe 1] und [Gruppe 1] in den USA immer gefährlicher. Erst vergangenen Sonntag meinte Donald Trump, „amerikanische [Gruppe 1]“ sollten „sich zusammennehmen“ und seine Leistungen für Israel honorieren, „bevor es zu spät ist“.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Absatz beschreibt **antisemitische Gewalt und Hetze als Opfergruppe** ([Gruppe 1] als Ziel von Rechtsextremen, Verschwörungserzählungen und politischen Äußerungen), ohne die Gruppe selbst mit Kriminalität, Sicherheit oder Gewaltverantwortung zu verknüpfen.",NO_CRIME_FRAME,"Der Absatz beschreibt antisemitische Vorfälle und Bedrohungen gegen [Gruppe 1], bei denen die Gruppe als Opfer dargestellt wird, ohne dass sie selbst mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention verknüpft ist.",,,NO_CRIME_FRAME,agreement
18,,"Auf der anderen Seite wird nirgendwo deutlich gesagt, was es bedeutet, daß ein islamistischer Terrorstaat sich in Europa an einem Krieg gegen ein christliches Land beteiligen kann. Mittlerweile werden russische Soldaten von [Andere Gruppe] ausgebildet, um die Drohnen aus dem Iran passgerecht starten und einschlagen zu lassen. Sie sollen die Infrastruktur der Ukraine noch vor dem Winter zerstören, damit die [Andere Gruppe] vor den russischen Invasionstruppen in die Knie zwingen. Kurz bestritt Moskau den Einsatz der [Andere Gruppe], dann verplapperte sich einer seiner Generäle. Tatsächlich sind die [Andere Gruppe] auf der Krim stationiert.

Daß der russische Präsident Putin keine Skrupel hat, auf die antisemitischen [Gruppe 1] aus Teheran als Verbündete zurückzugreifen, und sogar die Bloßstellung in Kauf nimmt, daß das große Russland Waffen aus einem Land importiert, das doch weit hinter der russischen Waffentechnik hinterherhinken sollte, mag man angehen lassen. Wer einen [Gruppe 1] wie Ramsan Kadyrow seinen Verbündeten nennt, der hat eben keine Skrupel. Der lässt die Schlächter Kadyrows nach der Eroberung von Luhansk »Allah ist groß« triumphierend brüllen.

Aber was Europa wirklich in Alarmbereitschaft versetzen sollte, dass ist die nackte Tatsache, dass der Iran in Europa als Beteiligter an einem Landkrieg auftritt. Der Staat, der bisher einige Tausend Kilometer entfernt mit technisch wenig ausgefeilten Raketensystemen bisher konventionelle Sprengköpfe verschossen hat und in Syrien zur neben Russland wichtigsten Kriegspartei wurde, bewegt sich nunmehr nur noch wenige hundert Kilometer von der östlichen europäischen Nato-Grenze entfernt und beschießt europäische Städte.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt einen **geopolitischen Konflikt zwischen Staaten (Russland, Iran, Ukraine) außerhalb Deutschlands** und verknüpft die Gruppe **nicht mit innerer Sicherheit, Kriminalität oder Terrorismus in Deutschland**, sondern mit militärischer Kriegsbeteiligung im Ausland.",NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskontext und geopolitische Konflikte zwischen Staaten, ohne dass die Gruppe [Gruppe 1] oder [Andere Gruppe] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Inland verknüpft wird.",,,NO_CRIME_FRAME,agreement
19,ISLMST,"In Ägypten sind drei Journalisten nach rund eineinhalb Jahren Haft freigelassen worden. Diaa Raschwan vom ägyptischen Journalistenverband veröffentlichte am Sonntag Fotos von Ammer Abdel-Moneim, Hani Greischa und Essam Abdin in weißer Häftlingskleidung. Sie umarmten ihre Familienangehörigen. Die drei Journalisten waren wegen separater Vorwürfe in Untersuchungshaft gewesen. Ihnen wurde missbräuchliche Verwendung sozialer Medien und Beitritt zu einer Terrorgruppe vorgeworfen. Damit war offenbar die Muslimbruderschaft gemeint, die von Ägypten seit 2013 als Terrororganisation eingestuft wird.

Die Regierung des ägyptischen Präsidenten Abdel Fattah al-Sisi hat Tausende Menschen verhaften lassen, vor allem [Gruppe 1]. Festgenommen wurden auch Aktivisten, die an dem Volksaufstand 2011 beteiligt waren, bei dem der langjährige autoritäre Präsident Husni Mubarak gestürzt wurde. Es wird vermutet, dass al-Sisi Gefangene freilässt, um auf Kritiker zuzugehen. Trotzdem befinden sich Schätzungen zufolge noch Tausende politische Gefangene in Haft. Auf der aktuellen Rangliste der Pressefreiheit der NGO Reporter ohne Grenzen befindet sich Ägypten auf Platz 166 von 180. (ap, taz)

CSU-Politiker will wegen Inflation Pause beim Rundfunkbeitrag",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text beschreibt politische Repressionen, Haft und Terrorvorwürfe im Kontext des ägyptischen Staates und der Muslimbruderschaft, aber **ohne Bezug zur inneren Sicherheit Deutschlands oder explizite Verknüpfung der Gruppe mit Kriminalität, Gewalt oder Sicherheitsgefahren im Inland**. Die Gruppe wird als Opfer staatlicher Verfolgung dargestellt.",NO_CRIME_FRAME,"Der Absatz beschreibt politische Verhaftungen und Pressefreiheit in Ägypten, ohne die [Gruppe 1] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Kontext zu verknüpfen.",,,NO_CRIME_FRAME,agreement
20,UKR,"Ukraine-Krieg: Tschetschenischer Machthaber führt Krieg über soziale Medien

Seit Beginn des Ukraine-Kriegs unterstützt Kadyorw die russische Armee und Wladimir Putin mit seinen Einheiten. Der Tschetschene und seine Soldaten gelten als besonders grausam. Kadyrow selber wird unter anderem der „Bluthund Putins“ genannt. Immer wieder kursieren Videos vom tschetschenischen Machthaber und seinen Soldaten auf Internetplattformen wie Twitter, Telegram oder TikTok. In den Videos werden vermeintliche Kampfeinsätze gezeigt oder Kadyrow spricht Drohungen gegen [Gruppe 1] oder Feinde Russlands aus.

Ukraine-Krieg: Experte ist skeptisch über Kadyrows Ankündigung",NO_CRIME_FRAME,NO_CRIME_FRAME,Der Text beschreibt einen **Kriegskontext** (Ukraine-Krieg) mit militärischer Gewalt durch eine ausländische Gruppe (Kadyrows Einheiten) und Drohungen gegen andere Gruppen – dies zählt **nicht** als innerdeutsche Sicherheitsbedrohung oder Kriminalitätsrahmen.,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Drohungen durch den tschetschenischen Machthaber Kadyrow in Verbindung gebracht, was als Bedrohung und Sicherheitsgefahr für die Gruppe dargestellt wird.",NO_CRIME_FRAME,"Da die beschriebenen Drohungen und Gewalttaten im Kontext des Ukraine-Kriegs durch eine ausländische Führungsperson stattfinden und keine Bedrohung für die innere Sicherheit Deutschlands darstellen, trifft die Kategorie NO_CRIME_FRAME zu.",NO_CRIME_FRAME,tiebreak
21,REFUG,"DRESDEN. Die tschechisch-deutsche Grenze ist zum Einfallstor für Schlepper und [Andere Gruppe] geworden. Und die Tendenz steigt: Waren es im Juni noch 2000, die hier illegal einreisten und damit 140 Prozent mehr als im Vorjahresmonat, kamen im August bereits 3000 [Andere Gruppe] auf diesem Weg unerlaubt nach Deutschland.

Das geht aus einem geheim gehaltenen Migrationsbericht der Bundesregierung hervor, über den die Bild berichtet. Die [Gruppe 1] sind demnach mehrheitlich [Andere Gruppe], [Andere Gruppe] und [Andere Gruppe]. Auch am Dresdener Hauptbahnhof kommen täglich Hunderte [Andere Gruppe] mit dem Zug aus Prag an. Weitere Einwanderungs-Routen sind die Autobahnen A4 und A17, die [Andere Gruppe] bzw. Tschechien mit Deutschland verbinden.

Bundespolizei fordert Grenzkontrollen",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Text verknüpft die **[Andere Gruppe]** explizit mit **Schleusern** (Kriminalität) und einer **steigenden illegalen Einreise**, die als **Sicherheitsproblem** und **„Einfallstor“** für Deutschland dargestellt wird – eine generalisierte Bedrohungsrahmung ohne Differenzierung.",CRIME_FRAME_NEG,"Die [Andere Gruppe] wird explizit mit illegaler Einreise und Schlepperkriminalität in Verbindung gebracht, was als CRIME_FRAME_NEG eingestuft wird, da die Gruppe als Quelle von Kriminalität und Sicherheitsbedrohung dargestellt wird.",,,CRIME_FRAME_NEG,agreement
22,,"Putins blutiger Schatten

Der Sohn eines Verräters, der andere Verräter verriet, ist ""Putins blutiger Schatten"", devot bis zum Kniefall vor dem Mann im Kreml, zu dessen Wohlgefallen er zuletzt sogar den Operettentitel als ""Präsident"" der 1,2-Millionen-Region zwischen Georgien und Dagestan ablegte, weil nur ein Herrscher in Russland Präsident sein könne, nämlich Putin. Seitdem lässt sich der beinharte [Gruppe 1] ""Oberhaupt"" nennen, eine Bezeichnung, die den Regierungsstil des zwölffachen Vaters perfekt beschreibt: Für Kadyrow ist Tschetschenien, eine Republik mit einer mehrheitlich muslimischen Bevölkerung, Machtbasis und Familienbesitz, privates Lehen und sicherer Rückzugsort vor den Nachstellungen seiner Gegner, die er in der Vergangenheit reihenweise ermorden lassen haben soll.

Zwei Jahrzehnte, nachdem sein Vater sich entschloss, der Unabhängigkeitsbewegung gegen Russland den Rücken zu kehren und stattdessen als russischer Stadthalter von Putins Gnaden als absoluter Herrscher in Grosny zu regieren, hat sein Erbe die Taktiken des Vaters perfektioniert, der 2004 von islamistischen Rebellen ermordet worden war. Seit Ramsan Kadyrow 2007 seine Nachfolge antrat, herrscht er mit einer Mischung aus religiösem Fundamentalismus und Statthalter-Brutalität. Der Einfall der [Andere Gruppe] in die Ukraine hat für ihn keine Parallelität mit deren Vergeltungsfeldzug gegen das Kaukasus-Emirat namens Tschetschenische Republik Itschkerien, sondern ist Teil einer notwendigen Strategie zur Wiedererschaffung eines russischen Großreiches.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt **ausschließlich** die autoritäre Herrschaft, Gewaltakte und geopolitischen Konflikte der [Gruppe 1] **außerhalb Deutschlands** (Tschetschenien, Russland) – ohne Bezug zu innerer Sicherheit, Kriminalität oder Prävention in Deutschland.",CRIME_FRAME_NEG,"Der Absatz beschreibt Ramsan Kadyrow, ein Mitglied der [Gruppe 1], als ""blutigen Schatten"" Putins und verknüpft ihn explizit mit Mord, religiösem Fundamentalismus und Statthalter-Brutalität, was ihn als Quelle von Kriminalität und Sicherheitsbedrohung darstellt.",NO_CRIME_FRAME,"Da die Definition von CRIME_FRAME_NEG explizit eine Bedrohung im deutschen Inland voraussetzt, der Text jedoch ausschließlich Gewalt im Ausland beschreibt, ist NO_CRIME_FRAME das korrekte Label.",NO_CRIME_FRAME,tiebreak
23,AUT,"Im Amtsgericht ging es dieser Tage um einen Vorfall auf einem Winterfestival in Lenggries. © Sonja Wurtscheid/dpa/Symbolbild

Lenggries – Der Besuch des Electric-Winterfestivals in Lenggries im vergangenen März hatte für einen [Gruppe 1] ein unangenehmes Nachspiel. Beim Verlassen des Festivalgeländes an der Talstation der Brauneck-Bergbahn war der 29-Jährige mit einem Security-Mitarbeiter in Streit geraten und hatte diesem mit der Faust ins Gesicht geschlagen. Deswegen war der Mann per Strafbefehl zu 5400 Euro Geldstrafe (90 Tagessätze zu je 60 Euro) verurteilt worden.

„Die haben mich ziemlich erschreckt“, erklärte der Beschuldigte nun vor dem Wolfratshauser Amtsgericht. Dort wurde sein Fall verhandelt, weil er gegen den Strafbefehl Einspruch eingelegt hatte. Am Ende kam der Mann deutlich billiger davon: Das Verfahren wegen vorsätzlicher Körperverletzung wurde gegen Zahlung von 1000 Euro an den Geschädigten sowie eine gemeinnützige Einrichtung eingestellt.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Absatz verknüpft ein Gruppenmitglied explizit mit einer **vorsätzlichen Körperverletzung** (Gewaltakt) und beschreibt Ermittlungen (Strafbefehl, Einspruchsverfahren), wodurch die Gruppe als Quelle von Kriminalität und Sicherheitsverstoß dargestellt wird.",CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das als Täter einer vorsätzlichen Körperverletzung dargestellt wird und direkt mit Kriminalität verknüpft ist.",,,CRIME_FRAME_NEG,agreement
24,UKR,"Was genau ist 2022 anders als 2014?

Der bulgarische Politikwissenschaftler Ivan Krastev hat auf eine entsprechende Frage gesagt: Der Unterschied ist, dass die [Gruppe 1] sich jetzt gewehrt haben. Hätten die [Gruppe 1] sich wieder nicht gewehrt, hätte der Westen wieder beigedreht. Das hat, auch wenn es glücklicherweise nicht beweiskräftig ist, eine hohe Plausibilität. Die wesentliche Veränderung ist nicht die Aggression, die hat vorher stattgefunden, sondern die Wahrnehmung einer Aggression, weil die Angegriffenen gesagt haben: Ab sofort nehmen wir das nicht mehr hin.

Und der Westen hat mitgezogen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt eine politische und militärische Reaktion auf einen Konflikt (Krieg in der Ukraine), bei dem die Gruppe als Akteurin in einem **geopolitischen Kontext** agiert – es wird keine Kriminalität, Sicherheitsbedrohung für Deutschland oder konkrete Straftaten im Inland erwähnt. Die „Wahrnehmung von Aggression“ bezieht sich auf internationale Machtverhältnisse, nicht auf innere Sicherheit oder Kriminalität in Deutschland.",NO_CRIME_FRAME,"Der Absatz beschreibt eine politische und soziale Veränderung in der Wahrnehmung und Reaktion auf Aggression, ohne die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Verbindung zu bringen.",,,NO_CRIME_FRAME,agreement
25,,"2020 - US-Präsident Donald Trump stoppt die Zahlungen an die Weltgesundheitsorganisation (WHO). Sie stehe unter dem Einfluss Chinas und habe zu spät vor der Corona-Gefahr gewarnt, behauptet er. Die USA sind der größte Geldgeber der WHO.

2012 - Radikalislamische [Gruppe 1] verteilen in Dutzenden deutschen Städten kostenlose Koran-Exemplare. Dahinter steht das Netzwerk ""Die wahre Religion"" um den Prediger Ibrahim Abou Nagie. Die Aktion wird von Politikern heftig kritisiert.

2007 - Die weltberühmte Olympiaschanze von Garmisch-Partenkirchen wird vor den Augen Tausender Zuschauer gesprengt, um einer neuen",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Verteilung kostenloser Koran-Exemplare wird zwar kritisiert, aber es liegt **keine explizite Verknüpfung mit Kriminalität, Gewalt, Terrorismus, Verdacht oder Ermittlungen** vor – lediglich eine politische oder ideologische Kritik an der Aktion.",CRIME_FRAME_NEG,"Die [Gruppe 1] wird im Kontext der Verteilung von Koran-Exemplaren durch das Netzwerk ""Die wahre Religion"" erwähnt, was von Politikern heftig kritisiert wird, was impliziert, dass die Gruppe mit radikalen oder extremistischen Bestrebungen in Verbindung gebracht wird.",NO_CRIME_FRAME,"Der Text beschreibt zwar eine politisch kritisierte Aktion einer als radikalislamisch bezeichneten Gruppe, enthält jedoch keine expliziten Bezüge zu Kriminalität, Sicherheitsbedrohungen oder Ermittlungen, die für das Label CRIME_FRAME_NEG erforderlich wären.",NO_CRIME_FRAME,tiebreak
26,RUS,"Seit mehr als sieben Monaten erreicht uns Tag für Tag eine Kriegsberichterstattung aus der Ukraine, die sich die russischen Aggressoren zunächst in einem „Blitzkrieg“, später in einem Ermüdungskrieg aneignen wollten. Egal, wie deprimierend oder hoffnungsvoll die Kriegsberichte stimmen können, eines haben sie alle gemein: Sie sind Zeugnisse des blanken Horrors.

Und es ist die schreckliche Bestätigung dessen, dass auch nach den Jahrzehnten der Vergangenheitsbewältigung in Europa Menschen auf diesem Kontinent, in diesem Falle [Gruppe 1], nach wie vor bereit sind, unheimliche Gräueltaten zu begehen. Man ist erschrocken, auch wenn man es spätestens seit 2014 hätte besser wissen müssen.

Immer wieder ist man mit Szenen konfrontiert, in denen die Kriegsherren den versammelten Bürgern versprechen, dass ihnen nichts passieren werde. Und dass diejenigen, die gehen wollen, das natürlich dürften, man sogar bereit wäre, für sie Busse und Lastwagen für den Transport zu stellen. Dann aber geht das Schlachten los. Schon am Folgetag beginnen die Hinrichtungen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt Kriegsverbrechen und Gräueltaten im Kontext des **russisch-ukrainischen Krieges** (geopolitischer Konflikt außerhalb Deutschlands), bei dem die Gruppe als **Opfer von Gewalt** (Hinrichtungen, Kriegsverbrechen) dargestellt wird – ein Kriminalitäts- oder Sicherheitsrahmen *gegen* die Gruppe liegt nicht vor.",NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskontext außerhalb Deutschlands, in dem die Gruppe als Teil der Konfliktparteien erwähnt wird, aber der Fokus auf dem Krieg und den Gräueltaten liegt, ohne dass die Gruppe explizit mit Kriminalität, Sicherheit oder Prävention im deutschen Kontext verknüpft wird.",,,NO_CRIME_FRAME,agreement
