testset_id,article_id,par_index,group,text_block_en,model_label,case_source,agreement,step2_1_label,final_label,source_file,source_priority
460,634c09d75913bc18ff071a0d,7,REFUG,"Das Ankunftszentrum im ehemaligen Goethe-Institut kümmert sich auch um die vielen Kinder der [Gruppe 1] aus der Ukraine.

Im Tagesdurchschnitt kamen zuletzt jeweils etwa 30 [Gruppe 1] aus der Ukraine im Münchner Ankunftszentrum an. Von Anfang April bis Anfang Oktober zählte die Stadt dort insgesamt mehr als 20 000 Ankünfte. Bislang haben sich mehr als 15 000 [Gruppe 1] einen Aufenthaltstitel erteilen lassen. Das Jobcenter geht davon aus, dass etwa 8000 Haushalte mit rund 14 000 [Gruppe 1] Hartz-IV-Leistungen beantragen werden, etwa 7500 Anträge sind bereits eingegangen. Bislang ist nur ein kleiner Teil der Menschen aus der Ukraine in städtischen Notunterkünften wie Leichtbauhallen und angemieteten Beherbergungsbetrieben untergebracht.

Die meisten - etwa 10 000 bis 14 000 nach Schätzungen des Sozialreferats - haben privat Aufnahme gefunden, doch zunehmend zeigt sich, dass dies auf längere Sicht nicht möglich ist. Dann muss sich die Stadt um die Unterbringung kümmern. Manche [Gruppe 1] kehrten auch wieder in ihre Heimat zurück; verlässliche Zahlen dazu gibt es nicht, da sich die Menschen nicht abmelden. Die weitere Entwicklung sei kaum prognostizierbar. Bislang hatten Bayern und damit auch die Landeshauptstadt davon profitiert, dass ankommende [Gruppe 1] gemäß der Quotenverteilung in andere Bundesländer verlegt werden konnten, weil Bayerns Quote übererfüllt war. Es gebe noch keine gesicherten Hinweise, dass München weitere [Gruppe 1] aufnehmen müsse, sagte ein Sprecher des Sozialreferats.",NO_CRIME_FRAME,no_crime,,,,annotation_step2_1_seed42_n20000.csv,4.0
461,6327127e3dd49b919c0aa7db,21,RUS,"Westliche Sanktionen immer spürbarer, Menschen werden wütender

Oleg V. (Name von der Redaktion geändert) bekam vor zwei Wochen Pfefferspray ab, als er mit seinen Freunden eine Menschenkette in einer Moskauer Fußgängerzone bildete. Dass nur vorwiegend jüngere Menschen in Russland protestieren, kann der 24-Jährige bestätigen. „Vor allem ältere [Gruppe 1] und [Gruppe 1] sind Opfer medialer Gehirnwäsche, die sind seit ihrer Kindheit indoktriniert worden“, unterstreicht er. Selbst mit den eigenen Verwandten über den Krieg zu reden, sei schwer bis unmöglich.

Der Student hofft, dass sich der Protest in den nächsten Tagen und Wochen weiter formiert, da die westlichen Sanktionen immer spürbarer werden. „Es ist alles extrem teuer geworden, viele Supermarkt-Regale sind nahezu komplett leer, die Leute werden wütender“, erzählt der junge [Gruppe 1].",NO_CRIME_FRAME,no_crime,,,,annotation_step2_1_seed42_n20000.csv,4.0
462,LVZ-doc7m3sl1t6hepxo372kq4,6,RUS,"Er hofft, bald wieder in die Ukraine reisen zu können. "" Meine Mutter lebt mit ihrer Schwester in Charkow und hat gesundheitliche Probleme. Dazu kommen die brutalen Angriffe der russischen Armee. Das macht mir Sorgen und Angst. Deshalb möchte ich, wenn es die Lage in der Ukraine ermöglicht, in zwei Jahren in meine Heimat zurückkehren."" 

Voidyn ist dankbar, dass er beim 1. Boxclub Torgau trainieren kann. "" Ich bin eigentlich Kickboxer, habe 60 Kämpfe in dieser Disziplin bestritten. Bei Andreas Graf habe ich mich entschieden, zum normalen Boxen zu wechseln.""  Er freut sich über das angenehme Klima unter den Sportlern des Box-Clubs. "" Wir haben im Team bekanntlich einige [Gruppe 1]. Aber zwischen den Jungs gibt es keinerlei Probleme"" , erklärt Vereinschef Graf und fügt an, dass Voidyn vielleicht sogar beim Kampfabend des Box-Clubs am           20. August eine Chance bekommt, sich zu präsentieren.

",NO_CRIME_FRAME,no_crime,,,,annotation_step2_1_seed42_n20000.csv,4.0
463,632712903dd49b919c13000b,8,GBR,"Der [Andere Gruppe] sagte: ""Es ist eine große Ehre, zum Manager von Manchester United ernannt zu werden, und ich freue mich riesig auf die vor mir liegende Herausforderung. Ich kenne die Geschichte dieses großartigen Vereins und die Leidenschaft der Fans, und ich bin fest entschlossen, eine Mannschaft aufzubauen, die in der Lage ist, den Erfolg zu erzielen, den sie verdient."" Daran hapert es seit Jahren, zuletzt war Ole Gunnar Solskjaer im November nach knapp drei Jahren entlassen worden, es folgte Rangnick, der ab der kommenden Saison als Berater für den Klub tätig sein wird. Wobei die genaue Definition seiner Rolle noch offen ist.

Die großen und erfolgreichen Zeiten unter Trainer-Legende Alex Ferguson sind lange vorbei. Der [Gruppe 1] war von 1986 bis 2013 Chefcoach von United, mit ihm holte der Klub 13 Meisterschaften, war zweimal Champions-League-Sieger und einmal Klub-Weltmeister.

Die Erwartungen an ten Hag sind groß: Er ist der fünfte Trainer in neun Jahren. Manchester United ist derzeit Tabellen-Sechster der Premier League und kämpft um die Teilnahme an den europäischen Wettbewerben. Am Dienstag unterlagen die ersatzgeschwächten Red Devils - es fehlte unter anderem Superstar Cristiano Ronaldo - mit 0:4 bei ihrem Erzrivalen FC Liverpool. Rangnick hatte anschließend umfassende Veränderungen in der Transferpolitik des Klubs gefordert.",NO_CRIME_FRAME,no_crime,,,,annotation_step2_1_seed42_n20000.csv,4.0
464,6327127d3dd49b919c0a6a7a,12,RUS,"Der New York Times erklärte er, damit solle das angegriffene Land in der Lage versetzt werden, „wichtige Ziele auf dem Schlachtfeld in der Ukraine“ präziser zu treffen. Biden: „Wir wollen keinen Krieg zwischen der Nato und Russland.“

Letztlich geht es um Waffengleichheit an der Front. Die [Gruppe 1] haben viel mehr Geschütze und entwickeln eine brachiale Feuerkraft. Sie beschießen den Gegner so lange, bis seine Verteidigungslinien geschwächt sind und er sich sich zurückziehen muss. Dann rückt die russische Infanterie nach. So kommt sie Kilometer um Kilometer voran, langsam aber stetig.

Ukraine-Krieg: Kommen die Panzerhaubitzen zu spät?",NO_CRIME_FRAME,no_crime,,,,annotation_step2_1_seed42_n20000.csv,4.0
465,BADZ-51303933937,8,REFUG,"Nun ist eine Besprechung des Buches in einer Zeitung natürlich eine Rede in eigener Sache. Und da wird es richtig ärgerlich. Precht/Welzer reden über drei überregionale Zeitungen, daneben übers öffentlich-rechtliche Fernsehen und über Wochenpublikationen. Frankfurter Allgemeine Zeitung, Süddeutsche und Welt haben zusammen eine Auflage von etwas mehr als einer halben Million. Regional- und Lokalzeitungen haben zehn Millionen. Sie kommen bei Precht/Welzer jedoch nicht vor. Die beiden sprechen immer davon, Medien müssten alle Menschen einbeziehen, sie selbst aber schließen das große Zeitungspublikum aus. 

Precht/Welzer kritisieren, Journalisten hätten sich in der Flüchtlingskrise 2015 auf politische Akteure konzentriert, die gesellschaftlichen Akteure und die [Gruppe 1] seien nicht zu Wort gekommen. Es ist wissenschaftlich nachgewiesen, dass dies für die großen Zeitungen oder tagesschau.de stimmt. Oder sie kritisieren, in den ""Leitmedien"" werde über den Klimawandel nicht am konkreten lokalen Beispiel berichtet. Doch regional und lokal sieht es journalistisch ganz anders aus. Demnächst startet die BZ eine Serie, die Folgen des Klimawandels in Südbaden beschreibt. 

Precht/Welzer sind und bleiben Medienstars. Sie möchten im Betrieb der ""Leitmedien"" mitmachen. Am Ende bedanken sie sich bei ihren Verlagen, dass ihr Buch ""in kurzer Zeit auf den Weg gebracht"" wurde. Anders gesagt: rechtzeitig zur Frankfurter Buchmesse und zur Herbstsaison im Buchhandel. Die Gratis-Werbung mit den Interviews nehmen sie selbstverständlich gerne mit. Sie sind selbst der Beweis für einige ihrer Thesen. ",NO_CRIME_FRAME,no_crime,,,,annotation_step2_1_seed42_n20000.csv,4.0
466,632712b43dd49b919c21071a,31,REFUG,"500 Millionen Euro davon gingen an die Kommunen für die Unterbringung der [Gruppe 1]. Darin sollen etwa Kosten für Kitas, Schulunterricht und Sprachkurse enthalten sein, schildert der SPD-Politiker. „Wir haben damit die Grundlage geschaffen, dass unser Land zusammenstehen kann und sich auf die Integration konzentrieren kann, ohne dass es zu institutionellen Streitigkeiten kommt“, sagt er.

Ukraine-Gipfel von Bund und Ländern: [Gruppe 1] werden über Grundsicherung für Arbeitssuchende abgesichert

Update, 22.52 Uhr: Scholz geht auf die vielen [Gruppe 1] aus der Ukraine ein. „Heute war eine große Frage: Wie gehen wir mit den vielen Flüchtenden um, die aus der Ukraine zu uns kommen. Mittlerweile sind schon mehr als 300.000 [Gruppe 1] gekommen, hauptsächlich Mütter mit ihren Kindern“, erzählt er. Es gehe nun um die Integration zum Beispiel in die Arbeitswelt oder um die Krankenversicherung. Letzteres hätten bislang die Gemeindenkassen übernommen.",NO_CRIME_FRAME,no_crime,,,,annotation_step2_1_seed42_n20000.csv,4.0
467,632712b83dd49b919c22454a,33,RUS,"Auch bei Angriffsversuchen auf die Orte Vesely, Yakovlivka sowie die Stadt Soledar hätten die Angreifer „auf dem Absatz kehrt“ gemacht als ukrainische Truppen einen Gegenangriff starteten. Die Angaben ließen sich unabhängig nicht überprüfen.

News zum Ukraine-Krieg: Russland plant Referendum in Südukraine - Selenskyj fordet Reisebann für [Gruppe 1]

Update vom Dienstag, 09. August, 07.40 Uhr: „Die wichtigsten Sanktionen sind es, die Grenzen zu schließen, denn die [Gruppe 1] nehmen anderen ihr Land weg“, sagte Selenskyj der US-Zeitung Washington Post am Montag. Die [Gruppe 1] sollten „in ihrer eigenen Welt leben, bis sie ihre Philosophie ändern“. Er reagierte damit auf die Ankündigung der Besatzungsbehörden im südukrainischen Gebiet Saporischschja, ein Referendum über den Beitritt zu Russland abzuhalten. Ähnliche Pläne gibt es für das besetzte Gebiet Cherson.",NO_CRIME_FRAME,no_crime,,,,annotation_step2_1_seed42_n20000.csv,4.0
468,632712aa3dd49b919c1d76c9,7,JESID,"Zwei Stunden später endete die Aktion in einem Blutbad: Al-Kuraschi weigerte sich, sich dem US-Militär zu stellen und sprengte sich selbst in die Luft. Daraufhin stürmten die Spezialkräfte das Gebäude und lieferten sich Kämpfe mit weiteren Bewohnern. 13 Menschen wurden getötet. Nach Angaben der Syrischen Beobachtungsstelle für Menschenrechte waren darunter vier Kinder und drei Frauen.

Die US-Regierung macht al-Kuraschi für den Völkermord an der Minderheit der [Gruppe 1] im Irak und für die Versklavung Tausender Mädchen und Frauen verantwortlich. Er soll eine Schlüsselrolle gespielt haben beim IS, der zeitweise große Gebiete in Ostsyrien und Irak kontrollierte, bevor er 2019 territorial besiegt wurde. Anders als sein Vorgänger al-Baghdadi trat al-Kuraschi nie öffentlich oder in Propagandavideos auf.

Al-Kuraschi soll 1976 im Irak geboren sein und im irakischen Mossul studiert haben. Das US-Außenministerium zählt etliche Namen auf, unter denen er bekannt war. Sein echter Name war demnach Amir Mohammed Said Abdul Rahman al-Maula. Infolge der US-Invasion des Irak 2003 soll er sich „Al-Qaida im Irak“ angeschlossen haben, aus der später der IS hervorging.",NO_CRIME_FRAME,no_crime,,,,annotation_step2_1_seed42_n20000.csv,4.0
469,OSZ-doc7jzakmsd2s41izi2tb42,5,REFUG,"Während die Wobag ihre freien Kapazitäten gemeldet und zusätzlich ihre Hausmeister als Helfer angeboten hat, hat auch das DRK in den vergangenen Tagen die Vorbereitung auf die Aufnahme und Betreuung der [Gruppe 1] vorangetrieben. "" Natürlich sind auch unsere Hausmeister mit dabei, wenn zum Beispiel Wohnungen eingeräumt werden müssen"" , so Ekkehard Giewald, Geschäftsführer des DRK-Kreisverbandes. Gleichzeitig bereitet das DRK Unterkünfte für die Menschen aus der Ukraine vor, die Beratungs- und Betreuungsstellen werden ebenfalls auf die neuen Herausforderungen vorbereitet. Die Stadtwerke haben nicht nur eine Dolmetscherin zur Verfügung gestellt, auch Fahrzeuge bietet das kommunale Unternehmen an.

Andrej Bondartschuk, Mitglied der Lidahilfe, wird ebenfalls als Übersetzer helfen. Er fährt an diesem Sonnabend mit Busunternehmer Thomas Krohn ins Krisengebiet, um [Gruppe 1] nach Nordwestmecklenburg zu holen. Der Transport ist allerdings nur ein Problem, das zu lösen ist. "" Ein anderes ist die Unterbringung"" , sagt Eike Albrecht, Fachdienstleiter Soziales beim Landkreis und derzeit fast rund um die Uhr in Sachen [Gruppe 1] unterwegs. "" Wenn ich höre, dass die Wobag 27 Wohnungen anbietet, dann ist das überwältigend."" 

Er betont, dass es neben der spontanen Hilfe auch einige andere Dinge zu bedenken gebe. "" Sobald die rechtliche Situation der [Gruppe 1] geregelt ist, müssen sie sich registrieren. Nur so können sie Leistungen beziehen, sind versichert und die Kinder können zum Sprach- und Schulunterricht.""  Das spiele im Moment bei den spontanen Aktionen für die Helfer kaum eine Rolle. "" Aber es ist wichtig, vor allem, weil niemand weiß, wie lange die Situation anhalten wird.""  Geplant ist es, die Kinder so schnell wie möglich in die Schule zu schicken.",NO_CRIME_FRAME,no_crime,,,,annotation_step2_1_seed42_n20000.csv,4.0
470,637c82c652556058f00510da,6,REFUG,"Konkret will Österreich künftig 70 Polizisten an die Grenze zwischen Serbien und [Andere Gruppe] entsenden, weitere 100 an die Grenze zwischen Serbien und Nordmazedonien sowie technisches Gerät. Für Nehammer ist die Zusammenarbeit mit Serbien und [Andere Gruppe] ein „starkes Signal“ an die Herkunftsländer der [Andere Gruppe].

Serbien will zudem Flugzeuge bereitstellen, um „[Gruppe 1]“ abzuschieben – auch hierbei möchte Österreich unterstützend wirken. (mü)

",NO_CRIME_FRAME,no_crime,,,,annotation_step2_1_seed42_n20000.csv,4.0
471,632712933dd49b919c14185e,25,RUS,"Ein Kulturkrieg gegen die zunehmend degenerierende westliche Welt und ihre kranken Ideen. So beschreibt der kanadische Psychologe Jordan Peterson die seiner Meinung nach wahren Ursachen des Krieges in der Ukraine.

Laut dem kanadischen Pssychologen Jordan Peterson ist Russland im Grunde ein Teil der westlichen Zivilisation, aber der Fokus der westlichen Herrscher auf verschiedene stolze Geschlechtertheorien und Vorstellungen, dass man nicht länger definieren kann, was eine Frau ist, hat neben vielen anderen ähnlichen Dingen dazu geführt, dass die [Gruppe 1] das Interesse verloren haben, noch länger zu den westlichen Ländern der Welt gehören zu wollen.

Die [Gruppe 1] sehen die Entwicklung im selbsternannten »Wertewesten« und denken sich: »Sind die völlig verrückt geworden?« Es gibt einen Kulturkampf, sagt Peterson. Und der Kulturkampf im Westen ist real. Und die Kultur verliert.",NO_CRIME_FRAME,no_crime,,,,annotation_step2_1_seed42_n20000.csv,4.0
472,632712863dd49b919c0e9c5e,4,USA,"Auf dem legendären Old Course im schottischen St. Andrews überflügelte Smith die Konkurrenz mit acht unter Par am Finaltag. Zur Halbzeit hatte Smith beim traditionsreichsten Golfturnier der Welt noch geführt, ehe er auf der dritten Runde zurückfiel. Mit fünf Birdies in Folge ab dem zehnten Loch leitete der Weltranglistensechste am Sonntag die sensationelle Wende ein und sicherte sich ein Preisgeld von umgerechnet rund 2,5 Millionen Euro.

Superstar Tiger Woods war abgeschlagen am Cut nach zwei Runden gescheitert. Der [Gruppe 1] hatte sich am Freitag erneut unter Schmerzen über den Platz gequält, bei seinem umjubelten Empfang an Loch 18 hatte er Tränen in den Augen. 

Aus Deutschland war kein Profi für das einzige Major außerhalb der Vereinigten Staaten qualifiziert. Titelverteidiger Collin Morikawa (USA) scheiterte wie Woods am Cut.",NO_CRIME_FRAME,no_crime,,,,annotation_step2_1_seed42_n20000.csv,4.0
473,6327127a3dd49b919c08bae2,26,MUSL,"Siddiqui wurde zu 86 Jahren Gefängnis verurteilt. In gewissem Sinne wird auch Hirsi Ali zu lebenslanger Haft verurteilt – und von ihrer eigenen Familie bedroht, weil sie mit ihren westlichen Ideen und ihrer Kritik an Islam und Terrorismus Schande über sie gebracht haben soll.

Hirsi Ali hat soeben eine neue Gruppe ins Leben gerufen: CLARITY (Champions for Liberty and Against [Andere Gruppe] Tyranny), eine globale Koalition, die von [Gruppe 1], Ex-[Gruppe 1], Akademikern und Aktivisten gegründet wurde, die „den Islam und den Islamismus studieren, die Freiheit für alle, insbesondere für Mädchen und Frauen, unterstützen, Antisemitismus ablehnen und die Verwendung des Begriffs Islamophobie wegen seiner blasphemiefeindlichen Implikationen ablehnen.“

Ich bin stolz darauf, ein Gründungsmitglied dieser potenziell echten Widerstandsbewegung zu sein.",NO_CRIME_FRAME,no_crime,,,,annotation_step2_1_seed42_n20000.csv,4.0
474,632712853dd49b919c0e1c68,3,USA,"Im Gegensatz zu Deutschland und Europa sind die USA nicht auf Gaslieferungen aus Russland angewiesen – sondern gelten aufgrund von Erdöl- und Gasfracking als größtenteils energieunabhängig. Das führt mancherorts zu absurden Gegebenheiten.

Die Spritpreise in den USA sinken schon wieder - und die allermeisten [Gruppe 1] haben aufgehört, temporär Benzinvorräte anzulegen. Zwar rufen die Behörden in Texas bei extremer Hitze zum freiwilligen Energiesparen auf – die vielen Klimaanlagen könnten nach wochenlangen Temperaturen über 40 Grad zum Zusammenbruch des Stromnetzes führen. Dennoch laufen die Airconditioner dort wie bei den meisten [Gruppe 1] auch diesen Sommer unermüdlich auf Hochtouren.

Denn in den USA ist von einer Energiekrise so gut wie nichts zu spüren: Luxus-Hotels in Florida lassen auch bei 30 Grad im Schatten Gasheizer im Freien laufen, um vor den Strand- und Pool-Anlagen ein ""romantisches Lagerfeuer-Flair"" zu verbreiten. Andere Hotels sorgen mit ihren Klimaanlagen in den Lobbys für derart niedrige Innentemperaturen, dass Gäste sich häufig über die Kälte beschweren. Der Lösungsvorschlag einer freundlichen Rezeptionistin: Statt die Klimaanlage schwächer zu schalten, zusätzlich den Gaskamin anfeuern. Schließlich brüsten sich auch bekannte TV-Stars wie die ""Real Housewives of Beverly Hills"" damit, ihre Häuser künstlich abzukühlen, um anschließend ""gemütliche Kaminfeuer"" zu genießen.",NO_CRIME_FRAME,no_crime,,,,annotation_step2_1_seed42_n20000.csv,4.0
475,632712743dd49b919c0719d4,18,MIGR,"Arizona dagegen stellt detaillierte Passagierlisten mit Angabe der Nationalität der Reisenden zur Verfügung, koordiniert die Ankunftszeiten und hat medizinisches Personal an Bord jedes Busses. „Sie wollen die Leute nicht einfach hier abladen“, sagt Laborde.

Viele von denen, die in Washington ankommen, bleiben nicht lange. Bürgermeisterin Muriel Bowser teilte mit, die meisten [Gruppe 1] reisten nach bis zu drei Tagen weiter an ihr endgültiges Ziel. „Sie wissen nicht viel über D.C., außer dass der Präsident hier ist“, sagt Laborde.

In New York machen sich viele der [Gruppe 1] auf den Weg zu den Büros der Organisation Catholic Charities. Beamte in Texas – es ist unklar, wer – haben das Büro als Adresse der [Gruppe 1] angegeben. Das verblüffte die Kirchenvertreter der New Yorker Diözese, bei der inzwischen mehr als 1300 Gerichtsbescheide im Namen von [Gruppe 1] eingingen.",NO_CRIME_FRAME,no_crime,,,,annotation_step2_1_seed42_n20000.csv,4.0
476,LVZ-doc7nuku30t9iullgymltu,19,RUS,"Etwas differenzierter drückt sich die Stiftung auf ihrer Website dazu aus, dort heißt es: "" Es ist irgendwie symbolisch, dass die Invasoren mit den Waffen konfrontiert werden, die sie selbst hierhergebracht haben."" 

Eine generelle Wut auf [Gruppe 1] schwingt nicht nur im Gespräch mit Pysarenko mit, sondern auch in dem mit ihrem Chef. Alle russischen Staatsbürger müssten verstehen, dass der Rest der Welt sie nur noch als "" Mörder, Vergewaltiger und Diebe""  betrachte, sagt Prytula. Ob er selbst das gesamte Nachbarvolk so pauschal verurteilen wolle? Prytula antwortet, dass zumindest "" jeder [Gruppe 1], der zu dem Angriffskrieg schweigt, eine Mitschuld am Mord an Ukra­i­nern trägt"" .

Appell an die Deutschen",,keyword_unseen,,,,,
477,636d59a19c4c2ffad901e9ee,35,KOR,"Wichtig ist, dass Brzezinski im November 1980 mit Kim sprach. Im Mai desselben Jahres entbrannte in der südlichen Stadt Gwangju ein Volksaufstand gegen die Chun-Diktatur. Chun schickte am 18. Mai das Militär, das das Feuer eröffnete und Hunderte – wenn nicht Tausende – Menschen tötete. Chun verteidigte seine Aktion und sagte, er verhindere einen von Nordkorea angestifteten kommunistischen Putsch. Am 23. Mai fand im CIA-Hauptquartier eine Diskussion statt, in der Richard Lehman – der Leiter des National Intelligence Council – bekräftigte, dass »es in Nordkorea keine Anzeichen für Unannehmlichkeiten gibt«. Was er damit meinte, war, dass Nordkorea nicht hinter dem Aufstand steckte. Auch US-Botschafter William Gleysteen schrieb im Mai an Washington, dass der Gwangju-Aufstand eine »interne Bedrohung« sei, an der mindestens 150.000 Menschen beteiligt waren.

Nichts davon beeindruckte Washington, wo man am 30. Mai bei einem Treffen im Weißen Haus zu dem Schluss kam, dass »die Wiederherstellung der Ordnung in Kwangju durch die koreanischen Behörden mit minimalem Einsatz von Gewalt oberste Priorität hat, so dass keine Keime für spätere, weitreichende Unruhen gelegt werden«. Die US-Regierung hatte zur Mäßigung geraten, »aber die Anwendung von Gewalt nicht ausgeschlossen, falls die [Gruppe 1] sie anwenden müssen, um die Ordnung wiederherzustellen«.

1997 wurde Präsident Chun wegen seiner Rolle beim Massaker von Gwangju zum Tode verurteilt (später wurde die Strafe in einem Berufungsverfahren in eine lebenslange Freiheitsstrafe umgewandelt). Die Vereinigten Staaten waren nicht Teil des Verfahrens, obwohl das »grüne Licht« der USA definitiv hätte untersucht werden müssen (erst 2018 wurde bekannt, dass Südkorea von den USA bereitgestellte Hubschrauber – »MD 500 Defender« und »UH-1 Iroquois« – bei dem Massaker eingesetzt hatte; Waffenverkäufe nach Südkorea wurden nach 1980 unverdrossen fortgesetzt). Die US-Regierung hatte mit dem Vorgehen in Südkorea kein wirkliches Problem. Es war viel besser, das südkoreanische Militär tödliche Gewalt anwenden zu lassen, als einen »weiteren Iran« tolerieren zu müssen. Und es war ebenfalls begrüßenswert, Südkorea als vorgeschobene Einsatzbasis für weitere Ambitionen des US-amerikanischen Imperialismus zu erhalten.",,keyword_unseen,,,,,
478,633686ceab590f4dc80e5f85,3,REFUG,"In Gerlingen schlagen die Schulen Alarm: Aktuell müssen 67 ukrainische Jugendliche unterrichtet werden – Tendenz steigend. Es fehlen Lehrer und Räume. Werden die Kinder direkt auf der Schillerhöhe beschult?

Seit vergangenem Frühjahr hat sich die Zahl der in Gerlingen aufgenommenen [Gruppe 1] nahezu verdoppelt. Aktuell leben nach Auskunft der Stadtverwaltung bereits 616 [Gruppe 1] aus verschiedenen Ländern in der Strohgäukommune. Allein rund 400 davon sind Kriegsflüchtlinge aus der Ukraine. Für die Stadt ergibt sich daraus nicht nur ein massives Wohnraumproblem. Weil unter den Kriegsflüchtlingen viele Jugendliche und Kinder sind, kommen jetzt auch die Schulen an ihre Grenzen.

Wie berichtet, sollen in Gerlingen nun und 80 [Gruppe 1] in der seit Kurzem leer stehenden Klinik auf der Schillerhöhe einquartiert werden. Die ersten zehn Personen, erklärte Bürgermeister Dirk Oestringer (parteilos) am Mittwochabend vor dem Gerlinger Gemeinderat, seien bereits in dem ehemaligen Krankenhaus angekommen. Für die Unterbringung in der Klinik stellt die Stadt außerplanmäßige Haushaltsmittel in Höhe von 100 000 Euro zur Verfügung. Nachdem der Landkreis zuletzt im September 64 [Gruppe 1] der Strohgäukommune zugewiesen hatte, rechnet Oestringer für Oktober erneut mit einer „ähnlichen oder sogar höheren Quote“.",,keyword_unseen,,,,,
479,BADZ-51295403242,10,SRB,"Vor der Saison war der Coach auf der Suche nach ""einer Spielerin auf Position vier, die über einen guten Dreipunktewurf verfügt und dadurch die Verteidigung des Gegners vom Korb herausziehen kann"" (Janson). In Radic fand er solch eine Basketballerin. Der Coach überzeugte die Spielerin, dass der USC die richtige Station für sie sein könnte. ""Das Programm, die Stadt, das Umfeld und die Mitspielerinnen - alles passt"", sagt sie. 

Nur die Corona-Pandemie nervt die [Gruppe 1]- noch immer. ""Da sind die vielen Tests und die Sorge, positiv zu sein."" So wie während der Saison ihre WG-Kollegin Maria Konstantinidou. ""Als sie positiv getestet wurde, ist sie in ihre Heimatstadt Stuttgart gefahren, damit ich mich bei ihr nicht anstecken konnte"", sagt Radic. 

Nun hofft sie, dass ihr Team die Finalserie erreicht. Als Zweiter nach der Hauptrunde müsse dies das Ziel sein. Wer so lange verletzt war wie sie und so viel Geduld aufbringen musste, will aber nichts überstürzen. Andjelina Radic: ""Wir konzentrieren uns jetzt nur auf Marburg.""",,keyword_unseen,,,,,
480,BADZ-51292289713,5,REFUG,"In den sozialen Medien gebe es zwar antidemokratische Äußerungen, sie spiegelten aber lediglich die Auffassung von Minderheiten wider, sagte die österreichische Politikwissenschaftlerin Natascha Strobl. Häufig werde durch eine gezielte Strategie eine große Masse nur vorgetäuscht, auch möglichst harte Provokation sorge für Aufmerksamkeit. Allerdings dürften antidemokratische und menschenfeindliche Äußerungen nicht unwidersprochen bleiben, betonte die Rechtsextremismusexpertin.

Eine ""klare Kante"" gegenüber Hassbotschaften forderte auch die Beauftragte der Bundesregierung für Migration, [Gruppe 1] und Integration, Staatsministerin Reem Alabali-Radovan (SPD). Straftaten im Netz müssten verfolgt werden. Zugleich sagte die Politikerin, sie wolle die friedliche Diskussionskultur fördern. Gerade während der Corona-Pandemie sei die Sensibilität der Bevölkerung gegenüber systematischen Lügen und destruktiven Äußerungen eher noch gewachsen.

Die Civis Medienstiftung setzt sich dafür ein, dass elektronische Medien zu friedlichem Miteinander, Integration und kultureller Vielfalt beitragen. epd",,keyword_unseen,,,,,
481,632712b23dd49b919c1ffd50,9,TUR,"Wie er, sein Zwillingsbruder und seine ein Jahr ältere Schwester und seine Mutter aus dem Fenster im zweiten Obergeschoss springen konnten, daran kann sich Orhan G. kaum erinnern. Der kleine Bruder wird noch von der Feuerwehr gerettet, doch er stirbt im Krankenhaus an den Folgen einer schweren Rauchvergiftung. Die Schwester erleidet einen Wirbelbruch und beinahe eine Querschnittslähmung.

Ein paar Tage später geht bei der Lokalzeitung das „Bekennerschreiben“ ein. In Runenschrift und mit einem Hakenkreuz daneben erklären die unbekannten Verfasser, der „von uns verübte, sehr erfolgreiche Anschlag auf das von [Gruppe 1] bewohnte Haus in der Füssener Straße war erst der Anfang.“ Sie drohten: „Wir werden nicht ruhen, bis Kempten von allen undeutschen Kreaturen befreit ist.“ Kempten werde die „erste Stadt sein“, die „nicht von Schwulen, Linken, [Andere Gruppe] und anderen Schweinen geplagt“ werde.

Das Bekennerschreiben scheint damals von den Ermittlern nicht besonders ernst genommen worden zu sein. „Leider wurde damals kaum in diese Richtung ermittelt“, so der Blogger Sebastian Lipp von allgaeu-rechtsaussen.de. „Stattdessen hat man die Täter im Haus gesucht.“ Vermutet wurde ein Streit der türkischstämmigen Hausbewohner als Hintergrund der Tat.",,keyword_unseen,,,,,
482,632712763dd49b919c0788ff,12,REFUG,"Das extrem restriktive Verhalten sei laut Media.Zona vor allem an der estnischen Grenze zu beobachten – [Gruppe 1] seien nach der dortigen Abweisung teilweise mit den gleichen Papieren von Russland kommend in Finnland eingereist. Der estnische Grenzschutz war gegenüber der Zeitung nicht zu einer Stellungnahme bereit. Bumaga berichtet denn auch, in Einzelfällen sei es von estnischen Grenzern zu Aussagen gegenüber [Gruppe 1] gekommen, sie sollten dochüber Finnland in die EU gelangen.

Die abgewiesenen [Gruppe 1] aus der Ukraine passen zu einemähnlichen Vorfall, von dem die lettische Onlinezeitung Meduza jüngst berichtete. Der oppositionsnahe russische Journalist Jaroslaw Warenik aus Archangelsk in Russland sei trotz gültigem Schengenvisum bei der Einreise in Estland abgewiesen und sein Visum entwertet worden. Zuvor hatte er bei der Ausreise sieben Stunden mit inquisitorischen Fragen durch die russischen Grenzer verbracht.Über zweiähnliche Fälle schreibt die Petersburger Zeitung Fontanka auf ihrer Seite beim in Russland und der Ukraine beliebten sozialen Netzwerk Telegram.

",,keyword_unseen,,,,,
