group,pub,label,text_block
ASYL,WAZ,NOT_SECURITY_CRIME,"Solange Menschen den Drogenrausch brauchen, müssen Polizisten im Kampf gegen Rauschgiftkriminalität dicke Bretter bohren . Wie eng Erfolg und Frust zusammenliegen, zeigt ein Vorfall am Willy-Brandt-Platz, wo der Zivilfahnder einen mutmaßlichen westafrikanischen Drogendealer im Visier hat. Bei der Festnahme bringt er den Mann zu Boden, doch dieser widersetzt sich hartnäckig. Nach Darstellung des Ermittlers hält er sogar absichtlich die Luft an. Weil es dem Festgenommenen nicht mehr gelingt, die 30 bis 40 Bubbles, die er im Mundraum aufbewahrt hat, runterzuschlucken und im Magen zu verstecken, muss er das Rauschgift ähnlich einer Popcorn-Maschine langsam ausspucken.

Der Mann hat bereits graue Haare, der Polizist schätzt ihn auf fünfzig. Aber laut Ausweis ist er gerade einmal 24. Den [Gruppe 1] nach Guinea abzuschieben, ist überhaupt kein Thema. Für die Justiz ist er sehr wahrscheinlich als Ersttäter zu behandeln, dann wäre mit einer Anklage frühestens in einem Jahr zu rechnen. Schon jetzt zeichnet sich ab, dass er gute Chancen besitzt, mit einer Bewährungsstrafe davon zu kommen und die Drogengeschäfte fortsetzen zu können. Ein Indiz dafür, dass er offenbar ungeniert weitermacht: Vor wenigen Tagen entdeckt der Zivilfahnder den Mann erneut in der Essener Innenstadt.

Drogenfahnder im Ruhrgebiet beklagen deshalb immer wieder ein Urteilsgefälle in Deutschland. Während die bayerische Justiz das Strafmaß bei Drogendelikten voll ausreize, bewege sich die Justiz an Rhein und Ruhr am unteren Ende. Je höher das Kriminalitätsgeschehen, so eine Studie, desto milder die Urteile."
MIGR,WAZ,SECURITY_NEGATIVE,"Mit Blick auf die Erweiterung der Nato um Schweden und Finnland sagte der Minister die Ratifizierung durch das Parlament "" voraussichtlich im Februar""  zu. "" Die Volksvertretung ist jedoch derzeit noch sehr stark mit verschiedenen Europa-Themen beschäftigt. Dabei geht es auch darum, die Vorgaben der EU-Kommission bei der Bekämpfung der Korruption zu erfüllen.""  Die Empfehlung aus Brüssel, mehr als 13 Milliarden Euro Fördermittel für [Andere Gruppe] wegen Mängeln bei der Korruptionsbekämpfung einzufrieren, bezeichnete er als "" lediglich ein politisches Instrument in den Händen der Europäischen Kommission"" . Die ungarische Regierung habe "" viele Fortschritte gemacht, aber es ist noch mehr Arbeit zu tun"" . Er sei sicher: Am Ende werde das Geld fließen.

Die illegale Migration an der Südgrenze zu Serbien sei eine "" Hauptsorge für unsere Sicherheit"" , erklärte der Minister. Die Zahl der versuchten illegalen Grenzübertritte habe sich 2022 im Vergleich zum Vorjahr verdoppelt. Rund 130.000 illegale [Gruppe 1] seien abgeschoben worden. "" Wir haben unsere Polizeikräfte zum Grenzschutz um 2000 Mann verstärkt.""

"
ARM,OSZ,NOT_SECURITY_CRIME,"Die Kinder sind vorerst in Sicherheit. Jamala selbst fliegt von Istanbul nach Berlin, absolviert Fernsehauftritte, will ihre Bekanntheit nutzen, um die Welt aufzurütteln. Sie wolle "" das Leid meines Volkes herausschreien"" , sagt sie - stellvertretend für die Hunderttausenden von Müttern und Kindern, die stumm in den Kellern von Kiew, Mariupol und Charkiw säßen. "" Ich hoffe, Putin wird für all den Schmerz zahlen, den er Millionen von Menschen zugefügt hat. Müttern, die ihre Kinder verloren haben, Kindern, die ihre Eltern verloren haben, tapferen Soldaten, die ihr Leben im Kampf ge­gen diesen verrückten und nicht provozierten Krieg verloren haben."" 

Geboren wurde Susana Alimiwna Dschamaladinowa alias Jamala am 27. August 1983 in Kirgisistan. 1991, nach dem Zerfall der Sowjetunion, kehrte sie mit ihrer Familie auf die Krim zurück, in die Heimat ihres Vaters. Ihre Eltern ließen sich für einige Jahre scheiden, damit ihre Mutter unter ihrem Mädchennamen ein Haus auf der Krim für die Familie kaufen konnte. Der Grund: Die Behörden erlaubten es ethnischen Krimtataren wie ihrem Vater damals nicht, Immobilien auf der Krim zu erwerben. Ihre Vorfahren mütterlicherseits sind [Gruppe 1] aus Berg-Karabach. Noch heute leben ihre Eltern auf der Krim. Es ist, als spiegele sich in Jamalas Familiengeschichte die Geschichte Osteuropas der vergangenen 100 Jahre.

Weit, unendlich weit und unwirklich erscheint ihr in diesen Wochen der Sieg vor sechs Jahren. Damals, als der Kiewer Bürgermeister Vitali Klitschko jubelte: "" Ich bin unglaublich stolz auf die Ukraine, und ich bin Jamala dankbar für diesen Sieg, der für uns alle wichtig ist."" "
JUDE,LVZ,NOT_SECURITY_CRIME,"In einem weiten Kameraflug über das lebendige, bunte Belfast von heute reisen wir zurück in die Vergangenheit seiner Kindheit. Die Kamera fokussiert eine Mauer, auf der düster dreinschauende Männer mit Schiebermützen aufgemalt sind. Wir spähen über diese Mauer -  und fortan ist der Film "" Belfast""  in ein konturenreiches Schwarz-Weiß getaucht.

Hinter der Mauer treffen wir auf einen Neunjährigen und seine Familie. Der Junge in den engen Gassen des Arbeiterviertels heißt Buddy ([Gruppe 1] Hill). Er will, was jeder Neunjährige will: mit seinen Freunden toben, kicken, spielen. Und in die kluge Catherine aus der Bankreihe vor ihm in der Schule hat er sich auch verliebt.

Gerade als Buddy nach Hause zu seiner Mutter zum Essen rennt, dringt ein mit Stangen und Molotowcocktails bewaffneter Mob in seine Straße ein und macht Jagd auf die Katholiken, die hier wohnen. Eingefroren vor Schreck verharrt Buddy auf der Straße. Die Kamera umkreist ihn, bis einem beinahe schwindelig wird."
REFUG,OSZ,NOT_SECURITY_CRIME,"Tino Schomann (CDU), Landrat von Nordwestmecklenburg, ist überzeugt, dass es Brandstiftung war. Von rechts? Auch ein Feuerteufel treibe seit geraumer Zeit in der Region sein Unwesen. Das Feuer sei vom Reet auf dem Dach der Unterkunft ausgegangen. "" Ich bin einfach schockiert"" , sagt er.

Im Vorfeld hätten Unbekannte ein Hakenkreuz auf eine Tafel des Deutschen Roten Kreuzes, Träger der Unterkunft, geschmiert.  Die ukrainischen [Gruppe 1] seien nach dem Brand woanders untergebracht worden. Das DRK sichert Spenden zu. Denn die Familien hätten alles verloren.

"" Wir beobachten, dass Alltagsrassismus zunimmt"" , erklärt Rechtsextremismus-Experte Daniel Trepsdorf aus Schwerin. "" Und, dass sich dies in Krisensituationen an den schwächsten Gruppen niederschlägt, in diesem Fall offenbar [Gruppe 1] aus der Ukraine.""  Der Staat müsse sich gegen Einflüsse von rechts stärker aufstellen. Seiten 5 und 6"
MIGR,LVZ,SECURITY_NEGATIVE,"Spätestens im vergangenen Juni war Payton G. auffällig geworden, als er im Rahmen eines Schulprojekts auf die Frage nach seinem Berufswunsch "" Selbstmordattentäter""  angab. Der damals 17-Jährige wurde zu einem psychologischen Test geschickt. Doch danach passierte nichts mehr. Das Attentat hatte er nach Erkenntnis der Behörden seit Monaten geplant und war dazu eigens aus seinem Heimatort Conklin mehr als 300 Kilometer nordwestlich nach Buffalo gefahren, weil hier  der Anteil der schwarzen Bevölkerung besonders hoch ist.

Den ideologischen Überbau für das Massaker lieferte offensichtlich die Verschwörungsideologie vom "" White Replacement"" , also dem von finsteren Mächten gezielt geplanten Austausch der weißen US-Bevölkerung durch Schwarze und [Gruppe 1]. Dieser Wahn hatte bereits den weißen Antisemiten motiviert, der 2018 insgesamt elf Gläubige in einer Pittsburgher Synagoge erschoss. Gleichwohl breitet sich die Hasslehre immer weiter aus. Fox-Moderator Tucker Carlson hat nach Recherchen der "" New York Times""  in mehr als 400 Sendungen behauptet, die Demokraten wollten das Land durch Einwanderung bewusst verändern und damit ihre politische Mehrheit sichern.

In einem bemerkenswerten Tweet machte die von der Partei geschasste republikanische Abgeordnete Liz Cheney die Führung der Republikaner ausdrücklich für die Ausbreitung des gewaltbereiten Rassismus mitverantwortlich."
REFUG,BADZ,SECURITY_NEGATIVE,"Von Gabriele Lesser 

Auf einem verschneiten Feld steht ein Jeep in Tarnfarben. Nur ein paar hundert Meter sind es bis zu jenem dichten Mischwald, der schon zu Belarus gehört. Hier, auf der polnischen Seite, ist die Staatsgrenze mit einem in drei bis fünf Rollen übereinander gespannten Nato-Draht mit Widerhaken gesichert. So etwas nennt man hier koncertyna. Dieser im vergangenen Herbst hastig errichtete Grenzzaun soll [Gruppe 1] davon abhalten, über die grüne Grenze in die Europäische Union einzureisen. 

Plötzlich geht ein Ruck durch den Jeep, dann scheppert eine Stimme aus den Lautsprechern auf dem Dach: ""Ihre Reise endet hier. Das ist nicht, was Ihnen versprochen wurde. Gehen Sie zurück nach Minsk. Vor dort werden Sie nach Hause gebracht. Ihr Albtraum wird ein Ende haben."""
FRA,Bild,NOT_SECURITY_CRIME,"Marseille (Frankreich) – Erstmals hat ein afrikanisches Land es ins Halbfinale einer Fußball-WM geschafft. Die [Andere Gruppe] warfen die Titelfavoriten Spanien und Portugal aus dem Turnier, sorgten mit Kampf und großer Leidenschaft für Begeisterung.

Nun das Duell um den Einzug ins Finale. Doch das Halbfinale findet ausgerechnet gegen die ehemalige Kolonialmacht Frankreich statt, drei Millionen [Gruppe 1] sind marokkanischer Abstammung. Das riecht nach Ärger …

Einer von ihnen, der am Flughafen von Marseille arbeitet, sagt zu den BILD-Reportern: „Alle [Andere Gruppe] und [Andere Gruppe] sind für Marokko! Ich glaube, es wird nach dem Spiel wild, egal, ob Marokko gewinnt oder verliert.“ Er schaut uns besorgt an, senkt die Stimme und sagt: „Ihr solltet dann aufpassen.“"
REFUG,WAZ,SECURITY_NEGATIVE,"Der Tourismus ist die einzige Einnahmequelle der trockenen Insel, die nach 1872 für ein paar Jahre als Strafkolonie genutzt worden ist. Das Meer ist seit jeher Teil des Lebens der Einwohner von Lampedusa. Es bringt Fische und damit auch Lebensunterhalt und zieht zahlungskräftige Touristen an, die das karibikartige Flair und die Strände der Insel lieben.

Doch Lampedusa muss schon seit Jahren um seinen guten Ruf als Tourismusdestination kämpfen. Denn wegen der Masseneinwanderung afrikanischer  [Gruppe 1], für die die Insel zum Eingangstor nach Europa wurde, gilt Lampedusa mittlerweile kaum mehr als Ferienparadies. Vielmehr ist es nun als Migrantenghetto im Mittelmeer bekannt.

Rund 45.000 [Gruppe 1] sind seit Anfang 2022 auf Lampedusa eingetroffen, das sind 12.000 mehr als im Vorjahreszeitraum 2021. Die Zahl der [Andere Gruppe], die nach gefährlichen Überfahrten die Insel erreichen, hat sich gegenüber dem Vergleichszeitraum 2020 sogar verdreifacht."
RUS,BADZ,SECURITY_NEGATIVE,"europäische union 

Reisebann für [Gruppe 1] 

Tschechien, das derzeit die EU-Ratspräsidentschaft innehat, will den EU-Mitgliedstaaten einen Reisebann für alle [Gruppe 1] vorschlagen. Der Stopp russischer Visa könne eine wirksame Sanktion sein, so Außenminister Jan Lipavsky. Der ukrainische Präsident Wolodymyr Selenskyj hatte einen Reisebann gefordert. [Gruppe 1] sollten ""in ihrer eigenen Welt leben, bis sie ihre Philosophie ändern"", sagte er. Der Kreml nannte dies überzogen. AFP/dpa"
FOR,BADZ,SECURITY_NEGATIVE,"Paris  Ein tödlicher Angriff in Paris erschüttert Frankreich: Bei Schüssen in einem kurdischen Kulturzentrum und in Geschäften hat ein Angreifer am Freitag drei Menschen tödlich verletzt. Drei weitere Menschen erlitten Verletzungen. Wie die Staatsanwaltschaft am Freitag mitteilte, wurde ein Verdächtiger festgenommen. Auch er sei verletzt. Demnach liefen Untersuchungen wegen vorsätzlicher Tötung und schwerer Gewalt.

Der französische Staatschef Emmanuel Macron schrieb auf Twitter: ""Die [Andere Gruppe] in Frankreich waren das Ziel eines niederträchtigen Angriffs mitten in Paris."" Seine Gedanken seien bei den Opfern und ihren Angehörigen. Auch Innenminister Gérald Darmanin schrieb, der Täter habe offensichtlich gezielt [Gruppe 1] angegriffen. ""Es ist nicht klar, ob diese Person wie auch immer politisch engagiert ist, auch wenn ihre Motivation offensichtlich ein Angriff auf [Gruppe 1] war."" Das Motiv sei unbekannt, ein rechter Hintergrund der Tat werde aber geprüft. Für Opfer und Zeugen des blutigen Angriffs richtete die Stadt im Rathaus des zehnten Arrondissements einen psychologischen Dienst ein.

Der Angriff hatte sich im zehnten Pariser Arrondissement ereignet. Laut Stadtteilbürgermeisterin Alexandra Cordebard schoss der Täter in einem kurdischen Gemeindezentrum sowie in einem Restaurant und einem Friseursalon gegenüber dem Zentrum. Die Pariser Polizei rief bei Twitter dazu auf, die Gegend zu meiden. "
RUS,KN,SECURITY_NEGATIVE,"Seitdem ist er Reisender in Kriegen gegen Russland. Erst in Tschetschenien, dann, 2008, in seiner Heimat Georgien, seit 2014 in der Ukraine.

Dass die [Gruppe 1] ihn seit Langem suchen, eine offizielle Untersuchung gegen ihn führen, lässt ihn zumindest äußerlich ungerührt. ""Sie wollen Kriegsverbrecher aus uns machen"", sagt er, ""das ist für mich nur russische Propaganda.""

Mamulashvili ist Gründer und Kommandeur der Georgischen Legion, der nach seinen Worten größten Einheit fremder Kämpfer in der Ukraine. Wie viele Männer genau sie derzeit umfasst, will er nicht sagen, ""weniger als 1000"" ist seine einzige Angabe. Die meisten seien [Andere Gruppe], aber auch [Andere Gruppe], [Andere Gruppe], einige wenige Deutsche, ""derzeit meines Wissens vier"". Als Spezialeinheiten seien sie im Osten und Süden unterwegs, als Aufklärer, ""an den gefährlichsten Orten der Front"". Wobei die Bezeichnung ""Kämpfer"" nur bedingt richtig ist, sie sind keine regulären ukrainischen Soldaten. Als ""Auftragnehmer"" bezeichnet Mamulashvili sie, als solche würden sie bezahlt. In der Sprache des Krieges sind sie Söldner."
REFUG,KN,NOT_SECURITY_CRIME,"

Manchmal gäbe es jede halbe Stunde Bombenalarm, und die Menschen müssten sich schnell in den Schutzbunkern in Sicherheit bringen. Trotzdem versuchten die Bewohner von Lutsk einen normalen Alltag aufrecht zu erhalten, gingen ihrer Arbeit nach, berichten die beiden Schwestern Dana Spasovska  und Iryna Kozlova  über ihre Heimatstadt. In der 210  000-Einwohner-Stadt im Nordwesten der Ukraine ist es im Vergleich zu anderen Regionen zwar noch friedlich, doch die ständigen Bombenwarnungen machen Angst. Die Stadt ist voller [Gruppe 1] aus den umkämpften Gebieten. Dana Spasovska und ihre achtjährige Tochter Yeva sowie Iryna Kozlova mit der eineinhalbjährigen Yara wurden gleich zu Beginn des Krieges von ihren Ehemännern gedrängt, die Ukraine zu verlassen. ""Wir hatte die rosarote Brille auf und dachten, der Krieg würde schnell vorbeigehen"", erzählt Spasovska auf Englisch. Ihr Mann betreibt ein Sportgeschäft, der Schwager ist Berufssoldat. Die Frauen packten Sachen für eine Woche und flohen im Auto Richtung polnischer Grenze. 35 Stunden haben sie in einer Autoschlange inmitten von anderen Wagen voller Frauen und Kinder warten müssen, bis sie die Grenze passieren konnten. ""Das war schlimm"", sagt die 35-jährige Künstlerin, die in ihrer Heimat Souvenirs aus Zement herstellt. Iryna Kozlova (27) ist Fitnesstrainerin.

"
JUDE,TA,NOT_SECURITY_CRIME,"Mariupol wird seit Wochen belagert. Die russische Armee hatte am Freitag erklärt, sie sei in die Stadt eingedrungen und kämpfe dort an der Seite von Separatisten aus Donezk. Nach eigenen Angaben sind russische Truppen im Osten der Ukraine um zwölf Kilometer vorgerückt. Nach ukrainischen Angaben ist der Frontverlauf dagegen "" praktisch eingefroren"" . Mariupol ist von aller Versorgung abgeschlossen. Auch in anderen Städten wird die Lage immer prekärer. Der Nothilfe-Koordinator des Welternährungsprogramms, Jakob Kern, sagte, Hunderttausende Frauen und Kinder könnten nicht versorgt werden.

Die Belagerung Mariupols werde als "" Kriegsverbrechen""  Jahrhunderte in Erinnerung bleiben, sagte der ukrainische Präsident Wolodymyr Selenskyj am Sonntag.  In einer Videobotschaft an Israels Parlament setzte Selenskyj Russland mit Nazi-Deutschland gleich und warf dem Kreml vor, eine "" Endlösung""  in Bezug "" auf die ukrainische Frage""  zu suchen. Der Präsident hat jüdische Wurzeln; er bezog sich auf die "" Endlösung der Judenfrage"" , wie das NS-Regime die Ermordung von Millionen [Gruppe 1] genannt hatte.

Russland forderte die ukrainischen Truppen in Mariupol auf, die Stadt am Montagvormittag kampflos zu verlassen. Dazu solle zwischen 10 und 12 Uhr Moskauer Zeit (8 bis 10 Uhr MEZ) ein Korridor eingerichtet werden, teilte Generalmajor Michail Misinzew mit."
MIGR,OSZ,SECURITY_NEGATIVE,"Oberstaatsanwältin Judith Henkel schildert in einer Veranstaltungshalle in Veitshöchheim bei Würzburg die dramatischen Minuten am Tattag, dem 25. Juni 2021. Kurz nach 17 Uhr betritt der Beschuldigte ein Kaufhaus am Barba­rossaplatz. Nach nicht einmal fünf Minuten sind drei Menschen tot. "" Die Arg- und Wehrlosigkeit der Geschädigten nutzte der Beschuldigte bewusst aus und handelte in feindseliger Willensrichtung gegen das Opfer.""  Drei Frauen im Alter von 24, 49 und 82 Jahren sterben. Vier weitere Frauen, ein damals elfjähriges Mädchen und ein 16-Jähriger überleben schwer verletzt. Hinzu kommen drei Leichtverletzte. Verteidiger Schrepfer versichert, sein Mandant habe sich für die Tat entschuldigt und empfinde Mitgefühl.

Fast 30 Verhandlungstage, 55 Ordner Akten: Bis September könnte das Gericht in dem Sicherungsverfahren verhandeln. Der [Gruppe 1], der 2015 erstmals in Deutschland registriert wurde und seither mehrmals wegen psychischer Probleme aufgefallen war, soll nach dem Willen der Generalstaatsanwaltschaft in einer Psychiatrie unterkommen - womöglich lebenslang.

Bis zur Tat wohnte der Mann in einer Obdachlosenunterkunft in Würzburg. Sein Alter ist unklar. Wie viele [Gruppe 1] aus Bürgerkriegsländern kam er offenbar ohne Pass. Er sei 1989 geboren, sagt der Beschuldigte vor Gericht."
BGR,OSZ,SECURITY_NEGATIVE,"Der Geiselnehmer des Überfalls auf einen Apple Store mitten in Amsterdam hatte nach Angaben der Polizei Sprengstoff bei sich. Es habe sich aber nicht um scharfes Explosionsmaterial gehandelt, teilte die Polizei am Mittwoch mit. Sie stellte zwei Waffen sicher, darunter eine halbautomatische. Die Tat endete am späten Dienstagabend glimpflich. Der mutmaßliche Täter, ein Mann aus Amsterdam, wurde überwältigt und schwer verletzt, so gestern ein Polizeisprecher.

Die Geisel, ein [Gruppe 1], blieb unverletzt, ebenso wie etwa 70 Menschen, die zur Zeit des Überfalls in dem Geschäft waren. Auf Bildern in sozialen Netzwerken sah man den Täter - in einer Hand eine Schusswaffe, die Geisel im Würgegriff. Er drohte damit, sich in die Luft zu sprengen. Als die Polizei eintraf, eröffnete der Mann das Feuer.

Tatort: In einem Apple Store hatte ein Mann einen [Gruppe 1] als Geisel genommen und rund 70 Menschen bedroht."
REFUG,TA,NOT_SECURITY_CRIME,"Kiew/Berlin/Brüssel Trotz der internationalen Appelle für ein Ende des Kriegs hat Russland seine Angriffe auf die Ukraine verschärft. Aus der ukrainischen Hauptstadt Kiew wurde am Dienstag ein Raketenangriff auf den Fernsehturm gemeldet, der aber stehenblieb. Im Zentrum der zweitgrößten Stadt Charkiw gab es eine gewaltige Explosion. Auf Kiew bewegte sich ein riesiger Militärkonvoi von wohl mehr als 60 Kilometern Länge zu.

Bundeskanzler Olaf Scholz (SPD) und UN-Generalsekretär António Guterres forderten den russischen Präsidenten Wladimir Putin erneut auf, den Krieg sofort zu beenden. Die Uno rechnet mit bis zu vier Millionen [Gruppe 1].

Die Nato hat für Freitag eine Dringlichkeitssitzung der Außenminister aller Mitgliedstaaten einberufen. Bei dem Treffen soll es unter anderem um die Verstärkung der Verteidigung an der Ostflanke gehen. Die EU zeigte sich unterdessen offen für eine von der Ukraine beantragte Mitgliedschaft. Dies werde jedoch ein "" langer Weg"" , sagte Kommissionspräsidentin Ursula von der Leyen. dpa Seiten 5 bis 8"
RUS,MOPO,SECURITY_NEGATIVE,"Die ""FAZ"" berichtet, er sei als Ersatzredner kurzfristig geladen worden, das Publikum habe teilweise mit Buhrufen reagiert und den Saal verlassen. In Reichsbürgerkreisen horchte man aber auf - und der Prinz stilisierte sich dort nach und nach zur Führungsfigur. Als zukünftiger König von Deutschland, sozusagen.

Sein Jagdschloss Waidmannsheil in Thüringen wurde zu einer Art Zentrale der Umbruchsplanung. Und beim Putsch sollten auch die [Gruppe 1] behilflich sein: Heinrichs Lebensgefährtin, die [Gruppe 1] Vitalia B., steht unter Verdacht, ihm ""bei der Kontaktaufnahme zu Vertretern der Russischen Föderation behilflich"" gewesen zu sein, so Ermittler. Aber ""es gibt keine Anhaltspunkte dafür, dass die Ansprechpartner auf sein Ansinnen positiv reagiert haben"", heißt es weiter.

Jetzt erstreckt sich das Reich von Heinrich XIII. statt auf einen Staat nur auf ein paar Quadratmeter - er sitzt in Untersuchungshaft. Ob der Prinz, den eine Bekannte in der ""FAZ"" als ""früher nicht nur von der Art her adlig"" beschreibt, dort zur Besinnung kommt? Hoffen kann man es ja."
CHN,BADZ,SECURITY_NEGATIVE,"PEKING Mit Staunen schaut die Welt derzeit auf China, wo die Regierung innerhalb weniger Tage ihre radikalen Lockdown-Maßnahmen aufgegeben hat. Nicht nur der wirtschaftliche Druck hat zur überstürzten Abkehr von ""Null Covid"" geführt. Der Zeitpunkt der Öffnung legt nahe, dass vor allem die landesweite Protestbewegung vor zwei Wochen die Staatsführung zum Einlenken gebracht hat. Weniger bekannt ist jedoch, welch hohen Preis die Demonstranten für ihre Zivilcourage zahlen müssen. 

Während der Protestnacht Ende November reagierte der Sicherheitsapparat insbesondere in der Hauptstadt Peking mit demonstrativer Zurückhaltung. Unter den Augen der Auslandskorrespondenten kam es trotz der massiven Polizeipräsenz zu keinen dokumentierten Festnahmen. Doch die Stille war trügerisch. Etliche [Gruppe 1] erhielten in den Tagen nach dem Protest Besuch von der Polizei. Einen Fall hat die New York Times recherchiert, die mit einem Teilnehmer aus Peking sprach: Der hatte in jener Nacht mit einer Sturmhaube sowie Taucherbrille seine Identität zu schützen versucht und sogar im Gebüsch seine Winterjacke gewechselt. Geholfen hat dies wenig. Am nächsten Tag standen die Polizisten vor seiner Haustür. Nach einem aggressiven Verhör ließen sie ihn jedoch mit einer Verwarnung davonkommen. 

Andere Demonstranten hatten weniger Glück, wie eine Recherche der französischen Zeitung Le Monde belegt: Deren Shanghai-Korrespondent interviewte einen [Gruppe 1], der 30 Stunden lang in Untersuchungshaft gehalten wurde, sich dort für eine Leibesvisitation nackt ausziehen musste und mit homophoben Beleidigungen beschimpft wurde. Das Smartphone des jungen Mannes zogen die Polizeibeamten ein. "
MUSL,MAZ,NOT_SECURITY_CRIME,"Allerdings pflegen auch nicht alle muslimischen Gemeinden Transparenz. Das wird etwa bei der Al Hijra-Moschee deutlich, die vor vier Jahren aufgrund eines ZDF-Berichts schwer in die Islamismus-Kritik geraten war. Damals suchte man aufgrund der Kritik das Gespräch, es gab Besuche bei Zeitungen und im Integrationsbeirat. Doch wie Isabell Gemperlein, Pressesprecherin der Stadt, mitteilt, gibt es mit der Moschee in der Volxheimer Gasse keinen Kontakt mehr. Auch mit der nun wieder ins Visier geratenen Ibadullah-Moschee gibt es keine offizielle Kommunikation.

Es ist auch schwierig für die Verwaltung, einen Zugang zu den religiösen Gemeinschaften mit muslimischem Hintergrund herzustellen - denn es sind eben nicht immer reguläre ""Gotteshäuser"", sondern diverse Gruppen unterschiedlichster Glaubensausprägung, die sich nicht einmal wechselseitig als [Gruppe 1] anerkennen, sondern sich durchaus auch gegenseitig als ""Sekten bezeichnen"" (Gemperlein).

Auf der Internetseite der Stadt sind unter ""Kirchen"" vor allem christliche Glaubensgemeinschaften aufgeführt. Es fällt auf, dass hier gerade einmal zwei muslimische Gruppen aufgeführt sind - die Ditib in der Mühlenstraße und der ""Islamische Verein"" in der Viktoriastraße 60. Das ist seltsamerweise die Adresse der Ibadullah-Moschee, an deren Briefkasten geschmiert steht: ""Sport- und Kulturverein"". Übrigens mit dem vielsagenden Hinweis: ""Fotografieren verboten""."
RUS,KN,SECURITY_NEGATIVE,"Schon im Februar zu Beginn des Krieges marschierten aus der Region Gomel im Süden von Belarus russische Einheiten in den Norden der Ukraine ein - von dort ist es nicht weit nach Kiew. Und auch jetzt berichten Augenzeugen von erhöhten militärischen Aktivitäten in der Region. Laut ukrainischem Generalstab in Kiew wächst die Gefahr eines zweiten Überfalls von Belarus aus, die militärischen Aktivitäten Russlands dort hätten zugenommen.

Zwar beteuert Machthaber Alexander Lukaschenko in Belarus, dass er sich nicht einmischen werde in den Krieg in der Ukraine. Doch die Ukraine sieht Belarus schon seit Beginn von Putins Krieg vor rund acht Monaten als Kriegspartei. Lukaschenko stellte damals den [Gruppe 1] in Belarus Militärbasen für Angriffe auf das benachbarte Land zur Verfügung.

In der Ukraine gehen die Kämpfe weiter. Präsident Wolodymyr Selenskyj warnte vor einer möglichen Sprengung des Wasserkraftwerks Kachowka. ""Russland schafft bewusst die Grundlage für eine groß angelegte Katastrophe im Süden der Ukraine"", sagte der Staatschef in einer Videoansprache beim EU-Gipfel. Kiew lägen Informationen vor, dass Moskau das Gelände vermint habe und einen Angriff unter falscher Flagge plane. Unabhängig überprüfen ließ sich das nicht."
HUN,TA,SECURITY_NEGATIVE,""" Wir können nicht weiter von Krise zu Krise agieren"" , mahnt der Vizepräsident der EU-Kommission, Margaritis Schinas, im Vorfeld des Ministertreffens. Schinas drängt darauf, endlich den von der Kommission vorgeschlagenen EU-Migrationspakt zu beschließen: Mehr Außengrenzschutz, schnelle Abschiebung von chancenlosen [Andere Gruppe], eine solidarische Verteilung der anderen [Andere Gruppe]. Doch eine Einigung auf die Vorschläge ist nicht in Sicht, die EU-Staaten sind heillos zerstritten. Die Länder an der südlichen EU-Außengrenze helfen sich, indem sie entgegen der Rechtslage viele [Andere Gruppe] weiterreisen lassen, damit sie ihren Asylantrag anderswo stellen -  auch in Deutschland, wo bis Oktober 160.000  Erstanträge registriert wurden, 40 Prozent mehr als im Jahr zuvor. Das ist noch immer weit entfernt von der Lage während der Flüchtlingskrise 2015.

Aber die Nerven liegen in vielen Hauptstädten blank, wegen der allgemeinen Krisenlage und weil zugleich Millionen Ukraine-[Andere Gruppe] zu versorgen sind. So haben die Regierungen der EU-Länder Österreich und [Gruppe 1] soeben angekündigt, zusammen mit Beitrittskandidat Serbien auf eigene Faust den Außengrenzschutz massiv auszubauen. "" Das Asylsystem der EU ist gescheitert"" , schimpft Österreichs Kanzler Karl Nehammer. Italien, Griechenland, Zypern und Malta beklagen in einem Brandbrief den unsolidarischen Umgang Europas mit der Krise und fordern vor allem Restriktionen für private Seenotretter. Der Umgang mit dem Seenotrettungsschiff "" Ocean Viking"" , das von Italien abgewiesen wurde und mit seinen 234 [Andere Gruppe] nach langem Tauziehen im südfranzösischen Toulon anlegen durfte, hat zu einem Zerwürfnis der Regierungen in [Andere Gruppe] und Paris geführt.

Vor allem auf ihr Drängen wurde das Krisentreffen einberufen, zu dem EU-Innenkommissarin Ylva Johansson gleich noch einen Aktionsplan für das zentrale Mittelmeer vorlegt: Die Zusammenarbeit mit Herkunfts- und Durchreiseländern soll intensiviert werden. Für private Seenotrettungsschiffe könnte es spezielle Richtlinien geben. Zudem soll die freiwillige Verteilung von [Andere Gruppe] innerhalb der EU beschleunigt werden. "" Eine deutliche Mehrheit der Menschen, die über die zentrale Mittelmeerroute ankommen, braucht keinen internationalen Schutz"" , sagt Johansson. Die Menschen etwa aus Ägypten, Tunesien und Bangladesch wollten meist in der EU Geld verdienen, hätten aber keine Chance auf Asyl. Deshalb habe es "" sehr hohe Priorität"" , die [Andere Gruppe] vom Einstieg in die Schlepper-Boote abzuhalten."
