group,pub,label,text_block
UKR,OSZ,NOT_SECURITY_CRIME,"Während in der Ukraine die Kämpfe toben, leitet Deutschland eine historische Wende ein: Bundeskanzler Olaf Scholz will die Bundeswehr mit 100 Milliarden Euro massiv stärken. An Tag vier des russischen Feldzugs im Nachbarland gab es gestern wieder heftige Gefechte um die Millionenstädte Kiew und Charkiw.

Hunderttausende Menschen sind auf der Flucht. Russlands Präsident Wladimir Putin sorgte für eine weitere Verschärfung des Konflikts, indem er die Abschreckungswaffen der Atommacht in besondere Alarmbereitschaft versetzen ließ. Die Ukraine stimmte Friedensverhandlungen mit Russland an der Grenze zu Belarus zu. In vielen Städten Deutschlands und anderer Länder demon­strierten Menschen für Frieden und forderten ein Ende des Ukraine-Krieges. Auch in Russland kam es zu Protesten. In Berlin gingen mehr als 100 000 Menschen auf die Straße. Auch in MV gab es Friedensdemos. So bekundeten u.a. in Rostock, Greifswald und Wismar Hunderte Menschen ihre Solidarität mit den [Gruppe 1].

Putin hatte am Donnerstag den Angriff auf die Ukraine gestartet -  eine Zeitenwende, wie Scholz in einer Sondersitzung des Bundestags gestern sagte. "" Das bedeutet: Die Welt danach ist nicht mehr dieselbe wie die Welt davor.""  Deshalb werde Deutschland in einer "" großen nationalen Kraftanstrengung""  mehr in Sicherheit investieren. Ein "" Sondervermögen""  von 100 Milliarden Euro solle für Investitionen und Rüstungsvorhaben genutzt werden."
UKR,WAZ,NOT_SECURITY_CRIME,"Am Sonntag sorgte der russische Präsident Wladimir Putin für eine weitere Verunsicherung in Europa: Er versetzte die Atomstreitkräfte des Landes in Alarmbereitschaft -  angeblich als Reaktion auf das "" aggressive Verhalten der Nato"" . Das zeige den Ernst der Lage, so Nato-Generalsekretär Jens Stoltenberg.

In einer Sondersitzung des Bundestags kündigte Scholz am Sonntag ein einmaliges "" Sondervermögen""  von 100 Milliarden Euro und eine deutliche Aufstockung der jährlichen Verteidigungsausgaben an. Nötig sei eine "" große nationale Kraftanstrengung"" . "" Klar ist: Wir müssen deutlich mehr investieren in die Sicherheit unseres Landes, um auf diese Weise unsere Freiheit und unsere Demokratie zu schützen"" , sagte Scholz in seiner Regierungserklärung. Er verurteilte den russischen Angriff auf die Ukraine scharf und nannte ihn eine weitgehende Zäsur. "" Wir erleben eine Zeitenwende"" , sagte er. "" Das bedeutet: Die Welt danach ist nicht mehr dieselbe wie die Welt davor.""  Mit dem Überfall auf die Ukraine habe Putin kaltblütig einen Angriffskrieg vom Zaun gebrochen. "" Der Krieg ist eine Katastrophe für die Ukraine. Aber: Der Krieg wird sich auch als Katastrophe für Russland erweisen.""  Putin solle "" unsere Entschlossenheit nicht unterschätzen, gemeinsam mit unseren Alliierten jeden Quadratmeter des Bündnisgebietes zu verteidigen.""  Deutschland stehe an der Seite der [Gruppe 1] und [Gruppe 1].

Oppositionsführer Friedrich Merz (CDU) sagte dem Kanzler die Unterstützung der Union bei Rüstungsinvestitionen und Sanktionen gegen Russland zu. Er bescheinigte Scholz, eine "" gute Regierungserklärung""  gehalten zu haben. Das klare Signal des heutigen Tages sei: "" Genug ist genug. Das Spiel ist aus."""
HUN,KN,NOT_SECURITY_CRIME,"Genaue Zahlen zur künftigen deutschen Truppenpräsenz in Litauen nannte Lambrecht nicht. In dem an die russische Exklave Kaliningrad grenzenden Land ist die Bundeswehr bereits jetzt mit mehr als 1000 Soldaten Führungsnation in einem Nato-Gefechtsverband. Von der neuen multinationalen Kampftruppenbrigade sollen nach ersten Planungen nur Teile in Litauen stationiert werden. Andere sollen in Bereitschaft in den jeweiligen Truppenstellerstaaten bleiben können. ""Das ist das richtige System. Abschreckung durch Präsenz und Gewährleistung durch ganz schnelle Unterstützung"", sagte Lambrecht.

Lettlands Verteidigungsminister Artis Pabriks betonte, den baltischen Staaten gehe es neben der Aufstockung von Truppen auch um eine verbesserte Planung für den Ernstfall, um die Verlegung von militärischer Ausrüstung sowie den Aufbau von Führungsstrukturen. Vor allem die drei baltischen Staaten Estland, Lettland und Litauen dringen seit Beginn des russischen Angriffs auf die Ukra­i­ne auf eine deutlich größere Unterstützung durch Bündnispartner, weil sie sich ebenfalls von Russland bedroht fühlen. Zudem werden [Andere Gruppe], die Slowakei, [Gruppe 1], Rumänien und Bulgarien zu den Ostflankenstaaten gezählt.

In allen acht Ländern gibt es bereits multinationale Nato-Gefechtsverbände. In der Slowakei, in [Gruppe 1], Rumänien und Bulgarien wurden sie allerdings erst kurzfristig nach Russlands Angriff auf die Ukraine aufgebaut, um die Abschreckung und Verteidigung zu stärken. Über die dauerhafte Verstärkung der Nato-Ostflanke soll nun bei einem Gipfeltreffen Ende Juni in Madrid abschließend entschieden werden. Bei ihm wird es zudem auch darum gehen, wie die Nato auch in anderen Gebieten noch schlagkräftiger werden kann."
RUS,KN,NOT_SECURITY_CRIME,"Russland hatte die Ukra­­i­ne am 24. Februar überfallen. Seitdem mussten die russischen Truppen bereits mehrfach größere militärische Niederlagen einstecken. Als eines der aus Kremlsicht größten Debakel gilt der Rückzug aus dem ost­ukra­i­ni­schen Gebiet Charkiw Mitte September. Russland hatte das Gebiet Cherson in den ersten Kriegswochen weitgehend besetzt und im September - ebenso wie die Regionen Saporischschja, Luhansk und Donezk - annektiert. International wird die russische Einverleibung Chersons nicht anerkannt und als Bruch des Völkerrechts gewertet.

Mit Cherson gibt die russische Armee nun eine Fläche von etwa 4800 Quadratkilometern auf. Der Verlust der Region werde Russland wahrscheinlich sein strategisches Ziel verwehren, eine russische Landbrücke bis zur Hafenstadt Odessa aufzubauen, so die britischen Geheimdienste. Ukra­i­ni­sche Angriffe auf die Nachschubrouten der [Gruppe 1] hätten deren Position in Cherson unhaltbar gemacht.

Der britische Premier Ri­shi Sunak und der ukra­i­ni­sche Präsident Wolodymyr Selenskyj seien sich einig, dass man Vorsicht walten lassen müsse, bis über der Stadt Cherson tatsächlich wieder die ukra­i­ni­sche Flagge gehisst sei, hieß es nach einem Telefonat der beiden aus der Downing Street. Der Rückzug sei ein Zeichen der Schwäche der russischen Offensive und demonstriere den starken Fortschritt der ukra­i­ni­schen Truppen. Sunak habe außerdem bestätigt, dass London der Ukra­i­ne weitere militärische Unterstützung zukommen lassen wolle, darunter 1000 zusätzliche Boden-Luft-Raketen und militärische Spezialausrüstung für den Winter."
REFUG,KN,NOT_SECURITY_CRIME,"Steinmeier und Duda bekräftigten, dass die Ukraine in ihrem Kampf gegen die russische Aggression weiterhin mit der vollen Unterstützung beider Länder rechnen könne. ""Deutschland hat nach dem Angriff Russlands auf die Ukraine viele Weichen neu gestellt - politisch, wirtschaftlich und auch militärisch"", sagte Steinmeier. Er nannte Russlands Vorgehen einen ""Epochenbruch"" und versicherte, die Bereitschaft in der deutschen Bevölkerung zur Unterstützung der Ukraine sei sehr groß.

Duda erläuterte, [Andere Gruppe] habe die Ukraine bisher mit insgesamt 2 Milliarden Dollar unterstützt, und die Ausrüstungen, die [Andere Gruppe] liefere, würden sich bewähren. Derzeit würden sich nach Schätzungen etwa drei Millionen ukrainische [Gruppe 1], vor allem Frauen und Kinder, in [Andere Gruppe] befinden und man müsse damit rechnen, dass die Zahlen in Anbetracht des Winters weiter steigen.

""Auch die deutschen Behörden sollten sich darauf einstellen"", sagte Duda, denn die russische Taktik der Zerstörung der Infrastruktur in der Ukraine werde sehr wahrscheinlich noch mehr Menschen zur Flucht vor Kälte und Not zwingen."
UKR,BADZ,NOT_SECURITY_CRIME,"Yannick Bury (CDU)

Yannick Bury sieht einen wichtigen Schritt des Parlaments, ""um diesen barbarischen Krieg zu beenden und Druck für eine diplomatische Lösung aufzubauen"". Die Lieferung schwerer Waffen sei notwendig, denn ""die [Gruppe 1] und [Gruppe 1] verteidigen auch unsere Freiheit"", sagt Bury, der sich die Entscheidung nicht leicht gemacht habe. ""Uns muss klar sein, dass der Angriff auf die Ukraine schon jetzt ein Angriff auf Europa ist"", sagt er auch mit Blick auf Cyberangriffe. Je schneller Russlands Vormarsch zum Erliegen komme, umso schneller enden aus Burys Sicht Krieg und vor allem Kriegsverbrechen. Neben Moldau und Georgien sei auch das Baltikum bedroht. Auch die Sanktionsschraube gegen Russland müsse weiter angezogen werden, vor allem ein Ölembargo sei notwendig.

Thomas Seitz (AfD)"
REFUG,WAZ,NOT_SECURITY_CRIME,"

Der Gedanke, dass Putins Kriegskasse fleißig von uns gefüllt wird, ist kaum zu ertragen. Die immer lauteren Forderungen nach einem Boykott sind absolut nachvollziehbar. Zugleich stellt sich aber die Frage, ob ein sofortiges Embargo der einzige sinnvolle Schritt wäre. Wenn Deutschland in eine tiefe Rezession stürzt, ist der Ukraine damit auch nicht geholfen. Schon jetzt werden hohe Summen für humanitäre Hilfe, die Unterbringung von [Gruppe 1] und auch immer mehr für die Lieferung von Waffen bereitgestellt. Dieses Engagement ist weiter auszubauen.

Nürnberger Nachrichten  zur Debatte über ein Gasembargo"
CHN,BADZ,NOT_SECURITY_CRIME,"Die Antwort auf all diese Fragen ist nicht schwarz oder weiß, sondern sie ist grau. Der Freiburger Ökonom Oliver Landmann hat zurecht von einem Wirtschaftskrieg gesprochen. Ziel des Westens ist zum einen, Putin und die russische Macht- und Wirtschaftselite persönlich mit Sanktionen zu bestrafen. Zum anderen sollen Exportverbote für Hightech-Güter, aber auch das Einfrieren von Devisen der russischen Zentralbank im Ausland dafür sorgen, dass die russische Kriegsmaschinerie geschwächt wird. 

Diese Ansätze sind legitim, weil sie dazu dienen, Freiheit und Selbstbestimmung zu verteidigen, ohne die eine gute Gesellschaft nicht zu denken ist. Ihr Schutz ist so wichtig, dass selbst ein Verzicht auf Gaslieferungen aus Russland gerechtfertigt ist, auch wenn er den Wohlstand in der Bundesrepublik erheblich verringern würde. Der Energieträger ist eine wichtige Einnahmequelle des Kremls, die den Krieg in der Ukraine stützt. [Andere Gruppe] oder [Gruppe 1] lassen sich vermutlich gerne mit dem Geld für militärischen Nachschub bezahlen. 

Es darf auch nicht sein, dass deutsche Technik in Russland landet, die hilft, russische Panzer oder Flugzeuge tödlicher zu machen. Westliche Firmen, die so etwas herstellen, haben in Russland nichts verloren. Das gilt auch für den Fall, dass die Güter zwar zivil genutzt werden, aber auch vom Militär gebraucht werden können (Dual Use). "
HUN,LVZ,NOT_SECURITY_CRIME,"Die Bundesregierung hat die Entscheidung für ein Einfrieren von EU-Milliardenzahlungen an [Gruppe 1] begrüßt. Man hätte sich gewünscht, dass wie ursprünglich vorgeschlagen noch mehr Mittel zurückgehalten werden, sagte Europastaatsministerin Anna Lührmann am Dienstag am Rande eines EU-Treffens in Brüssel. Auch das aktuelle Ergebnis von 6,3 Milliarden Euro sei aber ein wirklich guter Schritt vorwärts und ein historisches Signal. "" Das ist ein ganz wichtiges Zeichen für die Stärkung der Rechtsstaatlichkeit in Europa"" , sagte die Grünen-Politikerin.

Eine große Mehrheit der EU-Staaten hatte sich am Montagabend darauf verständigt, für [Gruppe 1] vorgesehene Zahlungen aus dem europäischen Gemeinschaftshaushalt einzufrieren. Wegen der Sorge, dass EU-Gelder in dem Land wegen unzureichender Korruptionsbekämpfung veruntreut werden, sollen bis auf Weiteres 6,3 Milliarden Euro blockiert werden.

Die Summe liegt um rund 1,2 Milliarden Euro niedriger als von der EU-Kommission vorgeschlagen und von Ländern wie Deutschland gewünscht. Die Einigung gilt aber dennoch als großer Erfolg, da [Gruppe 1] nun unter Druck steht, weitere Reformen zur Verbesserung der Rechtsstaatlichkeit vorzunehmen. Reduziert wurde die Summe, weil mehrere EU-Staaten anerkennen wollten, dass die rechtsnationale Regierung von Ministerpräsident Viktor Orban in den vergangenen Wochen bereits Anstrengungen in diese Richtung unternommen hat."
USA,LVZ,NOT_SECURITY_CRIME,"Zumindest ein Teil des Anstiegs der Fallzahlen bei Kinderpornografie hat aber auch mit der konsequenteren Verfolgung der Taten zu tun. "" Ein wichtiger Faktor ist das Engagement großer Telemedienanbieter wie etwa Facebook und Google im Kampf gegen kinderpornografische Inhalte"" , sagt Behördensprecher Anders. Plattformen wie diese dürfen per Beschluss des EU-Parlaments vom Juli 2021 private Nachrichten ihrer Nutzer in der Europäischen Union künftig nach Fotos und Videos missbrauchter Kinder scannen. Stoßen sie dabei auf strafbare Inhalte, senden sie einen Report an das National Center for Missing & Exploited Children (NCMEC) in den USA. Inzwischen kooperieren auch weitere Anbieter sozialer Netzwerke wie Tik Tok sowie Kik-Messenger mit dem NCMEC und verbessern ihre Algorithmen zur Erkennung von Kinderpornografie.

[Gruppe 1] verständigen das Bundeskriminalamt

"" Stellt das NCMEC eine Betroffenheit von Deutschland fest, leitet es den Vorgang an das Bundeskriminalamt weiter"" , schildert Anders. "" Dort werden erste Ermittlungen zum Tatverdächtigen geführt und der Vorgang zeitnah an die Poli- zeien der Länder abgegeben.""  Seit dem Jahr 2021 ist das so, vorher hatte das Bundeskriminalamt lediglich die Generalstaatsanwaltschaft Frankfurt/Main eingebunden. "" Dies hat zu einer deutlichen Beschleunigung des Prozesses geführt"" , sagt der LKA-Sprecher. Etwa 30 Prozent des Anstiegs der Fallzahlen ließen sich damit erklären."
UKR,LVZ,NOT_SECURITY_CRIME,"

Sein fünfjähriger Sohn habe ihn gefragt, ob der Krieg auch hierher komme, sagte Leipzigs Erster Bürgermeister Torsten Bonew (CDU). Schon dieser Satz zu Beginn seiner Rede machte klar, dass die Stimmung beim Jahresempfang der Bundeswehr am Donnerstagabend anders war als sonst. Als nicht ein Krieg tobte, nur rund 1000 Kilometer von Deutschland entfernt. Er habe seinem Sohn gesagt: "" Ich hoffe, dass das nicht passiert, weil wir hier eine Armee haben, die uns beschützt.""  Bonew erzählte, dass seine Familie durch die Kontakte zur Partnerstadt Kiew fünf [Gruppe 1] bei sich aufgenommen habe, eine Mutter mit ihren drei Töchtern und die Großmutter. Schon im Januar hätten diese ihre Taschen gepackt. Für diese Menschen habe der Krieg schon 2014 begonnen, mit dem Überfall Russlands auf die Krim, berichtete der Beigeordnete für Finanzen.

Er mahnte vor den 250 Gästen aus Politik, Wirtschaft und Militär in der Leipziger General-Olbricht-Kaserne: "" Wir müssen uns als Gesellschaft mehr zur Bundeswehr bekennen. Da ist noch Luft nach oben.""  Es sei schlimm, dass erst dieser Krieg der Gesellschaft vor Augen geführt habe, wie schlecht die Bundeswehr ausgerüstet ist."
RUS,BADZ,NOT_SECURITY_CRIME,"Laut Wenediktowa werden in der Ukraine derzeit 15000 Fälle mutmaßlicher Kriegsverbrechen untersucht. ""Und jeden Tag kommen 200 bis 300 neue Fälle hinzu"", betonte die Generalstaatsanwältin. Etwa 1000 Verfahren beträfen mutmaßliche Verbrechen im russisch besetzten Donbass. ""Dort können unsere Ermittler zwar nicht vor Ort arbeiten, aber sie können zum Beispiel [Andere Gruppe] befragen"", so Wenediktowa.

Fünf [Gruppe 1] wurden in der Ukraine bereits wegen Kriegsverbrechen verurteilt, so die oberste ukrainische Anklägerin - drei Soldaten wegen Mordes und zwei [Gruppe 1] wegen Zerstörung öffentlicher Einrichtungen. Weitere 80 Verdächtige sind den ukrainischen Ermittlern bekannt. 

Ein niederländischer Journalist fragte, ob es nicht zu früh sei, solche Prozesse zu führen, während im Land noch Krieg herrsche. ""So etwas fragen nur [Andere Gruppe]"", sagte Wenediktowa und schüttelte den Kopf - ""zu Hause werden wir gefragt, warum alles so lange dauert"". Man bringe die Fälle einfach dann vor Gericht, wenn sie ausermittelt seien. "
ASYL,BADZ,NOT_SECURITY_CRIME,"Bei den Deliktarten dominieren die Vermögens- und Fälschungsdelikte mit 33 Fällen. In diesem Bereich gab es auch eine nennenswerte Zunahme um gut 22 Prozent. In diese Rubrik fallen unter anderem solche Delikte, die in der Anonymität des Internets begangen werden. Die Aufklärungsquote liegt hier entsprechend niedrig bei gut 33 Prozent. 

Keine Angriffe gegen PolizeibeamteStraftaten gegen das Leben, zu denen neben Tötungsdelikten unter anderem auch die Aussetzung gehört, gab es erfreulicherweise keine. Straftaten gegen die sexuelle Selbstbestimmung wurden sechs angezeigt, zwei mehr als im Vorjahr. Die Aufklärungsquote betrug hier hundert Prozent. Das Gleiche gilt für die sieben Körperverletzungen. Fälle häuslicher Gewalt gegen den Partner gab es in vier Fällen, Gewalt gegen Polizeibeamte gab es wie im Vorjahr gar nicht. Erfreulich ist auch die Tatsache, dass im Berichtszeitraum lediglich ein Wohnungseinbruch gemeldet wurde, der sich später jedoch als Fehlalarm erwiesen hat. Besonders positiv bewerten die beiden Polizeibeamten auch den mit 7,7 Prozent sehr niedrigen Anteil von Jugendlichen an den ermittelten Straftätern. ""Einen solchen Wert hatten wir noch gar nie,"" freute sich Thomas Ciesel. ""Sie haben in Vogtsburg überhaupt kein Problem mit der Jugend"", lobte der Hauptkommissar. Elf der insgesamt 52 ermittelten Tatverdächtigen verfügten über keinen deutschen Pass. Drei von ihnen waren [Gruppe 1]. Auch dieser Wert sei unproblematisch, so der für Vogtsburg zuständige Ordnungshüter.

Weniger UnfälleLeicht rückläufig (von elf auf zehn) war auch die Zahl der Verkehrsunfälle mit Personenschaden, die sich 2021 auf Vogtsburger Gemarkung ereigneten. Lediglich in zwei Fällen (Vorjahr 5) gab es Schwerverletzte. Als häufigste Unfallursachen benennt der Bericht überhöhte Geschwindigkeiten und den Konsum von Rauschmitteln und -giften. Schmidt appellierte in diesem Zusammenhang an die Menschen, unter Einfluss von Alkohol und Drogen nicht am Verkehr teilzunehmen. ""Diese Unfälle können leicht vermieden werden, so Schmidt"". Kleinere Unfallschwerpunkte gab es lediglich in Burkheim an der Kreuzung bei der Kreuz-Post mit vier Unfällen sowie in Oberrotweil an der Einmündung der Eisentalstraße auf die Hauptstraße mit fünf Unfällen."
MIGR,WAZ,SECURITY_NEGATIVE,"Zum Einsatz sollen vermehrt auch Drohnen kommen. "" Die Möglichkeit, Drohnen zur Aufklärung rechtssicher einsetzen zu können und Drohnen abwehren zu können, gehört dazu, um auf Augenhöhe zu sein"" , sagt SPD-Fraktionsvize Wiese. Das neue Gesetz soll es der Bundespolizei ermöglichen, Drohnen mit technischen Mitteln aufspüren und gegebenenfalls vom Himmel holen zu können.

Per Gesetz bestreifen die Polizisten Bahnhöfe, Flughäfen und vor allem deutsche Grenzen. Immer wieder stoppen sie [Gruppe 1] ohne Papier, setzen Schleuser fest, patrouillieren zur Gefahrenabwehr an Gleisen. Bewährt hat sich die "" Bodycam"" , eine Kamera, die an der Uniform des Beamten befestigt ist und den Einsatz dokumentiert. Diese Technik soll ausgebaut werden -  künftig auch an nicht öffentlichen Orten, etwa im Rahmen von Abschiebungen in Büros, Fluren oder Warteräumen von Flughäfen sowie in Bussen oder im Innern eines Flugzeugs. 2021 waren knapp 12.000 Beamte bei Abschiebungen dabei.

Angesichts einer wachsenden Zahl von Übergriffen gegen Polizistinnen und Polizisten soll das ein Schutz sein. Die Kamera soll aber auch Betroffene von Kontrollen schützen. Ein neuer Absatz im Polizeigesetz wendet sich gegen "" jegliche Art von Diskriminierung in der Bundespolizei"" ."
for_skilled_workers,WAZ,NOT_SECURITY_CRIME,"Innere Sicherheit spielt im Wahlprogramm eine herausragende Rolle. Kriminelle müssten "" auf der Straße und im Internet""  mit null Toleranz rechnen, hieß es. "" Unsere Polizei muss mindestens auf Augenhöhe mit den Verbrechern sein"" , so Wüst. Die Union möchte die Zahl der Polizistinnen und Polizisten von 40.000 auf 45.000 erhöhen und dafür jedes Jahr nicht mehr 2500, sondern 3000 neue Beamtinnen und Beamte ausbilden. Wüst stimmte die Bevölkerung auch auf ein längeres Bleiben der [Andere Gruppe] aus der Ukraine ein.

Die Schulen sollen von einer CDU-geführten Landesregierung 10.000 zusätzliche Stellen für Lehrkräfte bekommen und jedes Schulkind einen Computer. [Gruppe 1] will die Partei mit 3000 Euro "" Begrüßungsgeld""  nach NRW locken, die Zahl der Medizinstudienplätze soll erhöht und der Öffentliche Nahverkehr zu einer "" echten Alternative""  ausgebaut werden.

Mit grünem Anstrich führt Wüst seine Partei in den Wahlkampf. Wichtige Botschaft: Die Versöhnung von Klimaschutz und den Interessen der Industrie und der Arbeitnehmer. Am Ziel Kohleausstieg bis 2030 soll nicht gerüttelt werden. Mehr Windkraft und mehr Solar soll es auch mit der CDU geben."
ASYL,MAZ,NOT_SECURITY_CRIME,"Verstärkte Grenzkontrollen unter Mithilfe von Frontex

Der nun vorgelegte Aktionsplan sieht unter anderem vor, die Grenzkontrollen entlang der Westbalkan-Route deutlich zu verstärken, auch mithilfe der EU-Grenzschutztruppe Frontex. Außerdem sollen Rückführungen abgelehnter [Gruppe 1] beschleunigt und zugleich das Asylsystem der Balkan-Staaten gestärkt werden. ""Jeder, der irregulär einreist, muss registriert werden, sonst funktioniert unser System nicht richtig"", sagte EU-Innenkommissarin Ylva Johansson.

Anträge sollen künftig schneller bearbeitet und die Möglichkeiten zur Unterbringung Schutzsuchender verbessert werden. Mithilfe der EU-Polizeibehörde Europol soll zudem der Kampf gegen die Schleusung von [Andere Gruppe] über Landesgrenzen hinweg verstärkt werden."
UKR,WAZ,NOT_SECURITY_CRIME,"Am Sonntag sorgte der russische Präsident Wladimir Putin für eine weitere Verunsicherung in Europa: Er versetzte die Atomstreitkräfte des Landes in Alarmbereitschaft -  angeblich als Reaktion auf das "" aggressive Verhalten der Nato"" . Das zeige den Ernst der Lage, so Nato-Generalsekretär Jens Stoltenberg.

In einer Sondersitzung des Bundestags kündigte Scholz am Sonntag ein einmaliges "" Sondervermögen""  von 100 Milliarden Euro und eine deutliche Aufstockung der jährlichen Verteidigungsausgaben an. Nötig sei eine "" große nationale Kraftanstrengung"" . "" Klar ist: Wir müssen deutlich mehr investieren in die Sicherheit unseres Landes, um auf diese Weise unsere Freiheit und unsere Demokratie zu schützen"" , sagte Scholz in seiner Regierungserklärung. Er verurteilte den russischen Angriff auf die Ukraine scharf und nannte ihn eine weitgehende Zäsur. "" Wir erleben eine Zeitenwende"" , sagte er. "" Das bedeutet: Die Welt danach ist nicht mehr dieselbe wie die Welt davor.""  Mit dem Überfall auf die Ukraine habe Putin kaltblütig einen Angriffskrieg vom Zaun gebrochen. "" Der Krieg ist eine Katastrophe für die Ukraine. Aber: Der Krieg wird sich auch als Katastrophe für Russland erweisen.""  Putin solle "" unsere Entschlossenheit nicht unterschätzen, gemeinsam mit unseren Alliierten jeden Quadratmeter des Bündnisgebietes zu verteidigen.""  Deutschland stehe an der Seite der [Gruppe 1] und [Gruppe 1].

Oppositionsführer Friedrich Merz (CDU) sagte dem Kanzler die Unterstützung der Union bei Rüstungsinvestitionen und Sanktionen gegen Russland zu. Er bescheinigte Scholz, eine "" gute Regierungserklärung""  gehalten zu haben. Das klare Signal des heutigen Tages sei: "" Genug ist genug. Das Spiel ist aus."""
REFUG,KN,NOT_SECURITY_CRIME,"wird Flüchtlingsunterkunft

Neben den privaten Wohnplätzen arbeitet die Stadt daran, selbst weitere Einrichtungen für [Gruppe 1] aus der Ukraine herzurichten. In der Gemeinschaftsunterkunft an der Arkonastraße in der Wik hat die Stadt einen weiteren Gebäudeteil in Betrieb genommen. Ab kommender Woche steht auch das Feriendorf Falckenstein zur Verfügung. ""Wir müssen aktuell nicht ,Land unter' melden, aber wollen vorbereitet sein, allen Menschen, die nach Kiel kommen, Schutz zu bieten"", sagt Stöcken.

Neben Unterkünften in Containern denkt die Stadt auch darüber nach, wieder Turnhallen als Anlaufstellen umzufunktionieren. ""Diese Option ist aber die letzte Möglichkeit, wenn nichts anderes mehr geht"", betont Stöcken."
NLD,BADZ,NOT_SECURITY_CRIME,"Der Vorsitzende Richter Hendrik Steenhuis erinnerte ausführlich an die Qualen der Hinterbliebenen. ""Diese Strafe kann das Leid nicht wegnehmen, aber das Gericht hofft, dass Deutlichkeit über die Schuldfrage etwas Erleichterung für die Angehörigen bringen kann."" 

Die Opfer kamen aus zehn Ländern, vier davon aus Deutschland. Da die meisten [Gruppe 1] waren, fand der Prozess dort statt. ""Mit dem Urteil sind wir einen Schritt näher an der Wahrheit und Gerechtigkeit für die Opfer und Angehörigen"", teilte Premier Mark Rutte über Twitter mit. Und auch Nato-Generalsekretär Jens Stoltenberg sprach von einem wichtigen Zeichen. ""Für solche Verbrechen darf es keine Straflosigkeit geben.""

Doch die Verurteilten dürften ihrer Strafe entkommen. Alle sollen in Russland sein. ""Das Land darf eigene Bürger nicht ausliefern"", sagt Marieke de Hoon, Dozentin für internationales Strafrecht an der Universität von Amsterdam. "
HRV,Berliner Morgenpost,NOT_SECURITY_CRIME,"Separatisten lassen zehn [Andere Gruppe] frei

Im Rahmen des Austauschs gaben die von Moskau gesteuerten Separatisten in der Ostukraine zehn [Andere Gruppe] frei, die unter Vermittlung Saudi-Arabiens nach Riad ausgeflogen wurden. Dabei handelte es sich um fünf [Andere Gruppe], zwei [Andere Gruppe] und je einen Schweden, [Gruppe 1] und [Andere Gruppe].

Die britische Premierministerin Liz Truss sprach auf Twitter von einer «sehr willkommenen Nachricht». Damit seien Monate der Unsicherheit und des Leidens für die Betroffenen und ihre Familien zu Ende gegangen. Zu den Freigelassenen zählt ein 28-jähriger [Andere Gruppe], der in einem Schauprozess als Söldner zum Tode verurteilt worden war, wie Gesundheitsstaatssekretär Robert Jenrick mitteilte."
REFUG,MAZ,NOT_SECURITY_CRIME,"Im Ursprung hatten sich befreundete Piloten nach dem Angriff Russlands auf die Ukraine überlegt, die man effektiv helfen kann. ""Fliegen, was auf dem Landweg lange dauert oder schwierig zu befördern ist und dringend benötigt wird"", war die Idee. In Erinnerung an die Berliner Luftbrücke, die ""Rosinenbomber"", die zu Zeiten des Kalten Krieges die Versorgung der von der Bundesrepublik abgetrennten, späteren Bundeshauptstadt sicherstellte. Schnell, unbürokratisch, auf eigene Rechnung.

""Ziel ist es, mit allem, was irgendwie fliegt, dringend benötigte Versorgungsgüter anzuliefern und schwache, [Gruppe 1] Personen, wie etwa unbegleitete oder auch kranke Kinder, nach Deutschland in Sicherheit zu bringen"", schreibt der Verein, der in Trägerschaft der Europäischen Donau-Akademie gGmbH steht. Von Egelsbach oder auch dem Flugplatz Mainz-Finthen sei man im Idealfall binnen 90 Minuten an der polnisch-ukrainischen Grenze, deutlich schneller als per Lkw, ohne an womöglich blockierten Zulieferwegen zu stranden. Damit alle Hilfsgüter dort ankommen, wo sie benötigt werden, steht die ""Ukraine Air Rescue"" in Absprache mit Hilfsorganisationen wie dem Blau-Gelben Kreuz, Ärzten ohne Grenzen, THW oder Rotem Kreuz.

""Wir sind die Lufttaxis, Organisationen wie Apotheker ohne Grenzen kümmern sich um die Beschaffung der Hilfsgüter"", sagt Hammer. Grundsätzlich können deutschlandweit Hilfsgüter geholt und Starts abgehalten werden, Zielankunft ist aber immer Egelsbach. Denn dort werden die [Andere Gruppe], die wiederum auf Vermittlung von Hilfsorganisationen dringend außer Landes gebracht werden müssen, in ihre Betreuung übergeben. Vorigen Donnerstag flog Otto noch Berlin an, um weitere Hilfsgüter zu laden, und brachte sie dann an zwei Flughäfen im Grenzgebiet. ""Wenn der Krieg vorbei ist, würden wir gern eine richtige Luftbrücke aufbauen"", sagt Hammer."
JUDE,LVZ,NOT_SECURITY_CRIME,"

Der deutsche Profifußball will den Kampf gegen Antisemitismus intensivieren und kooperiert dabei erstmals mit dem Zentralrat der [Gruppe 1] in Deutschland und dem World Jewish Congress. Unter dem Titel "" Antisemitismus und Profifußball: Herausforderungen, Chancen, Netzwerk""  organisiert die Deutsche Fußball-Liga  gemeinsam mit den beiden Organisationen eine Fachtagung am 30. März in Dortmund. Ziel sei es, Projekte von Fußballklubs und -verbänden noch besser abzustimmen und zu bündeln, um damit eine größere Wirkung in der Antidiskriminierungsarbeit zu erreichen.

"
